Plate_ID,Steel_Type,Steel_Plate_Thickness,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Edges_Index,Square_Index,Orientation_Index,Luminosity_Index,Length_of_Conveyer,Needs_Manual_Review
301,A300,70,60,15,13,5573,81,103,0.0325,0.6923,0.3077,-0.2743,1354,0
302,A300,70,149,27,17,15313,93,111,0.4136,0.4,-0.6,-0.1971,1354,0
303,A300,70,103,19,13,12424,112,132,0.1578,1.0,0.0,-0.0576,1356,0
304,A300,70,93,19,17,9214,90,108,0.0103,0.75,0.25,-0.226,1356,0
305,A300,70,115,22,17,11748,87,124,0.0619,0.7059,-0.2941,-0.2019,1356,0
306,A300,70,1203,68,89,96937,48,101,0.0118,0.236,0.764,-0.3705,1354,0
307,A300,70,109,22,20,11293,90,116,0.0118,0.5,0.5,-0.1906,1356,0
308,A300,70,1371,114,144,150413,85,132,0.0457,0.1329,0.8671,-0.1429,1356,0
309,A300,70,88,13,15,8123,81,110,0.0665,0.5333,0.4667,-0.2788,1354,0
310,A300,70,566,64,70,62326,89,132,0.0369,0.3443,0.6557,-0.1397,1356,0
311,A300,70,97,19,17,5940,47,77,0.0059,0.7647,0.2353,-0.5216,1358,0
312,A300,70,145,19,26,14997,91,117,0.0398,0.375,0.625,-0.192,1356,0
313,A300,70,205,24,21,26503,108,148,0.0384,0.7,0.3,0.01,1354,0
314,A300,70,60,12,10,3673,48,77,0.003,0.9,0.1,-0.5217,1358,0
315,A300,70,173,22,23,17100,85,111,0.0354,0.6364,0.3636,-0.2278,1356,0
316,A300,70,71,19,12,6886,84,111,0.0133,0.5625,-0.4375,-0.2423,1356,0
317,A300,70,578,73,68,52482,76,109,0.0782,0.5833,0.4167,-0.2906,1356,0
318,A300,70,53,13,9,5267,90,109,0.0192,0.9,-0.1,-0.2236,1354,0
319,A300,70,153,25,21,16865,90,125,0.071,0.6191,0.381,-0.1388,1352,0
320,A300,70,78,28,17,9208,105,132,0.0251,0.625,-0.375,-0.0777,1352,0
321,A300,70,94,24,16,10847,104,126,0.034,0.7059,-0.2941,-0.0985,1354,0
322,A300,70,376,40,43,36566,81,119,0.0399,0.3659,0.6342,-0.2402,1352,0
323,A300,70,111,20,21,6323,41,70,0.0,0.75,-0.25,-0.555,1356,0
324,A300,70,1543,150,151,160372,81,126,0.0355,0.2188,0.7813,-0.188,1352,0
325,A300,70,192,35,36,18361,80,118,0.0281,0.25,0.75,-0.2529,1354,0
326,A300,70,76,15,12,4643,43,86,0.0251,0.8333,0.1667,-0.5227,1354,0
327,A300,70,199,20,23,18720,80,110,0.0266,0.6087,0.3913,-0.2651,1352,0
328,A300,70,71,11,13,6657,81,108,0.0222,0.5385,0.4615,-0.2675,1350,0
329,A300,70,69,14,18,7151,92,118,0.0,0.3529,0.6471,-0.1903,1348,0
330,A300,100,52,11,13,5907,105,125,0.1281,0.5833,0.4167,-0.1125,1358,0
331,A400,40,339,70,35,42620,119,135,0.1853,0.84,-0.16,-0.0178,1360,0
332,A400,40,155,37,23,19453,120,134,0.1542,0.75,-0.25,-0.0195,1362,0
333,A400,40,618,109,59,78470,119,135,0.1747,0.3962,-0.6038,-0.008,1362,0
334,A400,40,142,25,15,17707,119,133,0.1513,0.6316,-0.3684,-0.0258,1362,0
335,A400,40,508,112,59,65223,120,142,0.2129,0.5961,-0.4038,0.0031,1362,0
336,A400,40,158,45,30,20312,122,140,0.3069,0.7619,-0.2381,0.0044,1362,0
337,A400,40,156,49,17,20131,122,140,0.3015,0.4,-0.6,0.0082,1360,0
338,A400,40,312,73,48,40573,122,141,0.2662,0.5306,-0.4694,0.0159,1360,0
339,A400,175,180,24,27,17505,87,111,0.2364,0.4231,0.5769,-0.2402,1362,0
340,A400,175,147,28,31,16908,105,133,0.2056,0.2667,0.7333,-0.1014,1362,0
341,A400,175,1733,206,294,185716,93,133,0.1953,0.0612,0.9388,-0.1628,1362,0
342,A400,175,120,35,39,15035,118,135,0.2173,0.1842,0.8158,-0.0212,1362,0
343,A400,175,1804,175,211,214243,101,135,0.2059,0.0962,0.9039,-0.0722,1360,0
344,A400,175,124,26,21,14323,107,126,0.239,0.5,0.5,-0.0976,1364,0
345,A400,175,119,24,20,13662,106,127,0.2185,0.6842,0.3158,-0.1031,1364,0
346,A400,175,130,21,26,15147,109,126,0.3559,0.36,0.64,-0.0897,1360,0
347,A400,175,3883,229,289,395668,78,127,0.21,0.1032,0.8968,-0.2039,1362,0
348,A400,175,295,42,56,32358,96,126,0.2273,0.1964,0.8036,-0.1431,1364,0
349,A400,40,72,13,12,13094,168,198,0.6691,0.9091,0.0909,0.4208,1387,0
350,A400,40,66,9,11,12872,178,207,0.7585,0.7273,0.2727,0.5237,1387,0
351,A400,40,61,10,12,10855,168,189,0.0,0.75,0.25,0.3902,1387,0
352,A400,40,75,8,11,14016,157,206,0.8118,0.7273,0.2727,0.46,1387,0
353,A400,40,443,56,60,79713,77,221,0.7844,0.2712,0.7288,0.4058,1387,0
354,A400,40,76,10,9,15483,195,213,0.4585,0.9,-0.1,0.5916,1387,0
355,A400,40,150,13,15,28697,172,212,0.3735,0.8667,0.1333,0.4946,1387,0
356,A400,40,892,59,104,181730,68,236,0.7426,0.1863,0.8137,0.5917,1387,0
357,A400,40,74,16,11,15069,196,210,0.8219,0.6,-0.4,0.5909,1387,0
358,A400,40,136,18,11,27180,192,207,0.9185,0.6111,-0.3889,0.5613,1387,0
359,A400,40,108,16,17,21840,195,212,0.4182,1.0,0.0,0.5799,1387,0
360,A400,40,74,12,12,13025,163,188,0.2408,0.6667,0.3333,0.3751,1387,0
361,A400,40,52,8,10,9968,178,207,0.7527,0.8,0.2,0.4976,1387,0
362,A400,40,69,8,11,13099,164,205,0.7599,0.7273,0.2727,0.4831,1387,0
363,A400,40,60,8,14,11189,178,198,0.2033,0.5,0.5,0.4569,1387,0
364,A400,40,68,8,11,12624,177,191,0.9575,0.6364,0.3636,0.4504,1387,0
365,A400,40,70,8,9,11255,143,174,0.2293,0.8889,0.1111,0.2561,1387,0
366,A400,40,504,24,27,69672,48,189,0.4831,0.8889,0.1111,0.08,1387,0
367,A400,40,140,12,15,20974,118,174,0.0058,0.8,0.2,0.1704,1387,0
368,A400,40,108,11,13,17174,123,181,0.734,0.8461,0.1539,0.2423,1387,0
369,A400,40,96,9,13,14369,128,164,0.1427,0.6923,0.3077,0.1693,1387,0
370,A400,40,81,11,10,13311,141,182,0.6143,1.0,0.0,0.2839,1387,0
371,A400,40,85,12,10,14041,139,181,0.6215,0.9091,-0.0909,0.2905,1387,0
372,A400,40,57,10,11,9848,161,183,0.7541,0.8889,0.1111,0.3498,1387,0
373,A400,40,75,9,11,12593,150,180,0.6532,0.8182,0.1818,0.3118,1387,0
374,A400,40,88,11,10,14538,134,183,0.659,0.9091,-0.0909,0.2907,1387,0
375,A400,40,88,10,13,14808,148,182,0.6619,0.75,0.25,0.3146,1387,0
376,A400,40,52,9,10,8857,161,182,0.6446,0.7,0.3,0.3307,1387,0
377,A400,40,52,9,11,8801,159,181,0.6417,0.5454,0.4545,0.3223,1387,0
378,A400,40,65,9,9,11132,161,182,0.6388,0.8889,0.1111,0.338,1387,0
379,A400,40,63,9,11,10518,156,180,0.6518,0.8182,0.1818,0.3043,1387,0
380,A400,40,101,11,11,16760,148,182,0.6921,0.9091,0.0909,0.2964,1387,0
381,A400,40,92,12,12,14703,128,175,0.6979,0.9167,0.0833,0.2486,1387,0
382,A400,40,53,9,8,9033,158,181,0.8003,1.0,0.0,0.3315,1387,0
383,A400,40,2358,104,101,233778,49,124,0.8565,0.8841,0.1159,-0.2254,1387,0
384,A400,40,2108,80,61,175110,6,119,0.5292,0.5616,-0.4384,-0.351,1387,0
385,A400,40,227,14,18,21216,36,127,0.6934,0.7778,0.2222,-0.2698,1373,0
386,A400,40,231,17,17,21639,33,127,0.7254,1.0,0.0,-0.2682,1373,0
387,A400,40,194,16,17,19202,68,124,0.3074,0.8824,0.1177,-0.2267,1373,0
388,A400,40,247,17,21,23671,43,129,0.7123,0.7143,0.2857,-0.2513,1373,0
389,A400,40,175,13,19,18625,61,126,0.3438,0.6842,0.3158,-0.1685,1373,0
390,A400,40,566,28,49,49867,70,103,0.0779,0.3958,0.6042,-0.3117,1387,0
391,A300,80,655,33,35,49303,54,93,0.0581,0.7059,0.2941,-0.4119,1687,0
392,A400,40,152655,10449,18152,11591414,0,156,0.0284,0.0083,0.9917,-0.4068,1336,0
393,A400,40,25323,1022,593,3037459,24,148,0.0,0.9087,-0.0913,-0.0629,1400,0
394,A400,40,21110,1138,597,2554885,21,148,0.0043,0.9227,-0.0773,-0.0545,1402,0
395,A400,40,25473,992,578,3061597,23,148,0.0,0.9289,-0.0711,-0.061,1400,0
396,A400,40,24365,1084,680,2935414,22,143,0.0,0.5367,-0.4633,-0.0588,1404,0
397,A400,40,20894,1169,712,2529140,18,143,0.0,0.8839,-0.1161,-0.0543,1398,0
398,A400,40,20726,1193,709,2499819,25,143,0.0,0.2452,-0.7548,-0.0577,1402,0
399,A400,40,22554,999,605,2712104,27,150,0.0014,0.9955,0.0045,-0.0606,1400,0
400,A400,40,21987,1050,684,2638402,21,143,0.0,0.9238,-0.0762,-0.0625,1398,0
401,A400,40,21036,1015,586,2519511,24,143,0.0,0.5703,-0.4297,-0.0643,1402,0
402,A400,40,16759,729,433,2020624,24,143,0.0585,0.962,0.038,-0.058,1402,0
403,A400,40,17977,796,513,2144244,24,143,0.0585,0.9282,0.0718,-0.0681,1402,0
404,A400,40,19629,788,534,2332320,22,143,0.0586,0.2594,-0.7406,-0.0717,1400,0
405,A400,40,17887,713,448,2156667,21,143,0.0586,0.8829,0.1171,-0.058,1400,0
406,A400,40,18517,1021,696,2230510,25,150,0.0529,0.9912,0.0088,-0.0589,1398,0
407,A400,40,17825,790,539,2155523,24,143,0.0586,0.8364,0.1636,-0.0553,1400,0
408,A400,40,16686,842,562,2013557,19,150,0.0585,0.4627,-0.5373,-0.0572,1402,0
409,A400,40,16521,926,591,1992604,21,149,0.0557,0.2892,-0.7108,-0.0577,1400,0
410,A400,40,17706,802,537,2147442,24,148,0.0584,0.8809,0.1191,-0.0525,1404,0
411,A400,40,18071,814,534,2160349,27,148,0.0557,0.9639,0.0361,-0.066,1400,0
412,A400,40,18908,853,535,2264960,24,143,0.0585,0.8621,0.1379,-0.0641,1402,0
413,A400,40,18896,768,507,2225392,22,142,0.0613,0.9626,-0.0374,-0.0799,1404,0
414,A400,40,20313,755,497,2400588,23,141,0.0586,0.9895,-0.0105,-0.0767,1400,0
415,A400,40,18203,696,480,2155986,25,143,0.0558,0.915,0.085,-0.0747,1398,0
416,A400,40,17357,794,495,2034432,27,142,0.0557,0.7936,0.2064,-0.0843,1400,0
417,A400,40,18954,749,482,2236201,25,143,0.0557,0.9444,0.0556,-0.0783,1400,0
418,A400,40,14949,720,469,1734628,27,142,0.0586,0.8079,-0.1921,-0.0935,1400,0
419,A400,40,16469,929,568,1939163,27,143,0.0558,0.2062,-0.7938,-0.0801,1398,0
420,A400,40,17810,763,456,2094532,25,142,0.0558,0.9538,0.0461,-0.0812,1398,0
421,A400,40,100,30,16,12817,123,140,0.0558,0.5789,-0.4211,0.0013,1398,0
422,A400,40,354,67,47,44478,120,134,0.2029,0.8621,0.1379,-0.0184,1400,0
423,A400,40,16821,670,425,1972773,29,141,0.0558,0.8268,-0.1732,-0.0838,1398,0
424,A400,40,15937,745,463,1847157,31,141,0.0558,0.8324,-0.1676,-0.0945,1398,0
425,A400,40,15896,756,469,1847464,22,143,0.0586,0.9558,-0.0442,-0.092,1400,0
426,A400,40,128,38,27,16028,120,134,0.0586,0.8235,-0.1765,-0.0217,1400,0
427,A400,40,16220,780,453,1877827,19,141,0.0586,0.9448,-0.0553,-0.0955,1400,0
428,A400,40,14963,779,468,1720418,22,141,0.0501,0.9771,-0.0229,-0.1017,1398,0
429,A400,40,15050,867,541,1751637,21,141,0.0586,0.9832,0.0168,-0.0907,1400,0
430,A400,40,13033,731,420,1508093,29,141,0.0558,0.9143,-0.0857,-0.096,1398,0
431,A400,40,16968,670,399,1976551,26,143,0.0586,0.9483,-0.0517,-0.09,1400,0
432,A400,40,16584,821,498,1936241,25,143,0.0587,0.9206,0.0794,-0.0879,1398,0
433,A400,40,14969,805,503,1758655,27,142,0.0614,0.9884,0.0116,-0.0821,1400,0
434,A400,40,13601,805,503,1579135,25,141,0.0557,0.9459,0.054,-0.0929,1400,0
435,A400,40,13387,763,425,1546189,29,141,0.0558,0.867,-0.1329,-0.0977,1398,0
436,A400,40,16164,861,522,1868220,23,141,0.0586,0.8762,0.1238,-0.097,1400,0
437,A400,40,935,143,98,117325,119,135,0.0558,0.6863,0.3137,-0.0197,1398,0
438,A400,40,15601,865,517,1835252,23,143,0.0586,0.9551,-0.0449,-0.081,1400,0
439,A400,40,11348,595,357,1302540,27,143,0.0586,0.7667,-0.2333,-0.1033,1400,0
440,A400,40,15414,796,478,1798470,24,142,0.0557,0.9358,0.0642,-0.0885,1400,0
441,A400,40,13975,795,441,1630309,29,140,0.0614,0.9942,-0.0058,-0.0886,1400,0
442,A400,40,11388,735,415,1315891,29,141,0.0558,0.409,-0.591,-0.0973,1398,0
443,A400,40,13553,708,424,1567858,30,141,0.0557,0.9314,-0.0686,-0.0962,1400,0
444,A400,40,15704,976,557,1814409,25,142,0.053,0.9945,-0.0055,-0.0974,1396,0
445,A400,40,12012,607,362,1381722,30,141,0.0558,0.9942,-0.0058,-0.1013,1398,0
446,A400,40,11875,657,387,1375431,32,143,0.0558,0.9942,-0.0058,-0.0951,1398,0
447,A400,40,11271,664,396,1297285,27,141,0.0585,0.9591,-0.0409,-0.1008,1402,0
448,A400,40,12212,617,372,1398637,27,141,0.0585,0.8871,-0.1129,-0.1052,1402,0
449,A400,40,539,94,63,68416,119,135,0.0556,0.9063,0.0938,-0.0083,1402,0
450,A400,40,677,114,79,86417,120,140,0.0557,0.9429,0.0571,-0.0028,1400,0
451,A400,40,10276,552,319,1187807,25,141,0.0557,0.7865,-0.2135,-0.097,1400,0
452,A400,40,11535,758,419,1327403,23,141,0.0586,0.8962,-0.1038,-0.101,1400,0
453,A400,40,794,131,91,101435,119,140,0.0556,0.5094,0.4906,-0.0019,1402,0
454,A400,40,11492,650,443,1339579,26,143,0.0556,0.9302,-0.0698,-0.0893,1402,0
455,A400,40,10904,617,334,1261668,28,141,0.0556,0.8106,-0.1893,-0.096,1402,0
456,A400,40,14069,675,452,1642086,26,141,0.0529,0.9643,0.0357,-0.0882,1400,0
457,A400,40,12388,631,374,1431766,29,143,0.0557,0.9102,0.0898,-0.0971,1400,0
458,A400,40,12108,614,359,1402972,34,141,0.0613,0.9321,0.0679,-0.0948,1402,0
459,A400,40,13946,589,406,1635177,33,142,0.0556,0.8895,0.1105,-0.084,1402,0
460,A400,40,13309,500,310,1550152,31,143,0.0556,0.9737,0.0263,-0.09,1402,0
461,A400,40,12729,634,404,1482862,29,143,0.0586,0.8516,0.1484,-0.0899,1400,0
462,A400,40,14309,793,469,1661835,31,141,0.0585,0.821,0.1789,-0.0927,1402,0
463,A400,40,14346,694,424,1691554,29,143,0.0557,0.8216,0.1784,-0.0788,1400,0
464,A400,40,12260,660,378,1424210,33,141,0.0585,0.9375,0.0625,-0.0924,1402,0
465,A400,40,13185,572,370,1529932,30,141,0.0557,0.9503,0.0497,-0.0935,1400,0
466,A400,40,13114,618,381,1507625,33,141,0.0557,0.9737,-0.0263,-0.1019,1400,0
467,A400,40,10796,572,363,1245388,38,141,0.0556,0.8633,-0.1366,-0.0988,1402,0
468,A400,40,11505,577,349,1320194,27,142,0.0556,0.9739,-0.0261,-0.1035,1402,0
469,A400,40,13612,579,357,1577022,30,141,0.0557,0.8869,0.1131,-0.0949,1400,0
470,A400,40,12477,560,331,1442027,36,141,0.0586,0.9867,-0.0133,-0.0971,1400,0
471,A400,40,12718,596,348,1459713,31,140,0.0613,0.9494,0.0506,-0.1033,1402,0
472,A400,40,13057,562,361,1507763,32,140,0.0613,0.962,0.038,-0.0979,1404,0
473,A400,40,13699,587,352,1585785,37,141,0.0585,0.9042,0.0958,-0.0956,1402,0
474,A400,40,12509,622,374,1456542,27,141,0.0557,0.9048,0.0952,-0.0903,1400,0
475,A400,40,11089,593,354,1270726,31,143,0.0585,0.9669,-0.0331,-0.1047,1402,0
476,A400,40,11711,538,348,1308444,30,135,0.0585,0.8935,0.1065,-0.1271,1402,0
477,A400,40,13041,616,365,1508999,37,141,0.0586,0.9182,0.0818,-0.096,1400,0
478,A400,40,10913,634,359,1248379,25,141,0.0585,0.9412,-0.0588,-0.1063,1402,0
479,A400,40,12051,631,390,1383987,33,140,0.0585,0.9167,0.0833,-0.1028,1402,0
480,A400,40,11355,639,388,1299720,31,141,0.0556,0.8389,0.1611,-0.1058,1402,0
481,A400,40,11388,705,420,1311391,36,140,0.0585,0.9197,0.0803,-0.1003,1402,0
482,A400,40,11813,591,367,1361903,27,141,0.0557,0.9286,0.0714,-0.0993,1400,0
483,A400,40,13203,608,375,1515722,35,141,0.0556,0.9012,0.0988,-0.1031,1402,0
484,A400,40,11809,621,400,1367596,36,141,0.0557,0.9745,0.0255,-0.0952,1400,0
485,A400,40,11211,639,387,1293558,35,141,0.0556,0.9623,0.0377,-0.0986,1402,0
486,A400,40,10880,649,409,1245114,33,141,0.0586,0.8706,0.1294,-0.1059,1400,0
487,A400,40,13037,623,387,1505833,35,143,0.0556,0.8125,0.1875,-0.0976,1402,0
488,A400,40,12489,700,462,1439221,31,141,0.0528,0.8722,0.1278,-0.0997,1402,0
489,A400,40,12515,626,397,1452456,37,141,0.0586,0.9371,0.0629,-0.0933,1400,0
490,A400,40,11510,699,429,1330937,40,141,0.0556,0.961,-0.039,-0.0966,1402,0
491,A400,40,12834,570,356,1487763,37,141,0.0557,0.9367,-0.0633,-0.0944,1400,0
492,A400,40,10429,578,382,1196792,33,141,0.0585,0.5511,-0.4489,-0.1035,1402,0
493,A400,40,9576,564,343,1098162,37,141,0.0585,0.9536,0.0464,-0.1041,1402,0
494,A400,40,10743,652,418,1239926,38,142,0.0585,0.9408,-0.0592,-0.0983,1402,0
495,A400,40,11411,801,433,1303229,40,141,0.0586,0.9341,0.0659,-0.1077,1400,0
496,A400,40,10941,685,407,1246740,40,140,0.0585,0.8837,0.1163,-0.1098,1402,0
497,A400,40,10821,754,454,1238454,36,140,0.0557,0.9576,0.0424,-0.1059,1400,0
498,A400,40,9349,659,387,1068391,38,140,0.0585,0.8849,0.1151,-0.1072,1402,0
499,A400,40,11542,757,441,1338028,42,140,0.0585,0.9535,0.0465,-0.0943,1402,0
500,A400,40,9927,625,418,1133850,39,140,0.0585,0.8909,0.1091,-0.1077,1402,0
501,A400,40,5519,319,173,582040,34,135,0.0556,0.4839,-0.5161,-0.1761,1402,0
502,A400,40,4881,239,110,513464,40,127,0.0584,0.3378,-0.6622,-0.1781,1404,0
503,A400,40,9484,655,382,1083941,41,141,0.0557,0.9484,0.0516,-0.1071,1400,0
504,A400,40,10986,755,444,1273434,44,142,0.0556,0.9398,0.0602,-0.0944,1404,0
505,A400,40,4995,232,124,527906,39,127,0.0585,0.3758,-0.6242,-0.1743,1402,0
506,A400,40,5702,214,118,601643,47,127,0.0556,0.3613,-0.6387,-0.1757,1402,0
507,A400,40,9518,743,453,1084425,41,141,0.0585,0.9394,0.0606,-0.1099,1402,0
508,A400,40,5957,289,166,637883,48,135,0.0556,0.5,-0.5,-0.1634,1404,0
509,A400,40,5617,268,152,598575,42,135,0.0556,0.483,-0.517,-0.1675,1404,0
510,A400,40,9582,611,384,1095577,39,140,0.0556,0.9427,0.0573,-0.1067,1404,0
511,A400,40,9183,602,355,1059263,40,141,0.0584,0.9,0.1,-0.0988,1404,0
512,A400,40,8726,653,398,1001426,41,141,0.0556,0.9551,-0.0449,-0.1034,1402,0
513,A400,40,9892,682,424,1130960,42,140,0.0613,0.8772,0.1228,-0.1068,1402,0
514,A400,40,8457,636,383,971036,38,141,0.0557,0.9744,0.0256,-0.103,1400,0
515,A400,40,2027,255,129,259127,118,141,0.1327,0.8974,-0.1026,-0.0013,1402,0
516,A400,40,5593,239,133,593650,42,127,0.0585,0.3608,-0.6392,-0.1708,1402,0
517,A400,40,8709,578,322,996980,47,141,0.0556,0.9398,0.0602,-0.1057,1402,0
518,A400,40,5576,235,133,598862,43,135,0.0557,0.5,-0.5,-0.1609,1400,0
519,A400,40,5357,181,90,764,123,134,0.0585,0.3681,-0.6319,-0.9989,1402,0
520,A400,40,4635,226,128,491662,38,127,0.0586,0.3571,-0.6429,-0.1713,1400,0
521,A400,40,8957,588,360,1025103,35,141,0.0557,0.993,0.007,-0.1059,1400,0
522,A400,40,5261,190,107,553974,46,127,0.0557,0.4014,-0.5986,-0.1774,1400,0
523,A400,40,5731,325,186,618954,41,135,0.0557,0.5786,-0.4214,-0.1562,1400,0
524,A400,40,1909,175,125,245067,120,140,0.1271,0.8857,0.1143,0.0029,1400,0
525,A400,40,2791,332,207,353617,114,140,0.1071,0.7822,0.2178,-0.0102,1400,0
526,A400,40,6381,280,166,678752,41,135,0.0557,0.6471,-0.3529,-0.169,1400,0
527,A400,40,8344,558,338,945879,52,141,0.0557,0.9054,0.0946,-0.1144,1400,0
528,A400,40,7998,558,343,889727,49,140,0.0557,0.858,0.142,-0.1309,1400,0
529,A400,40,5480,230,119,588758,53,135,0.0557,0.4927,-0.5073,-0.1606,1400,0
530,A400,40,6397,381,216,701931,55,141,0.0557,0.5743,-0.4257,-0.1427,1400,0
531,A400,40,4915,248,153,497404,33,124,0.0574,0.3399,-0.6601,-0.2094,1358,0
532,A400,40,5757,240,136,600689,38,133,0.0574,0.5133,-0.4867,-0.1848,1358,0
533,A400,40,4471,248,116,470165,39,135,0.0573,0.4336,-0.5664,-0.1785,1360,0
534,A400,40,384,70,42,47481,115,135,0.1856,0.4872,-0.5128,-0.034,1358,0
535,A400,40,276,39,26,33858,115,135,0.1894,0.6786,-0.3214,-0.0416,1362,0
536,A400,40,4115,179,108,427024,48,127,0.0676,0.3712,-0.6288,-0.1893,1360,0
537,A400,40,3918,172,88,408392,39,127,0.0631,0.3333,-0.6667,-0.1857,1362,0
538,A400,40,4223,198,83,439309,38,127,0.0573,0.3451,-0.6549,-0.1873,1360,0
539,A400,40,4403,215,115,457632,38,126,0.0632,0.3636,-0.6364,-0.188,1360,0
540,A400,40,2463,262,168,312375,116,140,0.1515,0.5273,0.4727,-0.0092,1360,0
541,A400,40,3912,226,105,407966,29,135,0.0734,0.4504,-0.5496,-0.1853,1362,0
542,A400,40,101,31,21,12531,118,135,0.1968,0.3636,-0.6364,-0.0307,1362,0
543,A400,40,4130,197,98,432500,37,132,0.0676,0.4091,-0.5909,-0.1819,1360,0
544,A400,40,4214,210,116,445047,42,126,0.0603,0.3521,-0.6479,-0.1749,1360,0
545,A400,40,4487,219,106,470618,40,127,0.0544,0.3333,-0.6667,-0.1806,1360,0
546,A400,40,3324,157,85,343029,42,125,0.0882,0.3884,-0.6116,-0.1938,1360,0
547,A400,40,3631,179,96,378154,45,125,0.0749,0.3952,-0.6048,-0.1864,1362,0
548,A400,40,3661,184,87,380538,43,127,0.0707,0.373,-0.627,-0.1879,1358,0
549,A400,40,3786,196,102,391378,40,126,0.069,0.3778,-0.6222,-0.1924,1362,0
550,A400,40,3703,187,94,384266,37,126,0.0764,0.3853,-0.6148,-0.1893,1362,0
551,A400,40,3936,182,93,407075,38,124,0.0602,0.3287,-0.6713,-0.192,1362,0
552,A400,40,3287,163,87,342248,50,125,0.0822,0.4017,-0.5983,-0.1866,1362,0
553,A400,40,3671,175,89,379850,46,124,0.075,0.3884,-0.6116,-0.1916,1360,0
554,A400,40,3437,163,82,354240,45,126,0.0809,0.395,-0.605,-0.1948,1360,0
555,A400,40,4123,177,90,426267,40,126,0.0573,0.3534,-0.6466,-0.1923,1360,0
556,A400,40,3666,161,78,379668,43,125,0.0735,0.3512,-0.6489,-0.1909,1360,0
557,A400,40,4331,178,108,450619,45,126,0.0603,0.3427,-0.6573,-0.1872,1360,0
558,A400,40,4048,178,96,421512,50,126,0.0632,0.3835,-0.6165,-0.1865,1360,0
559,A400,40,3985,166,99,413005,41,126,0.0705,0.3721,-0.6279,-0.1903,1362,0
560,A400,40,4019,191,102,417578,41,125,0.0618,0.3333,-0.6667,-0.1883,1360,0
561,A400,40,4409,191,102,456908,47,125,0.0602,0.3688,-0.6312,-0.1904,1362,0
562,A400,40,3920,166,88,407163,45,125,0.0573,0.3529,-0.6471,-0.1885,1360,0
563,A400,40,5003,196,91,522331,49,126,0.0573,0.363,-0.637,-0.1843,1360,0
564,A400,40,6376,200,110,659058,54,127,0.0603,0.414,-0.586,-0.1925,1360,0
565,A400,40,6213,210,123,649441,55,124,0.0575,0.414,-0.586,-0.1834,1356,0
566,A400,40,6170,228,137,645016,51,134,0.0604,0.4837,-0.5163,-0.1833,1358,0
567,A400,40,6232,250,130,648220,48,133,0.0605,0.5168,-0.4832,-0.1874,1356,0
568,A400,40,229,51,31,28034,116,135,0.1782,0.4211,-0.5789,-0.0436,1358,0
569,A400,40,5877,211,110,612067,47,126,0.0574,0.4,-0.6,-0.1864,1358,0
570,A400,40,5702,216,119,591835,45,126,0.0605,0.396,-0.604,-0.1891,1356,0
571,A400,40,5852,205,117,608466,42,126,0.0575,0.3701,-0.6299,-0.1877,1356,0
572,A400,40,207,40,23,25309,115,134,0.1873,0.3333,-0.6667,-0.0448,1356,0
573,A400,40,200,50,30,24389,114,134,0.1856,0.3784,-0.6216,-0.0473,1358,0
574,A400,40,5970,188,118,618937,43,125,0.0575,0.3846,-0.6154,-0.19,1356,0
575,A400,40,6057,209,138,627913,39,126,0.0604,0.4,-0.6,-0.1901,1358,0
576,A400,40,6143,198,119,637317,45,125,0.0574,0.4013,-0.5987,-0.1895,1358,0
577,A400,40,5786,202,106,600867,41,124,0.0574,0.3974,-0.6026,-0.1887,1358,0
578,A400,40,5941,207,117,618605,45,126,0.0575,0.3974,-0.6026,-0.1865,1356,0
579,A400,40,6277,192,109,651641,43,125,0.0604,0.414,-0.586,-0.189,1358,0
580,A400,40,6008,200,112,622760,45,125,0.0603,0.3758,-0.6242,-0.1902,1360,0
581,A400,40,6293,216,124,647587,47,124,0.0575,0.4387,-0.5613,-0.1961,1356,0
582,A400,40,6227,205,117,644765,38,124,0.0633,0.3807,-0.6194,-0.1911,1358,0
583,A400,40,6059,206,129,626256,45,125,0.0633,0.4076,-0.5924,-0.1925,1358,0
584,A400,40,6117,182,113,637707,49,127,0.0574,0.4351,-0.5649,-0.1855,1358,0
585,A400,40,6181,209,117,638448,44,127,0.0575,0.3913,-0.6087,-0.193,1356,0
586,A400,40,2406,231,168,301138,116,140,0.1414,0.9157,0.0843,-0.0222,1358,0
587,A400,40,5695,211,136,588714,40,126,0.0604,0.4314,-0.5686,-0.1924,1358,0
588,A400,40,2148,269,164,266914,113,135,0.1443,0.8831,0.1169,-0.0292,1358,0
589,A400,40,5817,212,131,598890,49,124,0.0574,0.3974,-0.6026,-0.1957,1358,0
590,A400,40,1961,220,142,246168,115,135,0.1534,0.8816,0.1184,-0.0193,1356,0
591,A400,40,1923,227,139,241083,116,140,0.1475,0.974,0.026,-0.0206,1356,0
592,A400,40,5993,214,130,589956,132,132,0.0604,0.3851,-0.6149,-0.2309,1358,0
593,A400,40,5885,249,136,610139,40,127,0.0574,0.3885,-0.6115,-0.19,1358,0
594,A400,40,2108,317,184,263590,115,135,0.137,0.9405,0.0595,-0.0231,1358,0
595,A400,40,6357,257,129,658914,41,124,0.0604,0.3815,-0.6185,-0.1902,1358,0
