row_id,region,month,is_weekend,is_holiday,mean_temperature_c,population_thousands,industrial_index,demand_mwh
20240303_galicia,galicia,3,1,0,9.9,2700,35,70818.6
20240303_castilla_y_leon,castilla_y_leon,3,1,0,4.2,2380,30,92630.7
20240303_pais_vasco,pais_vasco,3,1,0,9.5,2200,80,82417.9
20240303_castilla_la_mancha,castilla_la_mancha,3,1,0,5.4,2050,25,67039.2
20240303_canarias,canarias,3,1,0,18.1,2170,20,36277.6
20240303_murcia,murcia,3,1,0,15.7,1550,40,31062.0
20240303_aragon,aragon,3,1,0,7.0,1330,40,46765.3
20240303_baleares,baleares,3,1,0,12.9,1200,15,24219.7
20240303_extremadura,extremadura,3,1,0,8.4,1060,20,26969.2
20240303_asturias,asturias,3,1,0,8.2,1010,45,31692.4
20240303_navarra,navarra,3,1,0,6.4,660,55,26984.9
20240303_cantabria,cantabria,3,1,0,10.6,580,35,15408.0
20240303_la_rioja,la_rioja,3,1,0,6.4,320,40,10917.5
20240304_andalucia,andalucia,3,0,0,16.3,8500,45,203810.5
20240304_cataluna,cataluna,3,0,0,8.8,7700,75,313468.7
20240304_madrid,madrid,3,0,0,6.2,6700,55,310558.6
20240304_valenciana,valenciana,3,0,0,11.7,5100,60,162803.4
20240304_galicia,galicia,3,0,0,9.8,2700,35,81752.6
20240304_castilla_y_leon,castilla_y_leon,3,0,0,2.8,2380,30,103710.7
20240304_pais_vasco,pais_vasco,3,0,0,9.2,2200,80,96564.9
20240304_castilla_la_mancha,castilla_la_mancha,3,0,0,7.1,2050,25,62754.7
20240304_canarias,canarias,3,0,0,19.1,2170,20,38727.2
20240304_murcia,murcia,3,0,0,11.9,1550,40,39422.6
20240304_aragon,aragon,3,0,0,8.3,1330,40,46113.5
20240304_baleares,baleares,3,0,0,13.7,1200,15,24560.3
20240304_extremadura,extremadura,3,0,0,13.0,1060,20,20411.4
20240304_asturias,asturias,3,0,0,8.3,1010,45,34374.1
20240304_navarra,navarra,3,0,0,5.0,660,55,30239.3
20240304_cantabria,cantabria,3,0,0,9.8,580,35,15929.6
20240304_la_rioja,la_rioja,3,0,0,7.1,320,40,11730.7
20240305_andalucia,andalucia,3,0,0,13.3,8500,45,226243.9
20240305_cataluna,cataluna,3,0,0,10.8,7700,75,280069.2
20240305_madrid,madrid,3,0,0,10.6,6700,55,220585.8
20240305_valenciana,valenciana,3,0,0,9.7,5100,60,174125.8
20240305_galicia,galicia,3,0,0,7.5,2700,35,92378.6
20240305_castilla_y_leon,castilla_y_leon,3,0,0,4.0,2380,30,98190.0
20240305_pais_vasco,pais_vasco,3,0,0,11.7,2200,80,81822.9
20240305_castilla_la_mancha,castilla_la_mancha,3,0,0,7.8,2050,25,59341.2
20240305_canarias,canarias,3,0,0,16.8,2170,20,40300.2
20240305_murcia,murcia,3,0,0,13.0,1550,40,35618.8
20240305_aragon,aragon,3,0,0,6.4,1330,40,51403.0
20240305_baleares,baleares,3,0,0,12.6,1200,15,23287.4
20240305_extremadura,extremadura,3,0,0,8.4,1060,20,29135.3
20240305_asturias,asturias,3,0,0,9.5,1010,45,33574.6
20240305_navarra,navarra,3,0,0,7.8,660,55,25573.5
20240305_cantabria,cantabria,3,0,0,9.6,580,35,17481.2
20240305_la_rioja,la_rioja,3,0,0,7.7,320,40,11036.8
20240306_andalucia,andalucia,3,0,0,13.9,8500,45,226105.4
20240306_cataluna,cataluna,3,0,0,11.9,7700,75,292747.5
20240306_madrid,madrid,3,0,0,6.6,6700,55,288394.3
20240306_valenciana,valenciana,3,0,0,12.4,5100,60,154621.9
20240306_galicia,galicia,3,0,0,9.1,2700,35,76577.5
20240306_castilla_y_leon,castilla_y_leon,3,0,0,4.4,2380,30,93636.6
20240306_pais_vasco,pais_vasco,3,0,0,9.1,2200,80,90127.0
20240306_castilla_la_mancha,castilla_la_mancha,3,0,0,5.4,2050,25,74998.6
20240306_canarias,canarias,3,0,0,18.5,2170,20,41143.2
20240306_murcia,murcia,3,0,0,15.9,1550,40,35686.7
20240306_aragon,aragon,3,0,0,7.5,1330,40,45031.3
20240306_baleares,baleares,3,0,0,11.2,1200,15,28383.4
20240306_extremadura,extremadura,3,0,0,8.0,1060,20,28696.8
20240306_asturias,asturias,3,0,0,9.4,1010,45,32666.9
20240306_navarra,navarra,3,0,0,5.2,660,55,31024.6
20240306_cantabria,cantabria,3,0,0,12.0,580,35,14157.9
20240306_la_rioja,la_rioja,3,0,0,5.0,320,40,14388.7
20240307_andalucia,andalucia,3,0,0,13.6,8500,45,211400.1
20240307_cataluna,cataluna,3,0,0,8.0,7700,75,332395.4
20240307_madrid,madrid,3,0,0,7.9,6700,55,278560.6
20240307_valenciana,valenciana,3,0,0,11.0,5100,60,167126.2
20240307_galicia,galicia,3,0,0,11.0,2700,35,64629.3
20240307_castilla_y_leon,castilla_y_leon,3,0,0,5.9,2380,30,82336.4
20240307_pais_vasco,pais_vasco,3,0,0,9.6,2200,80,92183.2
20240307_castilla_la_mancha,castilla_la_mancha,3,0,0,8.6,2050,25,60434.2
20240307_canarias,canarias,3,0,0,15.0,2170,20,40307.1
20240307_murcia,murcia,3,0,0,13.2,1550,40,38405.0
20240307_aragon,aragon,3,0,0,7.6,1330,40,48979.7
20240307_baleares,baleares,3,0,0,14.0,1200,15,22562.9
20240307_extremadura,extremadura,3,0,0,6.8,1060,20,32109.6
20240307_asturias,asturias,3,0,0,10.1,1010,45,29651.5
20240307_navarra,navarra,3,0,0,7.4,660,55,27904.6
20240307_cantabria,cantabria,3,0,0,10.5,580,35,13799.5
20240307_la_rioja,la_rioja,3,0,0,5.3,320,40,14765.0
20240308_andalucia,andalucia,3,0,0,12.2,8500,45,210811.7
20240308_cataluna,cataluna,3,0,0,12.0,7700,75,265816.1
20240308_madrid,madrid,3,0,0,9.6,6700,55,235847.5
20240308_valenciana,valenciana,3,0,0,13.2,5100,60,151764.7
20240308_galicia,galicia,3,0,0,11.1,2700,35,81063.2
20240308_castilla_y_leon,castilla_y_leon,3,0,0,5.9,2380,30,80394.2
20240308_pais_vasco,pais_vasco,3,0,0,9.8,2200,80,94787.6
20240308_castilla_la_mancha,castilla_la_mancha,3,0,0,8.9,2050,25,56316.7
20240308_canarias,canarias,3,0,0,20.0,2170,20,42723.2
20240308_murcia,murcia,3,0,0,16.7,1550,40,33438.4
20240308_aragon,aragon,3,0,0,6.4,1330,40,50728.9
20240308_baleares,baleares,3,0,0,12.5,1200,15,23324.2
20240308_extremadura,extremadura,3,0,0,5.7,1060,20,34951.5
20240308_asturias,asturias,3,0,0,10.1,1010,45,30533.5
20240308_navarra,navarra,3,0,0,9.4,660,55,23276.3
20240308_cantabria,cantabria,3,0,0,12.2,580,35,14756.5
20240308_la_rioja,la_rioja,3,0,0,8.3,320,40,10897.7
20240309_andalucia,andalucia,3,1,0,15.0,8500,45,186148.2
20240309_cataluna,cataluna,3,1,0,11.1,7700,75,256725.3
20240309_madrid,madrid,3,1,0,7.8,6700,55,242062.3
20240309_valenciana,valenciana,3,1,0,15.8,5100,60,120706.8
20240309_galicia,galicia,3,1,0,10.8,2700,35,70668.6
20240309_castilla_y_leon,castilla_y_leon,3,1,0,6.3,2380,30,76186.0
20240309_pais_vasco,pais_vasco,3,1,0,6.0,2200,80,108664.7
20240309_castilla_la_mancha,castilla_la_mancha,3,1,0,4.3,2050,25,78026.3
20240309_canarias,canarias,3,1,0,18.6,2170,20,37854.4
20240309_murcia,murcia,3,1,0,11.9,1550,40,34417.1
20240309_aragon,aragon,3,1,0,7.6,1330,40,42359.4
20240309_baleares,baleares,3,1,0,12.6,1200,15,21933.9
20240309_extremadura,extremadura,3,1,0,13.6,1060,20,20256.4
20240309_asturias,asturias,3,1,0,11.2,1010,45,27560.7
20240309_navarra,navarra,3,1,0,8.9,660,55,21466.6
20240309_cantabria,cantabria,3,1,0,7.6,580,35,17481.9
20240309_la_rioja,la_rioja,3,1,0,8.4,320,40,9143.7
20240310_andalucia,andalucia,3,1,0,13.0,8500,45,194621.3
20240310_cataluna,cataluna,3,1,0,12.6,7700,75,240337.4
20240310_madrid,madrid,3,1,0,9.3,6700,55,221015.5
20240310_valenciana,valenciana,3,1,0,12.8,5100,60,138597.6
20240310_galicia,galicia,3,1,0,8.6,2700,35,68647.7
20240310_castilla_y_leon,castilla_y_leon,3,1,0,5.1,2380,30,84807.0
20240310_pais_vasco,pais_vasco,3,1,0,11.1,2200,80,80500.7
20240310_castilla_la_mancha,castilla_la_mancha,3,1,0,9.8,2050,25,46618.7
20240310_canarias,canarias,3,1,0,18.0,2170,20,36801.0
20240310_murcia,murcia,3,1,0,16.9,1550,40,33571.5
20240310_aragon,aragon,3,1,0,8.9,1330,40,37851.0
20240310_baleares,baleares,3,1,0,12.2,1200,15,23265.4
20240310_extremadura,extremadura,3,1,0,8.3,1060,20,26282.0
20240310_asturias,asturias,3,1,0,9.6,1010,45,31571.3
20240310_navarra,navarra,3,1,0,6.4,660,55,22829.1
20240310_cantabria,cantabria,3,1,0,11.3,580,35,13365.9
20240310_la_rioja,la_rioja,3,1,0,7.5,320,40,10219.6
20240311_andalucia,andalucia,3,0,0,13.0,8500,45,232991.6
20240311_cataluna,cataluna,3,0,0,8.5,7700,75,323708.3
20240311_madrid,madrid,3,0,0,9.5,6700,55,227879.3
20240311_valenciana,valenciana,3,0,0,10.7,5100,60,177416.1
20240311_galicia,galicia,3,0,0,11.9,2700,35,68812.6
20240311_castilla_y_leon,castilla_y_leon,3,0,0,2.3,2380,30,118199.8
20240311_pais_vasco,pais_vasco,3,0,0,7.2,2200,80,109386.9
20240311_castilla_la_mancha,castilla_la_mancha,3,0,0,6.5,2050,25,64743.2
20240311_canarias,canarias,3,0,0,17.9,2170,20,39558.1
20240311_murcia,murcia,3,0,0,12.5,1550,40,41251.0
20240311_aragon,aragon,3,0,0,6.9,1330,40,52071.0
20240311_baleares,baleares,3,0,0,13.9,1200,15,22089.8
20240311_extremadura,extremadura,3,0,0,8.8,1060,20,26327.7
20240311_asturias,asturias,3,0,0,10.3,1010,45,30512.3
20240311_navarra,navarra,3,0,0,3.8,660,55,34041.5
20240311_cantabria,cantabria,3,0,0,9.4,580,35,18773.0
20240311_la_rioja,la_rioja,3,0,0,5.2,320,40,12567.9
20240312_andalucia,andalucia,3,0,0,15.0,8500,45,220616.5
20240312_cataluna,cataluna,3,0,0,9.7,7700,75,296118.4
20240312_madrid,madrid,3,0,0,9.5,6700,55,208415.3
20240312_valenciana,valenciana,3,0,0,10.4,5100,60,171754.8
20240312_galicia,galicia,3,0,0,12.6,2700,35,65091.6
20240312_castilla_y_leon,castilla_y_leon,3,0,0,5.3,2380,30,96482.0
20240312_pais_vasco,pais_vasco,3,0,0,12.6,2200,80,74048.2
20240312_castilla_la_mancha,castilla_la_mancha,3,0,0,7.9,2050,25,68034.0
20240312_canarias,canarias,3,0,0,16.4,2170,20,42600.3
20240312_murcia,murcia,3,0,0,12.1,1550,40,41145.0
20240312_aragon,aragon,3,0,0,7.3,1330,40,45797.4
20240312_baleares,baleares,3,0,0,12.2,1200,15,25118.0
20240312_extremadura,extremadura,3,0,0,11.5,1060,20,23807.0
20240312_asturias,asturias,3,0,0,10.0,1010,45,32436.8
20240312_navarra,navarra,3,0,0,5.9,660,55,31066.4
20240312_cantabria,cantabria,3,0,0,11.9,580,35,16939.9
20240312_la_rioja,la_rioja,3,0,0,7.2,320,40,11404.8
20240313_andalucia,andalucia,3,0,0,14.7,8500,45,217219.7
20240313_cataluna,cataluna,3,0,0,10.1,7700,75,291495.3
20240313_madrid,madrid,3,0,0,9.6,6700,55,223956.6
20240313_valenciana,valenciana,3,0,0,12.6,5100,60,154583.8
20240313_galicia,galicia,3,0,0,11.9,2700,35,66991.3
20240313_castilla_y_leon,castilla_y_leon,3,0,0,2.7,2380,30,100185.8
20240313_pais_vasco,pais_vasco,3,0,0,7.9,2200,80,95505.8
20240313_castilla_la_mancha,castilla_la_mancha,3,0,0,7.8,2050,25,58670.7
20240313_canarias,canarias,3,0,0,17.6,2170,20,38434.5
20240313_murcia,murcia,3,0,0,13.0,1550,40,41710.1
20240313_aragon,aragon,3,0,0,8.7,1330,40,43489.4
20240313_baleares,baleares,3,0,0,13.1,1200,15,23238.6
20240313_extremadura,extremadura,3,0,0,10.8,1060,20,25856.9
20240313_asturias,asturias,3,0,0,8.7,1010,45,34440.7
20240313_navarra,navarra,3,0,0,4.5,660,55,33430.9
20240313_cantabria,cantabria,3,0,0,11.9,580,35,14672.1
20240313_la_rioja,la_rioja,3,0,0,10.4,320,40,8958.5
20240314_andalucia,andalucia,3,0,0,14.1,8500,45,213149.7
20240314_cataluna,cataluna,3,0,0,10.9,7700,75,282414.0
20240314_madrid,madrid,3,0,0,9.1,6700,55,251116.9
20240314_valenciana,valenciana,3,0,0,15.2,5100,60,138207.8
20240314_galicia,galicia,3,0,0,11.7,2700,35,67317.1
20240314_castilla_y_leon,castilla_y_leon,3,0,0,6.5,2380,30,80125.9
20240314_pais_vasco,pais_vasco,3,0,0,11.3,2200,80,91072.4
20240314_castilla_la_mancha,castilla_la_mancha,3,0,0,8.0,2050,25,54989.8
20240314_canarias,canarias,3,0,0,17.9,2170,20,42458.4
20240314_murcia,murcia,3,0,0,14.6,1550,40,37104.5
20240314_aragon,aragon,3,0,0,9.4,1330,40,42621.0
20240314_baleares,baleares,3,0,0,15.5,1200,15,22668.2
20240314_extremadura,extremadura,3,0,0,12.6,1060,20,23048.7
20240314_asturias,asturias,3,0,0,11.4,1010,45,28588.8
20240314_navarra,navarra,3,0,0,6.6,660,55,30760.9
20240314_cantabria,cantabria,3,0,0,11.2,580,35,16123.3
20240314_la_rioja,la_rioja,3,0,0,8.2,320,40,10568.4
20240315_andalucia,andalucia,3,0,0,13.9,8500,45,230893.9
20240315_cataluna,cataluna,3,0,0,11.9,7700,75,245300.2
20240315_madrid,madrid,3,0,0,8.8,6700,55,268543.2
20240315_valenciana,valenciana,3,0,0,13.1,5100,60,137144.6
20240315_galicia,galicia,3,0,0,13.3,2700,35,66468.8
20240315_castilla_y_leon,castilla_y_leon,3,0,0,5.5,2380,30,88052.5
20240315_pais_vasco,pais_vasco,3,0,0,11.4,2200,80,78938.7
20240315_castilla_la_mancha,castilla_la_mancha,3,0,0,10.0,2050,25,55216.5
20240315_canarias,canarias,3,0,0,19.0,2170,20,40453.3
20240315_murcia,murcia,3,0,0,13.7,1550,40,40013.7
20240315_aragon,aragon,3,0,0,6.9,1330,40,45652.0
20240315_baleares,baleares,3,0,0,14.8,1200,15,22848.1
20240315_extremadura,extremadura,3,0,0,11.3,1060,20,24835.4
20240315_asturias,asturias,3,0,0,9.7,1010,45,33456.2
20240315_navarra,navarra,3,0,0,7.6,660,55,25790.9
20240315_cantabria,cantabria,3,0,0,10.5,580,35,17849.6
20240315_la_rioja,la_rioja,3,0,0,5.7,320,40,13342.0
20240316_andalucia,andalucia,3,1,0,11.7,8500,45,214924.9
20240316_cataluna,cataluna,3,1,0,10.7,7700,75,233411.2
20240316_madrid,madrid,3,1,0,9.8,6700,55,202739.8
20240316_valenciana,valenciana,3,1,0,10.6,5100,60,162108.6
20240316_galicia,galicia,3,1,0,12.8,2700,35,63982.4
20240316_castilla_y_leon,castilla_y_leon,3,1,0,6.3,2380,30,76530.2
20240316_pais_vasco,pais_vasco,3,1,0,11.9,2200,80,77394.6
20240316_castilla_la_mancha,castilla_la_mancha,3,1,0,10.1,2050,25,45716.0
20240316_canarias,canarias,3,1,0,19.0,2170,20,36943.5
20240316_murcia,murcia,3,1,0,11.5,1550,40,39099.7
20240316_aragon,aragon,3,1,0,11.5,1330,40,33896.0
20240316_baleares,baleares,3,1,0,16.1,1200,15,19403.1
20240316_extremadura,extremadura,3,1,0,10.7,1060,20,23177.7
20240316_asturias,asturias,3,1,0,9.1,1010,45,28743.0
20240316_navarra,navarra,3,1,0,9.5,660,55,22199.3
20240316_cantabria,cantabria,3,1,0,9.6,580,35,16132.1
20240316_la_rioja,la_rioja,3,1,0,8.1,320,40,9972.7
20240317_andalucia,andalucia,3,1,0,14.8,8500,45,196557.4
20240317_cataluna,cataluna,3,1,0,11.5,7700,75,264112.7
20240317_madrid,madrid,3,1,0,9.9,6700,55,212537.3
20240317_valenciana,valenciana,3,1,0,12.5,5100,60,155244.1
20240317_galicia,galicia,3,1,0,11.5,2700,35,65922.9
20240317_castilla_y_leon,castilla_y_leon,3,1,0,3.7,2380,30,88798.8
20240317_pais_vasco,pais_vasco,3,1,0,11.9,2200,80,72265.2
20240317_castilla_la_mancha,castilla_la_mancha,3,1,0,6.0,2050,25,67337.1
20240317_canarias,canarias,3,1,0,18.0,2170,20,38554.7
20240317_murcia,murcia,3,1,0,14.0,1550,40,34012.4
20240317_aragon,aragon,3,1,0,10.1,1330,40,34165.9
20240317_baleares,baleares,3,1,0,12.7,1200,15,21510.8
20240317_extremadura,extremadura,3,1,0,12.1,1060,20,19579.7
20240317_asturias,asturias,3,1,0,8.0,1010,45,33957.5
20240317_navarra,navarra,3,1,0,7.1,660,55,24174.2
20240317_cantabria,cantabria,3,1,0,8.5,580,35,16056.3
20240317_la_rioja,la_rioja,3,1,0,8.4,320,40,10089.9
20240318_andalucia,andalucia,3,0,0,13.2,8500,45,240680.5
20240318_cataluna,cataluna,3,0,0,10.6,7700,75,279838.9
20240318_madrid,madrid,3,0,0,11.7,6700,55,206108.4
20240318_valenciana,valenciana,3,0,0,13.0,5100,60,149720.9
20240318_galicia,galicia,3,0,0,12.8,2700,35,70826.4
20240318_castilla_y_leon,castilla_y_leon,3,0,0,4.9,2380,30,93395.2
20240318_pais_vasco,pais_vasco,3,0,0,10.4,2200,80,82447.3
20240318_castilla_la_mancha,castilla_la_mancha,3,0,0,8.8,2050,25,58239.0
20240318_canarias,canarias,3,0,0,20.5,2170,20,43812.9
20240318_murcia,murcia,3,0,0,13.8,1550,40,37341.2
20240318_aragon,aragon,3,0,0,9.5,1330,40,40012.3
20240318_baleares,baleares,3,0,0,15.0,1200,15,21843.6
20240318_extremadura,extremadura,3,0,0,9.7,1060,20,25583.4
20240318_asturias,asturias,3,0,0,12.5,1010,45,27116.5
20240318_navarra,navarra,3,0,0,10.4,660,55,21290.6
20240318_cantabria,cantabria,3,0,0,11.6,580,35,17046.9
20240318_la_rioja,la_rioja,3,0,0,7.1,320,40,10699.5
20240319_andalucia,andalucia,3,0,0,16.2,8500,45,191997.5
20240319_cataluna,cataluna,3,0,0,11.6,7700,75,263850.3
20240319_madrid,madrid,3,0,0,10.1,6700,55,214586.8
20240319_valenciana,valenciana,3,0,0,13.6,5100,60,149816.3
20240319_galicia,galicia,3,0,0,9.6,2700,35,76885.1
20240319_castilla_y_leon,castilla_y_leon,3,0,0,5.8,2380,30,82025.2
20240319_pais_vasco,pais_vasco,3,0,0,9.7,2200,80,90654.7
20240319_castilla_la_mancha,castilla_la_mancha,3,0,0,8.5,2050,25,58704.4
20240319_canarias,canarias,3,0,0,18.9,2170,20,38799.1
20240319_murcia,murcia,3,0,0,15.3,1550,40,38390.4
20240319_aragon,aragon,3,0,0,8.1,1330,40,46554.3
20240319_baleares,baleares,3,0,0,14.0,1200,15,23203.3
20240319_extremadura,extremadura,3,0,0,13.4,1060,20,22291.3
20240319_asturias,asturias,3,0,0,8.0,1010,45,36987.8
20240319_navarra,navarra,3,0,0,9.9,660,55,22205.1
20240319_cantabria,cantabria,3,0,0,12.6,580,35,13790.8
20240319_la_rioja,la_rioja,3,0,0,6.6,320,40,12246.5
20240320_andalucia,andalucia,3,0,0,12.1,8500,45,231503.2
20240320_cataluna,cataluna,3,0,0,13.6,7700,75,223452.4
20240320_madrid,madrid,3,0,0,8.1,6700,55,244920.2
20240320_valenciana,valenciana,3,0,0,13.9,5100,60,142095.1
20240320_galicia,galicia,3,0,0,13.1,2700,35,68255.4
20240320_castilla_y_leon,castilla_y_leon,3,0,0,7.1,2380,30,80437.4
20240320_pais_vasco,pais_vasco,3,0,0,11.0,2200,80,79727.3
20240320_castilla_la_mancha,castilla_la_mancha,3,0,0,10.4,2050,25,49462.8
20240320_canarias,canarias,3,0,0,20.1,2170,20,43424.2
20240320_murcia,murcia,3,0,0,14.8,1550,40,36020.4
20240320_aragon,aragon,3,0,0,9.5,1330,40,35821.5
20240320_baleares,baleares,3,0,0,14.9,1200,15,21945.7
20240320_extremadura,extremadura,3,0,0,11.3,1060,20,25133.4
20240320_asturias,asturias,3,0,0,10.5,1010,45,28925.7
20240320_navarra,navarra,3,0,0,8.1,660,55,25434.9
20240320_cantabria,cantabria,3,0,0,11.5,580,35,15330.4
20240320_la_rioja,la_rioja,3,0,0,10.3,320,40,8919.2
20240321_andalucia,andalucia,3,0,0,14.9,8500,45,220539.1
20240321_cataluna,cataluna,3,0,0,9.5,7700,75,313347.3
20240321_madrid,madrid,3,0,0,9.3,6700,55,234002.4
20240321_valenciana,valenciana,3,0,0,12.9,5100,60,150525.1
20240321_galicia,galicia,3,0,0,13.8,2700,35,59171.4
20240321_castilla_y_leon,castilla_y_leon,3,0,0,4.9,2380,30,87751.8
20240321_pais_vasco,pais_vasco,3,0,0,13.0,2200,80,72952.3
20240321_castilla_la_mancha,castilla_la_mancha,3,0,0,9.3,2050,25,54956.5
20240321_canarias,canarias,3,0,0,17.7,2170,20,39472.1
20240321_murcia,murcia,3,0,0,18.1,1550,40,36878.0
20240321_aragon,aragon,3,0,0,7.9,1330,40,47669.6
20240321_baleares,baleares,3,0,0,13.4,1200,15,21402.8
20240321_extremadura,extremadura,3,0,0,13.0,1060,20,23507.5
20240321_asturias,asturias,3,0,0,12.1,1010,45,27134.8
20240321_navarra,navarra,3,0,0,8.3,660,55,26110.3
20240321_cantabria,cantabria,3,0,0,11.9,580,35,14521.6
20240321_la_rioja,la_rioja,3,0,0,6.7,320,40,12134.6
20240322_andalucia,andalucia,3,0,0,16.4,8500,45,188022.4
20240322_cataluna,cataluna,3,0,0,12.9,7700,75,257504.3
20240322_madrid,madrid,3,0,0,11.3,6700,55,218687.9
20240322_valenciana,valenciana,3,0,0,13.3,5100,60,137232.9
20240322_galicia,galicia,3,0,0,10.5,2700,35,78419.5
20240322_castilla_y_leon,castilla_y_leon,3,0,0,6.0,2380,30,83745.0
20240322_pais_vasco,pais_vasco,3,0,0,8.1,2200,80,110027.3
20240322_castilla_la_mancha,castilla_la_mancha,3,0,0,10.7,2050,25,53331.6
20240322_canarias,canarias,3,0,0,20.4,2170,20,42425.2
20240322_murcia,murcia,3,0,0,14.4,1550,40,36537.1
20240322_aragon,aragon,3,0,0,8.6,1330,40,49906.9
20240322_baleares,baleares,3,0,0,15.4,1200,15,21196.6
20240322_extremadura,extremadura,3,0,0,12.4,1060,20,21750.9
20240322_asturias,asturias,3,0,0,12.9,1010,45,25882.3
20240322_navarra,navarra,3,0,0,9.3,660,55,24614.9
20240322_cantabria,cantabria,3,0,0,12.0,580,35,14823.9
20240322_la_rioja,la_rioja,3,0,0,9.2,320,40,10127.3
20240323_andalucia,andalucia,3,1,0,14.2,8500,45,186991.7
20240323_cataluna,cataluna,3,1,0,14.3,7700,75,214089.7
20240323_madrid,madrid,3,1,0,9.3,6700,55,208375.6
20240323_valenciana,valenciana,3,1,0,15.9,5100,60,126326.0
20240323_galicia,galicia,3,1,0,12.1,2700,35,60593.2
20240323_castilla_y_leon,castilla_y_leon,3,1,0,7.7,2380,30,66636.1
20240323_pais_vasco,pais_vasco,3,1,0,10.4,2200,80,81547.0
20240323_castilla_la_mancha,castilla_la_mancha,3,1,0,10.9,2050,25,43323.8
20240323_canarias,canarias,3,1,0,17.9,2170,20,36124.0
20240323_murcia,murcia,3,1,0,17.3,1550,40,28207.5
20240323_aragon,aragon,3,1,0,9.8,1330,40,33988.9
20240323_baleares,baleares,3,1,0,13.9,1200,15,20230.4
20240323_extremadura,extremadura,3,1,0,11.3,1060,20,21290.8
20240323_asturias,asturias,3,1,0,10.9,1010,45,26217.0
20240323_navarra,navarra,3,1,0,6.7,660,55,26240.7
20240323_cantabria,cantabria,3,1,0,12.6,580,35,13419.8
20240323_la_rioja,la_rioja,3,1,0,7.1,320,40,10700.1
20240324_andalucia,andalucia,3,1,0,16.1,8500,45,171555.1
20240324_cataluna,cataluna,3,1,0,12.3,7700,75,233798.9
20240324_madrid,madrid,3,1,0,13.1,6700,55,187768.5
20240324_valenciana,valenciana,3,1,0,12.2,5100,60,160351.3
20240324_galicia,galicia,3,1,0,10.2,2700,35,72546.9
20240324_castilla_y_leon,castilla_y_leon,3,1,0,8.4,2380,30,62205.9
20240324_pais_vasco,pais_vasco,3,1,0,11.6,2200,80,71997.4
20240324_castilla_la_mancha,castilla_la_mancha,3,1,0,10.7,2050,25,46813.4
20240324_canarias,canarias,3,1,0,20.9,2170,20,37690.3
20240324_murcia,murcia,3,1,0,14.8,1550,40,34579.2
20240324_aragon,aragon,3,1,0,10.4,1330,40,36351.9
20240324_baleares,baleares,3,1,0,13.9,1200,15,19498.0
20240324_extremadura,extremadura,3,1,0,11.3,1060,20,21247.6
20240324_asturias,asturias,3,1,0,12.0,1010,45,26400.7
20240324_navarra,navarra,3,1,0,8.7,660,55,23534.8
20240324_cantabria,cantabria,3,1,0,13.5,580,35,12450.7
20240324_la_rioja,la_rioja,3,1,0,8.3,320,40,10499.6
20240325_andalucia,andalucia,3,0,0,15.2,8500,45,206549.7
20240325_cataluna,cataluna,3,0,0,12.0,7700,75,254731.8
20240325_madrid,madrid,3,0,0,8.7,6700,55,255878.4
20240325_valenciana,valenciana,3,0,0,13.5,5100,60,171378.4
20240325_galicia,galicia,3,0,0,10.0,2700,35,72782.8
20240325_castilla_y_leon,castilla_y_leon,3,0,0,8.0,2380,30,81099.6
20240325_pais_vasco,pais_vasco,3,0,0,11.1,2200,80,85179.3
20240325_castilla_la_mancha,castilla_la_mancha,3,0,0,7.5,2050,25,61689.4
20240325_canarias,canarias,3,0,0,17.7,2170,20,36323.8
20240325_murcia,murcia,3,0,0,15.3,1550,40,31985.1
20240325_aragon,aragon,3,0,0,7.9,1330,40,44901.9
20240325_baleares,baleares,3,0,0,13.8,1200,15,23400.9
20240325_extremadura,extremadura,3,0,0,12.7,1060,20,23584.3
20240325_asturias,asturias,3,0,0,12.1,1010,45,29511.1
20240325_navarra,navarra,3,0,0,9.1,660,55,24101.4
20240325_cantabria,cantabria,3,0,0,12.4,580,35,14530.6
20240325_la_rioja,la_rioja,3,0,0,9.0,320,40,10069.4
20240326_andalucia,andalucia,3,0,0,14.3,8500,45,216226.7
20240326_cataluna,cataluna,3,0,0,12.5,7700,75,251066.7
20240326_madrid,madrid,3,0,0,10.0,6700,55,213798.3
20240326_valenciana,valenciana,3,0,0,16.1,5100,60,135615.8
20240326_galicia,galicia,3,0,0,10.4,2700,35,78649.5
20240326_castilla_y_leon,castilla_y_leon,3,0,0,6.6,2380,30,77082.6
20240326_pais_vasco,pais_vasco,3,0,0,12.5,2200,80,74273.6
20240326_castilla_la_mancha,castilla_la_mancha,3,0,0,9.7,2050,25,54935.5
20240326_canarias,canarias,3,0,0,20.9,2170,20,41809.4
20240326_murcia,murcia,3,0,0,13.6,1550,40,39139.7
20240326_aragon,aragon,3,0,0,9.2,1330,40,46170.5
20240326_baleares,baleares,3,0,0,15.1,1200,15,19587.6
20240326_extremadura,extremadura,3,0,0,12.9,1060,20,24558.6
20240326_asturias,asturias,3,0,0,13.3,1010,45,28694.2
20240326_navarra,navarra,3,0,0,7.8,660,55,27155.8
20240326_cantabria,cantabria,3,0,0,10.8,580,35,16034.8
20240326_la_rioja,la_rioja,3,0,0,8.0,320,40,10684.4
20240327_andalucia,andalucia,3,0,0,14.6,8500,45,218680.2
20240327_cataluna,cataluna,3,0,0,13.8,7700,75,246461.1
