session_id,session_start_hour,initial_soc_pct,charger_type,vehicle_battery_kwh,station_region,is_weekend,energy_charged_kwh
LZ-EV-002479,14,37.2,fast_22kw,32.8,valencia,0,19.52
LZ-EV-002480,17,49.6,slow_7kw,57.7,barcelona,0,25.45
LZ-EV-002481,20,71.7,slow_7kw,55.1,valencia,0,13.02
LZ-EV-002482,19,37.8,fast_22kw,65.9,valencia,1,36.01
LZ-EV-002483,1,50.7,slow_7kw,70.8,madrid,0,31.14
LZ-EV-002484,15,55.7,slow_7kw,55.4,barcelona,0,22.12
LZ-EV-002485,15,50.5,fast_22kw,43.6,sevilla,0,18.87
LZ-EV-002486,9,39.5,slow_7kw,71.8,valencia,0,24.82
LZ-EV-002487,21,50.7,ultra_150kw,63.3,zaragoza,0,30.17
LZ-EV-002488,6,29.1,slow_7kw,77.9,barcelona,0,35.9
LZ-EV-002489,3,47.4,fast_22kw,71.3,barcelona,0,36.26
LZ-EV-002490,14,38.7,slow_7kw,68.0,barcelona,0,25.19
LZ-EV-002491,13,2.4,ultra_150kw,48.6,zaragoza,1,46.16
LZ-EV-002492,14,43.5,ultra_150kw,56.0,sevilla,0,29.55
LZ-EV-002493,15,42.0,slow_7kw,98.1,murcia,0,50.26
LZ-EV-002494,12,54.7,slow_7kw,67.4,zaragoza,0,28.91
LZ-EV-002495,9,44.8,slow_7kw,60.0,sevilla,0,30.25
LZ-EV-002496,16,46.7,slow_7kw,72.1,madrid,0,35.48
LZ-EV-002497,18,43.2,fast_22kw,50.5,madrid,1,26.28
LZ-EV-002498,18,25.9,slow_7kw,71.9,madrid,0,27.08
LZ-EV-002499,10,30.4,fast_22kw,77.5,zaragoza,1,44.65
LZ-EV-002500,23,48.8,slow_7kw,63.0,sevilla,1,29.35
LZ-EV-002501,3,43.0,fast_22kw,48.8,murcia,1,23.37
LZ-EV-002502,8,72.8,ultra_150kw,56.4,malaga,1,15.3
LZ-EV-002503,4,30.0,slow_7kw,76.6,malaga,0,27.44
LZ-EV-002504,17,35.2,slow_7kw,68.0,barcelona,0,40.75
LZ-EV-002505,19,39.5,fast_22kw,49.8,sevilla,1,29.63
LZ-EV-002506,16,20.1,fast_22kw,33.1,bilbao,1,21.83
LZ-EV-002507,10,34.8,slow_7kw,43.2,zaragoza,0,27.51
LZ-EV-002508,23,43.8,slow_7kw,88.1,barcelona,0,47.4
LZ-EV-002509,19,34.6,slow_7kw,84.1,sevilla,0,39.49
LZ-EV-002510,10,20.4,rapid_50kw,45.4,malaga,0,34.67
LZ-EV-002511,14,2.0,slow_7kw,70.9,valencia,0,16.85
LZ-EV-002512,11,37.4,slow_7kw,80.9,sevilla,0,44.13
LZ-EV-002513,18,36.6,ultra_150kw,68.1,sevilla,0,36.35
LZ-EV-002514,21,38.5,slow_7kw,74.4,malaga,1,35.51
LZ-EV-002515,7,60.4,rapid_50kw,89.0,barcelona,1,32.58
LZ-EV-002516,3,9.2,slow_7kw,54.0,malaga,1,30.4
LZ-EV-002517,9,47.0,rapid_50kw,70.0,zaragoza,0,29.29
LZ-EV-002518,9,57.0,rapid_50kw,35.0,madrid,0,13.55
LZ-EV-002519,15,3.3,rapid_50kw,45.3,sevilla,1,19.23
LZ-EV-002520,3,35.7,rapid_50kw,38.0,valencia,0,23.72
LZ-EV-002521,8,32.6,slow_7kw,83.7,murcia,1,47.33
LZ-EV-002522,10,39.1,ultra_150kw,69.9,malaga,0,14.6
LZ-EV-002523,16,65.8,ultra_150kw,68.6,murcia,0,15.88
LZ-EV-002524,7,23.3,rapid_50kw,72.7,bilbao,0,25.33
LZ-EV-002525,13,36.2,slow_7kw,82.1,zaragoza,0,32.92
LZ-EV-002526,2,68.6,fast_22kw,45.7,malaga,1,15.18
LZ-EV-002527,8,18.5,rapid_50kw,80.8,madrid,0,49.01
LZ-EV-002528,19,56.4,fast_22kw,66.7,madrid,0,29.67
LZ-EV-002529,9,36.1,slow_7kw,71.3,murcia,0,41.86
LZ-EV-002530,2,39.7,slow_7kw,45.4,barcelona,0,28.01
LZ-EV-002531,15,62.5,slow_7kw,43.9,zaragoza,0,14.78
LZ-EV-002532,22,17.5,ultra_150kw,63.2,sevilla,0,48.13
LZ-EV-002533,3,63.4,slow_7kw,61.1,valencia,0,20.18
LZ-EV-002534,11,36.2,fast_22kw,54.0,valencia,0,26.98
LZ-EV-002535,3,30.5,rapid_50kw,60.3,murcia,1,21.27
LZ-EV-002536,13,2.0,ultra_150kw,63.4,malaga,0,54.25
LZ-EV-002537,18,28.5,fast_22kw,47.0,murcia,1,28.08
LZ-EV-002538,1,26.1,rapid_50kw,40.7,valencia,1,18.9
LZ-EV-002539,7,2.0,ultra_150kw,79.3,zaragoza,1,17.64
LZ-EV-002540,2,28.2,fast_22kw,84.8,valencia,0,24.8
LZ-EV-002541,21,2.0,slow_7kw,52.6,madrid,0,42.87
LZ-EV-002542,8,79.6,fast_22kw,53.2,malaga,0,10.71
LZ-EV-002543,19,42.5,fast_22kw,48.2,valencia,1,25.85
LZ-EV-002544,2,33.9,fast_22kw,66.7,madrid,1,42.02
LZ-EV-002545,2,58.2,slow_7kw,89.8,bilbao,0,32.66
LZ-EV-002546,3,38.7,slow_7kw,66.4,bilbao,0,20.74
LZ-EV-002547,10,71.3,slow_7kw,56.5,valencia,0,15.5
LZ-EV-002548,21,36.0,fast_22kw,77.5,bilbao,1,39.18
LZ-EV-002549,5,56.3,rapid_50kw,50.3,valencia,1,19.84
LZ-EV-002550,7,51.5,slow_7kw,57.1,valencia,0,22.52
LZ-EV-002551,5,20.6,fast_22kw,75.8,valencia,0,27.04
LZ-EV-002552,0,29.1,slow_7kw,51.8,murcia,1,32.97
LZ-EV-002553,19,46.3,rapid_50kw,56.9,sevilla,0,27.45
LZ-EV-002554,7,79.3,slow_7kw,60.3,murcia,1,12.07
LZ-EV-002555,17,31.0,slow_7kw,78.1,barcelona,0,40.5
LZ-EV-002556,9,29.2,rapid_50kw,83.4,bilbao,0,27.58
LZ-EV-002557,12,37.0,rapid_50kw,56.7,zaragoza,0,29.39
LZ-EV-002558,0,74.4,slow_7kw,72.9,barcelona,0,19.38
LZ-EV-002559,1,51.2,rapid_50kw,62.4,madrid,0,29.96
LZ-EV-002560,19,29.1,rapid_50kw,68.6,sevilla,1,30.53
LZ-EV-002561,21,52.9,fast_22kw,101.2,barcelona,0,46.91
LZ-EV-002562,1,62.6,fast_22kw,34.9,valencia,0,11.75
LZ-EV-002563,21,59.1,fast_22kw,76.9,barcelona,0,28.18
LZ-EV-002564,15,82.0,slow_7kw,78.8,malaga,0,12.8
LZ-EV-002565,7,37.6,fast_22kw,63.8,madrid,0,32.77
LZ-EV-002566,14,29.2,slow_7kw,74.8,murcia,0,40.76
LZ-EV-002567,1,73.6,rapid_50kw,48.3,madrid,1,12.58
LZ-EV-002568,12,39.2,slow_7kw,48.3,barcelona,0,27.05
LZ-EV-002569,23,30.1,fast_22kw,66.0,barcelona,1,21.13
LZ-EV-002570,3,2.0,slow_7kw,71.3,madrid,0,66.84
LZ-EV-002571,2,11.5,rapid_50kw,60.2,madrid,0,37.57
LZ-EV-002572,14,21.7,ultra_150kw,76.8,bilbao,1,35.95
LZ-EV-002573,21,29.0,rapid_50kw,54.5,madrid,0,30.58
LZ-EV-002574,13,36.0,slow_7kw,83.9,barcelona,1,40.58
LZ-EV-002575,9,6.4,slow_7kw,28.3,bilbao,0,24.97
LZ-EV-002576,1,42.5,slow_7kw,59.7,barcelona,0,33.58
LZ-EV-002577,0,61.6,ultra_150kw,58.3,barcelona,0,20.87
LZ-EV-002578,18,90.0,slow_7kw,87.6,valencia,0,7.87
LZ-EV-002579,9,54.5,slow_7kw,53.6,barcelona,1,23.98
LZ-EV-002580,17,38.9,slow_7kw,50.1,bilbao,0,29.8
LZ-EV-002581,13,19.9,fast_22kw,47.1,barcelona,0,34.89
LZ-EV-002582,15,2.0,slow_7kw,48.3,zaragoza,0,40.23
LZ-EV-002583,0,18.9,fast_22kw,52.2,zaragoza,0,25.77
LZ-EV-002584,8,48.9,ultra_150kw,46.3,barcelona,0,23.57
LZ-EV-002585,4,54.5,fast_22kw,65.7,bilbao,0,25.42
LZ-EV-002586,12,39.9,slow_7kw,56.6,sevilla,1,32.36
LZ-EV-002587,9,29.3,slow_7kw,76.0,sevilla,1,45.17
LZ-EV-002588,10,57.6,fast_22kw,48.1,valencia,1,22.94
LZ-EV-002589,9,49.2,rapid_50kw,60.8,sevilla,0,27.46
LZ-EV-002590,7,20.2,rapid_50kw,66.1,murcia,0,37.87
LZ-EV-002591,14,43.0,slow_7kw,81.8,zaragoza,0,28.98
LZ-EV-002592,21,2.0,rapid_50kw,68.7,valencia,0,30.45
LZ-EV-002593,16,27.4,slow_7kw,34.3,valencia,0,23.73
LZ-EV-002594,11,44.0,fast_22kw,58.2,malaga,0,28.18
LZ-EV-002595,7,88.4,fast_22kw,57.6,zaragoza,0,6.64
LZ-EV-002596,0,44.6,slow_7kw,60.9,madrid,0,33.19
LZ-EV-002597,8,9.2,rapid_50kw,37.2,sevilla,1,26.83
LZ-EV-002598,12,29.7,fast_22kw,71.5,bilbao,0,48.4
LZ-EV-002599,0,62.2,fast_22kw,51.4,murcia,0,17.57
LZ-EV-002600,16,66.9,slow_7kw,48.8,valencia,1,15.04
LZ-EV-002601,5,10.9,fast_22kw,91.2,malaga,0,58.46
LZ-EV-002602,5,33.8,fast_22kw,51.4,sevilla,0,31.68
LZ-EV-002603,22,29.3,fast_22kw,57.4,bilbao,0,37.5
LZ-EV-002604,14,26.2,slow_7kw,102.9,sevilla,1,74.64
LZ-EV-002605,23,14.6,fast_22kw,30.6,malaga,0,22.2
LZ-EV-002606,19,29.7,slow_7kw,76.1,barcelona,0,50.28
LZ-EV-002607,12,20.2,fast_22kw,78.5,madrid,1,36.04
LZ-EV-002608,22,47.9,fast_22kw,49.1,sevilla,1,26.44
LZ-EV-002609,3,34.8,fast_22kw,58.0,barcelona,0,33.53
LZ-EV-002610,9,33.2,slow_7kw,85.4,murcia,0,24.03
LZ-EV-002611,4,21.5,ultra_150kw,34.8,madrid,0,27.63
LZ-EV-002612,15,36.7,ultra_150kw,61.5,zaragoza,1,37.86
LZ-EV-002613,0,46.5,ultra_150kw,70.8,malaga,0,37.87
LZ-EV-002614,6,45.3,slow_7kw,86.9,zaragoza,0,21.53
LZ-EV-002615,21,4.3,slow_7kw,58.2,sevilla,0,48.24
LZ-EV-002616,2,25.3,slow_7kw,91.8,sevilla,0,37.46
LZ-EV-002617,16,22.2,slow_7kw,48.5,sevilla,1,36.18
LZ-EV-002618,7,47.0,slow_7kw,73.9,murcia,0,37.41
LZ-EV-002619,4,62.7,fast_22kw,58.5,sevilla,0,16.67
LZ-EV-002620,3,9.7,rapid_50kw,58.5,murcia,0,29.6
LZ-EV-002621,12,38.7,rapid_50kw,63.5,madrid,0,23.26
LZ-EV-002622,15,28.8,rapid_50kw,64.7,valencia,0,38.44
LZ-EV-002623,20,41.7,ultra_150kw,66.0,barcelona,0,33.99
LZ-EV-002624,11,48.6,ultra_150kw,44.4,malaga,0,20.17
LZ-EV-002625,6,21.4,rapid_50kw,68.7,madrid,0,33.83
LZ-EV-002626,5,52.6,slow_7kw,88.3,zaragoza,1,39.78
LZ-EV-002627,5,32.4,slow_7kw,60.5,murcia,1,36.17
LZ-EV-002628,21,23.9,fast_22kw,41.5,murcia,0,28.62
LZ-EV-002629,9,12.3,fast_22kw,67.8,zaragoza,0,52.18
LZ-EV-002630,9,19.3,fast_22kw,65.1,barcelona,0,31.6
LZ-EV-002631,5,36.6,fast_22kw,58.8,valencia,0,34.02
LZ-EV-002632,2,37.9,slow_7kw,28.0,barcelona,0,16.19
LZ-EV-002633,2,57.8,slow_7kw,34.3,malaga,0,13.86
LZ-EV-002634,7,65.0,fast_22kw,37.4,sevilla,0,11.74
LZ-EV-002635,7,24.0,fast_22kw,57.4,madrid,1,41.1
LZ-EV-002636,3,40.2,slow_7kw,84.9,valencia,1,33.08
LZ-EV-002637,21,2.0,fast_22kw,66.7,zaragoza,0,36.14
LZ-EV-002638,2,11.2,fast_22kw,74.4,sevilla,0,54.81
LZ-EV-002639,4,68.1,rapid_50kw,83.8,murcia,0,25.53
LZ-EV-002640,2,22.8,slow_7kw,77.1,sevilla,0,51.73
LZ-EV-002641,22,63.1,slow_7kw,28.0,zaragoza,1,8.11
LZ-EV-002642,3,31.2,slow_7kw,62.5,madrid,1,40.49
LZ-EV-002643,18,50.1,fast_22kw,56.3,malaga,0,25.7
LZ-EV-002644,20,34.8,rapid_50kw,60.0,malaga,1,23.5
LZ-EV-002645,15,51.4,slow_7kw,56.7,valencia,0,26.02
LZ-EV-002646,10,29.1,rapid_50kw,42.1,malaga,0,19.77
LZ-EV-002647,23,68.5,rapid_50kw,95.8,murcia,0,30.05
LZ-EV-002648,20,35.1,slow_7kw,59.1,bilbao,0,31.12
LZ-EV-002649,16,41.4,rapid_50kw,69.0,murcia,0,16.86
LZ-EV-002650,1,51.1,slow_7kw,81.6,valencia,1,33.21
LZ-EV-002651,4,32.4,fast_22kw,74.2,zaragoza,0,44.25
LZ-EV-002652,23,25.7,slow_7kw,44.7,zaragoza,0,29.99
LZ-EV-002653,19,43.9,fast_22kw,52.4,valencia,1,28.66
LZ-EV-002654,13,41.6,fast_22kw,71.5,bilbao,0,24.35
LZ-EV-002655,22,18.6,slow_7kw,80.4,malaga,1,56.0
LZ-EV-002656,1,69.1,slow_7kw,67.0,murcia,0,20.57
LZ-EV-002657,16,57.6,slow_7kw,79.7,barcelona,0,29.6
LZ-EV-002658,15,26.8,fast_22kw,50.2,murcia,0,31.18
LZ-EV-002659,12,41.6,fast_22kw,57.3,bilbao,0,32.07
LZ-EV-002660,22,23.4,ultra_150kw,55.2,sevilla,0,32.68
LZ-EV-002661,5,2.0,slow_7kw,52.9,barcelona,1,46.31
LZ-EV-002662,10,59.4,rapid_50kw,56.4,zaragoza,0,16.02
LZ-EV-002663,13,40.3,fast_22kw,75.9,zaragoza,0,27.86
LZ-EV-002664,10,43.5,ultra_150kw,66.9,madrid,0,24.07
LZ-EV-002665,16,59.0,rapid_50kw,45.4,barcelona,1,15.63
LZ-EV-002666,13,2.0,fast_22kw,49.1,murcia,0,30.9
LZ-EV-002667,16,25.7,slow_7kw,94.6,sevilla,0,31.92
LZ-EV-002668,6,24.6,rapid_50kw,78.3,valencia,0,11.95
LZ-EV-002669,15,29.5,slow_7kw,56.8,murcia,1,28.93
LZ-EV-002670,12,27.3,fast_22kw,55.0,bilbao,1,25.24
LZ-EV-002671,16,46.0,rapid_50kw,64.4,valencia,0,26.12
LZ-EV-002672,23,39.1,slow_7kw,66.7,bilbao,1,29.89
LZ-EV-002673,6,53.3,fast_22kw,86.1,sevilla,0,36.38
LZ-EV-002674,18,7.1,fast_22kw,77.6,zaragoza,0,54.86
LZ-EV-002675,3,52.4,slow_7kw,56.6,murcia,1,24.62
LZ-EV-002676,9,36.8,fast_22kw,51.1,valencia,0,20.44
LZ-EV-002677,8,39.3,fast_22kw,61.3,valencia,0,23.83
LZ-EV-002678,15,62.0,slow_7kw,73.7,valencia,0,24.57
LZ-EV-002679,0,70.4,rapid_50kw,58.4,murcia,0,15.67
LZ-EV-002680,0,30.3,fast_22kw,39.8,barcelona,0,25.89
LZ-EV-002681,9,36.8,fast_22kw,29.6,malaga,0,17.53
LZ-EV-002682,1,21.3,fast_22kw,28.0,bilbao,0,22.17
LZ-EV-002683,23,44.7,fast_22kw,71.9,barcelona,0,33.85
LZ-EV-002684,19,21.3,fast_22kw,48.2,malaga,1,32.4
LZ-EV-002685,8,20.4,ultra_150kw,72.4,sevilla,0,33.22
LZ-EV-002686,0,31.0,slow_7kw,44.6,valencia,0,28.56
LZ-EV-002687,18,36.9,fast_22kw,28.0,barcelona,1,16.89
LZ-EV-002688,6,46.0,slow_7kw,70.3,malaga,1,36.11
LZ-EV-002689,15,57.2,fast_22kw,28.0,bilbao,0,10.78
LZ-EV-002690,6,41.8,slow_7kw,66.6,bilbao,0,33.24
LZ-EV-002691,7,70.8,rapid_50kw,65.1,bilbao,0,17.69
LZ-EV-002692,0,31.2,ultra_150kw,69.1,zaragoza,0,42.95
LZ-EV-002693,15,24.7,fast_22kw,61.5,valencia,0,34.09
LZ-EV-002694,4,34.0,rapid_50kw,54.3,valencia,0,26.35
LZ-EV-002695,17,36.3,slow_7kw,92.5,malaga,0,21.68
LZ-EV-002696,16,19.6,fast_22kw,37.4,madrid,0,27.28
LZ-EV-002697,10,67.9,rapid_50kw,72.7,valencia,0,21.13
LZ-EV-002698,20,29.3,slow_7kw,73.4,bilbao,0,43.97
LZ-EV-002699,7,33.0,fast_22kw,63.4,madrid,1,30.17
LZ-EV-002700,13,46.3,rapid_50kw,77.4,madrid,0,18.13
LZ-EV-002701,16,3.9,rapid_50kw,75.0,sevilla,0,19.8
LZ-EV-002702,12,39.1,fast_22kw,87.5,murcia,0,45.63
LZ-EV-002703,6,19.0,fast_22kw,72.1,zaragoza,0,51.87
LZ-EV-002704,0,29.3,ultra_150kw,73.6,bilbao,1,37.97
LZ-EV-002705,8,31.9,fast_22kw,34.7,malaga,0,21.54
LZ-EV-002706,16,32.7,slow_7kw,53.6,murcia,0,32.98
LZ-EV-002707,19,42.0,slow_7kw,66.9,barcelona,0,37.49
LZ-EV-002708,8,22.9,fast_22kw,82.3,murcia,0,56.56
LZ-EV-002709,20,23.1,fast_22kw,106.7,bilbao,0,43.62
LZ-EV-002710,10,8.4,rapid_50kw,66.1,murcia,0,11.62
LZ-EV-002711,11,84.1,fast_22kw,92.8,madrid,0,14.47
LZ-EV-002712,7,34.8,fast_22kw,87.1,valencia,0,55.78
LZ-EV-002713,9,53.0,rapid_50kw,48.4,bilbao,0,23.08
LZ-EV-002714,2,19.7,fast_22kw,52.0,barcelona,1,30.83
LZ-EV-002715,18,55.9,fast_22kw,62.3,murcia,0,25.72
LZ-EV-002716,1,21.9,fast_22kw,53.7,sevilla,0,39.38
LZ-EV-002717,16,44.2,fast_22kw,75.4,zaragoza,0,35.65
LZ-EV-002718,23,49.4,rapid_50kw,28.0,valencia,0,12.93
LZ-EV-002719,5,35.2,slow_7kw,47.0,murcia,0,24.79
LZ-EV-002720,12,4.5,ultra_150kw,66.2,murcia,0,42.84
LZ-EV-002721,9,47.6,slow_7kw,56.9,valencia,0,27.65
LZ-EV-002722,4,51.4,fast_22kw,55.8,valencia,0,26.03
LZ-EV-002723,16,19.9,fast_22kw,51.5,madrid,0,34.28
LZ-EV-002724,13,47.4,fast_22kw,66.4,sevilla,0,33.41
LZ-EV-002725,13,16.3,fast_22kw,58.3,madrid,0,24.77
LZ-EV-002726,5,70.8,rapid_50kw,40.7,zaragoza,0,10.81
LZ-EV-002727,6,26.9,fast_22kw,52.2,murcia,0,33.67
LZ-EV-002728,8,68.5,slow_7kw,63.9,barcelona,0,19.18
LZ-EV-002729,14,45.3,slow_7kw,45.6,madrid,0,21.97
LZ-EV-002730,1,7.9,ultra_150kw,82.3,sevilla,0,22.52
LZ-EV-002731,2,31.4,rapid_50kw,43.9,barcelona,1,7.57
LZ-EV-002732,6,69.9,slow_7kw,70.1,zaragoza,0,19.05
LZ-EV-002733,13,20.6,fast_22kw,31.4,zaragoza,0,22.49
LZ-EV-002734,8,55.7,slow_7kw,79.4,malaga,1,33.58
LZ-EV-002735,16,47.7,slow_7kw,68.8,malaga,1,34.04
LZ-EV-002736,21,51.6,fast_22kw,73.3,zaragoza,0,26.33
LZ-EV-002737,6,30.0,rapid_50kw,55.0,valencia,0,35.64
LZ-EV-002738,1,37.7,slow_7kw,62.8,sevilla,0,34.7
LZ-EV-002739,8,43.7,slow_7kw,29.4,valencia,0,14.79
LZ-EV-002740,20,29.7,rapid_50kw,77.7,valencia,0,31.78
LZ-EV-002741,2,41.5,fast_22kw,47.5,barcelona,0,25.1
LZ-EV-002742,22,53.8,slow_7kw,46.9,malaga,0,19.62
LZ-EV-002743,10,48.0,slow_7kw,66.5,barcelona,0,29.8
LZ-EV-002744,17,16.1,slow_7kw,79.8,zaragoza,0,41.64
LZ-EV-002745,14,75.4,rapid_50kw,74.7,barcelona,0,15.82
LZ-EV-002746,20,26.4,fast_22kw,54.6,zaragoza,0,29.24
LZ-EV-002747,17,50.6,ultra_150kw,51.9,sevilla,0,25.62
LZ-EV-002748,13,12.8,fast_22kw,72.7,sevilla,1,61.01
LZ-EV-002749,17,53.3,fast_22kw,49.2,bilbao,0,22.96
LZ-EV-002750,16,62.7,fast_22kw,91.3,malaga,1,35.34
LZ-EV-002751,8,55.8,slow_7kw,64.5,valencia,0,26.0
LZ-EV-002752,23,25.8,slow_7kw,66.4,zaragoza,0,29.66
LZ-EV-002753,16,38.5,fast_22kw,59.5,bilbao,0,23.75
LZ-EV-002754,5,16.7,rapid_50kw,47.7,madrid,1,30.75
LZ-EV-002755,23,30.7,slow_7kw,60.2,sevilla,1,39.78
LZ-EV-002756,2,21.4,rapid_50kw,65.2,madrid,1,31.17
LZ-EV-002757,4,28.5,fast_22kw,60.2,bilbao,0,39.38
LZ-EV-002758,23,58.5,fast_22kw,60.1,bilbao,0,20.07
LZ-EV-002759,7,58.4,fast_22kw,81.3,valencia,0,31.58
LZ-EV-002760,8,60.3,slow_7kw,67.9,zaragoza,1,23.81
LZ-EV-002761,11,2.0,slow_7kw,90.7,barcelona,1,55.46
LZ-EV-002762,23,29.8,fast_22kw,39.4,madrid,0,29.34
LZ-EV-002763,13,50.1,slow_7kw,75.0,valencia,0,30.15
LZ-EV-002764,2,55.0,fast_22kw,78.7,madrid,0,26.65
LZ-EV-002765,17,41.9,fast_22kw,76.0,barcelona,1,34.14
LZ-EV-002766,5,10.3,slow_7kw,39.3,bilbao,0,30.76
LZ-EV-002767,15,32.3,fast_22kw,59.2,bilbao,1,32.3
LZ-EV-002768,4,22.2,ultra_150kw,56.4,malaga,1,32.43
LZ-EV-002769,5,22.0,rapid_50kw,78.1,sevilla,0,54.38
LZ-EV-002770,6,19.1,rapid_50kw,64.6,zaragoza,0,34.85
LZ-EV-002771,22,17.6,ultra_150kw,47.9,murcia,1,35.9
LZ-EV-002772,4,42.7,rapid_50kw,66.8,murcia,0,24.58
LZ-EV-002773,23,37.0,fast_22kw,72.6,barcelona,0,34.11
LZ-EV-002774,15,30.4,slow_7kw,55.5,barcelona,1,38.63
LZ-EV-002775,11,47.4,fast_22kw,85.4,valencia,0,21.99
LZ-EV-002776,3,42.4,fast_22kw,88.9,zaragoza,1,35.12
LZ-EV-002777,2,34.4,slow_7kw,57.3,barcelona,0,29.87
LZ-EV-002778,6,22.8,rapid_50kw,58.3,valencia,1,18.09
LZ-EV-002779,5,58.9,rapid_50kw,59.7,murcia,1,25.56
LZ-EV-002780,16,39.2,fast_22kw,81.2,madrid,0,35.15
LZ-EV-002781,5,59.2,fast_22kw,69.3,malaga,0,27.13
LZ-EV-002782,11,48.3,rapid_50kw,110.0,sevilla,0,38.63
LZ-EV-002783,21,32.4,slow_7kw,45.5,madrid,1,27.04
LZ-EV-002784,5,43.3,slow_7kw,61.8,murcia,0,32.37
LZ-EV-002785,8,57.5,ultra_150kw,57.9,madrid,1,21.24
LZ-EV-002786,23,24.6,fast_22kw,99.3,barcelona,0,44.3
LZ-EV-002787,23,38.1,rapid_50kw,58.3,zaragoza,0,22.95
LZ-EV-002788,15,30.7,slow_7kw,62.8,zaragoza,0,35.32
LZ-EV-002789,11,26.0,rapid_50kw,78.5,bilbao,0,32.52
LZ-EV-002790,12,2.0,rapid_50kw,55.9,malaga,0,14.0
LZ-EV-002791,22,41.4,fast_22kw,67.0,zaragoza,1,34.63
LZ-EV-002792,10,7.2,slow_7kw,32.7,bilbao,0,28.98
LZ-EV-002793,9,33.9,fast_22kw,84.6,bilbao,0,26.35
LZ-EV-002794,3,34.8,slow_7kw,53.9,bilbao,0,24.61
LZ-EV-002795,18,28.0,slow_7kw,61.6,bilbao,0,40.98
LZ-EV-002796,13,11.4,ultra_150kw,41.5,malaga,1,36.03
LZ-EV-002797,5,22.3,ultra_150kw,86.0,barcelona,1,45.02
LZ-EV-002798,15,13.7,ultra_150kw,106.9,murcia,1,57.56
LZ-EV-002799,22,71.3,slow_7kw,58.9,valencia,0,15.3
LZ-EV-002800,8,36.2,fast_22kw,72.5,barcelona,0,32.0
LZ-EV-002801,22,32.5,fast_22kw,63.4,valencia,1,27.5
LZ-EV-002802,23,44.1,fast_22kw,72.5,valencia,0,37.93
LZ-EV-002803,7,28.5,ultra_150kw,85.9,madrid,0,27.21
LZ-EV-002804,3,29.5,ultra_150kw,62.3,valencia,1,41.42
LZ-EV-002805,18,67.5,slow_7kw,68.0,madrid,0,18.87
LZ-EV-002806,19,47.3,rapid_50kw,71.1,zaragoza,0,32.28
LZ-EV-002807,8,32.2,ultra_150kw,49.1,malaga,0,31.0
LZ-EV-002808,18,69.9,rapid_50kw,57.8,bilbao,0,14.97
LZ-EV-002809,7,69.2,rapid_50kw,42.5,zaragoza,0,11.14
LZ-EV-002810,10,40.1,fast_22kw,58.6,madrid,1,29.73
LZ-EV-002811,3,78.6,slow_7kw,44.2,bilbao,0,8.71
LZ-EV-002812,9,37.1,rapid_50kw,90.2,sevilla,1,27.48
LZ-EV-002813,11,2.0,rapid_50kw,49.2,madrid,0,38.08
LZ-EV-002814,20,45.1,rapid_50kw,60.7,madrid,0,20.44
LZ-EV-002815,11,7.0,ultra_150kw,74.1,valencia,0,25.11
LZ-EV-002816,16,2.0,slow_7kw,63.8,zaragoza,0,24.73
LZ-EV-002817,6,40.2,ultra_150kw,79.2,sevilla,1,43.77
LZ-EV-002818,8,25.8,rapid_50kw,69.9,zaragoza,1,23.67
LZ-EV-002819,10,4.4,slow_7kw,58.0,valencia,0,29.2
LZ-EV-002820,11,34.7,rapid_50kw,78.1,malaga,0,15.06
LZ-EV-002821,23,26.7,ultra_150kw,48.2,valencia,0,33.22
LZ-EV-002822,8,33.6,fast_22kw,40.0,bilbao,0,27.73
LZ-EV-002823,16,32.9,slow_7kw,77.3,valencia,1,44.21
LZ-EV-002824,7,34.7,slow_7kw,59.3,sevilla,0,36.96
LZ-EV-002825,11,26.7,fast_22kw,46.1,sevilla,0,28.58
LZ-EV-002826,7,41.8,fast_22kw,46.9,valencia,0,24.66
LZ-EV-002827,18,38.8,slow_7kw,58.0,murcia,1,21.49
LZ-EV-002828,6,25.2,slow_7kw,43.8,zaragoza,0,30.78
LZ-EV-002829,23,39.6,slow_7kw,65.2,malaga,0,24.28
LZ-EV-002830,3,43.9,ultra_150kw,32.4,sevilla,0,16.6
LZ-EV-002831,16,51.9,ultra_150kw,35.8,barcelona,1,15.81
LZ-EV-002832,16,60.4,rapid_50kw,57.7,valencia,0,21.12
LZ-EV-002833,5,65.0,fast_22kw,49.1,zaragoza,0,15.35
LZ-EV-002834,17,49.9,slow_7kw,69.1,barcelona,0,33.48
LZ-EV-002835,22,6.0,ultra_150kw,64.4,barcelona,0,48.96
LZ-EV-002836,18,47.6,rapid_50kw,54.6,bilbao,1,26.9
LZ-EV-002837,12,33.6,fast_22kw,91.9,valencia,1,32.16
LZ-EV-002838,18,5.7,slow_7kw,28.0,malaga,0,25.24
LZ-EV-002839,5,2.0,fast_22kw,89.5,bilbao,1,49.88
LZ-EV-002840,7,5.2,slow_7kw,81.5,zaragoza,1,23.38
LZ-EV-002841,13,58.5,rapid_50kw,49.3,sevilla,0,18.63
LZ-EV-002842,22,31.5,fast_22kw,78.1,sevilla,0,53.87
LZ-EV-002843,16,26.4,fast_22kw,71.1,sevilla,0,45.36
LZ-EV-002844,16,2.0,fast_22kw,68.7,malaga,0,23.53
LZ-EV-002845,10,18.9,rapid_50kw,62.6,malaga,0,30.33
