row_id,unit_number,time_in_cycles,op_setting_1,op_setting_2,sensor_2,sensor_3,sensor_4,sensor_6,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21,RUL
10_206,10,206,0.0028,-0.0001,643.71,1594.82,1417.02,21.61,552.09,2388.14,9096.83,47.88,520.3,2388.21,8167.1,8.5098,394,38.7,23.1211,16
10_209,10,209,-0.0012,0.0,643.61,1597.31,1413.32,21.61,552.65,2388.11,9102.72,47.71,520.71,2388.12,8168.44,8.499,395,38.57,23.148,13
10_211,10,211,-0.0016,0.0002,643.47,1597.16,1419.52,21.61,552.1,2388.19,9105.75,48.06,520.81,2388.12,8172.44,8.453,395,38.42,23.2101,11
10_213,10,213,-0.0012,-0.0002,643.87,1613.62,1422.53,21.61,552.14,2388.18,9108.91,48.1,520.09,2388.14,8170.7,8.4907,396,38.4,23.1233,9
10_214,10,214,-0.0021,-0.0002,643.4,1599.62,1427.82,21.61,552.02,2388.14,9109.36,47.89,519.95,2388.16,8179.78,8.4933,394,38.41,22.9937,8
10_215,10,215,-0.0037,0.0002,643.01,1600.31,1429.1,21.61,552.17,2388.17,9102.92,47.9,519.6,2388.16,8174.12,8.5234,395,38.68,23.0892,7
10_216,10,216,-0.0008,-0.0002,643.36,1602.14,1424.69,21.61,552.12,2388.2,9104.77,47.91,520.33,2388.18,8179.96,8.5054,397,38.59,23.1391,6
10_219,10,219,-0.0018,0.0004,643.46,1603.54,1424.54,21.61,552.03,2388.15,9113.4,48.06,519.83,2388.23,8177.31,8.523,396,38.48,23.234,3
10_220,10,220,-0.0013,0.0002,643.46,1604.91,1422.76,21.61,551.73,2388.25,9115.15,47.95,520.23,2388.25,8181.11,8.5182,396,38.53,23.2187,2
10_221,10,221,0.0005,-0.0001,644.09,1604.4,1432.13,21.61,551.77,2388.23,9110.37,48.08,519.22,2388.19,8183.38,8.5312,395,38.22,23.1596,1
11_1,11,1,0.0005,-0.0003,642.2,1585.65,1395.39,21.61,554.78,2388.05,9051.83,47.13,522.29,2387.97,8135.27,8.3935,392,39.03,23.4919,239
11_5,11,5,-0.0008,0.0002,642.32,1578.17,1398.36,21.61,554.73,2388.02,9055.87,47.15,522.56,2388.0,8135.92,8.4056,391,38.98,23.3377,235
11_6,11,6,0.0016,0.0002,641.88,1587.32,1398.81,21.61,554.49,2387.98,9056.33,47.11,522.6,2388.07,8140.17,8.396,392,38.99,23.4387,234
11_9,11,9,0.0004,-0.0004,641.85,1587.66,1400.39,21.6,554.83,2388.01,9053.69,47.29,522.49,2388.03,8139.79,8.3542,392,38.93,23.4871,231
11_10,11,10,0.0016,-0.0003,641.71,1580.18,1399.96,21.61,554.29,2388.06,9054.77,47.21,521.98,2387.94,8135.35,8.3836,390,38.93,23.3689,230
11_11,11,11,-0.002,0.0004,642.69,1589.05,1403.4,21.61,553.97,2388.06,9053.65,47.17,522.38,2387.98,8135.99,8.4111,391,38.92,23.4216,229
11_15,11,15,-0.0003,-0.0001,642.61,1582.4,1406.64,21.61,554.31,2388.07,9049.2,47.28,522.36,2387.98,8131.09,8.3758,392,39.05,23.2728,225
11_17,11,17,-0.0003,-0.0003,641.61,1586.2,1397.7,21.61,554.39,2388.02,9062.16,47.26,522.45,2388.02,8133.82,8.4331,390,38.89,23.3643,223
11_18,11,18,0.0012,-0.0005,641.92,1587.52,1394.4,21.61,554.03,2388.03,9051.61,47.28,522.14,2388.0,8135.83,8.392,392,38.98,23.4803,222
11_19,11,19,0.0019,0.0001,642.79,1582.29,1395.37,21.61,554.79,2387.96,9053.31,47.17,522.76,2388.02,8140.49,8.3984,392,39.03,23.4238,221
11_22,11,22,0.0011,0.0001,642.08,1581.85,1402.4,21.61,553.57,2388.05,9051.46,47.28,522.71,2388.07,8141.33,8.3772,391,38.99,23.4564,218
11_25,11,25,0.0014,-0.0004,641.73,1580.23,1403.54,21.61,555.36,2388.05,9055.87,47.3,522.64,2387.99,8137.69,8.391,394,38.73,23.272,215
11_28,11,28,0.0015,-0.0002,642.22,1576.29,1402.92,21.61,555.28,2388.05,9045.34,47.34,522.32,2387.98,8137.94,8.4136,390,38.94,23.4501,212
11_32,11,32,-0.0001,-0.0004,641.69,1580.75,1401.48,21.61,554.41,2387.97,9061.06,47.34,522.05,2388.06,8136.73,8.4134,393,38.96,23.3978,208
11_33,11,33,-0.0032,0.0003,641.98,1584.74,1394.85,21.61,554.38,2387.99,9050.64,47.21,522.54,2388.05,8140.03,8.4162,390,38.89,23.4365,207
11_36,11,36,0.0001,-0.0005,641.99,1586.4,1397.55,21.61,553.86,2388.02,9055.09,47.24,521.79,2388.02,8136.82,8.388,392,38.96,23.3295,204
11_39,11,39,0.0024,-0.0,642.73,1581.9,1398.09,21.6,554.9,2388.04,9044.26,47.18,522.18,2388.07,8140.96,8.4254,392,39.21,23.4269,201
11_40,11,40,0.0022,-0.0001,642.26,1584.31,1400.42,21.61,554.78,2388.03,9050.94,47.39,522.45,2388.05,8137.52,8.4039,391,38.85,23.4185,200
11_42,11,42,0.0026,0.0001,641.41,1588.62,1400.52,21.61,553.96,2388.06,9058.15,47.24,521.81,2388.03,8140.79,8.4085,392,38.96,23.3637,198
11_45,11,45,0.0011,0.0002,642.13,1576.17,1391.03,21.61,554.41,2388.08,9050.58,47.1,522.29,2388.01,8135.34,8.395,392,39.18,23.4272,195
11_47,11,47,-0.0018,-0.0003,642.39,1587.17,1397.92,21.61,554.21,2388.04,9055.24,47.19,522.34,2388.03,8135.6,8.4126,393,38.95,23.3655,193
11_48,11,48,-0.0031,0.0,642.43,1589.74,1400.98,21.61,554.35,2388.01,9056.68,47.32,521.97,2388.01,8138.82,8.3858,393,39.12,23.426,192
11_49,11,49,-0.0016,-0.0002,641.96,1575.0,1399.38,21.61,554.37,2388.02,9055.62,47.27,522.86,2388.05,8135.44,8.4135,393,38.98,23.477,191
11_51,11,51,0.0014,-0.0004,642.34,1584.54,1398.17,21.61,554.69,2388.01,9058.91,47.25,522.38,2388.03,8139.98,8.422,390,39.0,23.3789,189
11_53,11,53,0.0005,0.0002,642.49,1583.43,1392.95,21.61,555.13,2388.04,9053.36,47.2,522.59,2388.04,8140.34,8.4087,392,39.1,23.3581,187
11_54,11,54,-0.0006,-0.0005,642.36,1589.87,1394.84,21.61,554.59,2388.03,9054.95,47.23,522.0,2387.99,8142.01,8.4052,391,39.02,23.4614,186
11_59,11,59,-0.0038,-0.0003,642.45,1585.68,1405.2,21.61,555.21,2388.06,9053.24,47.17,522.11,2387.98,8139.68,8.4084,392,38.87,23.3353,181
11_60,11,60,-0.0029,0.0004,642.11,1585.22,1398.27,21.61,554.13,2387.97,9062.2,47.36,522.27,2388.04,8139.74,8.3992,393,38.98,23.2988,180
11_64,11,64,0.0002,-0.0003,641.97,1584.22,1398.68,21.61,555.04,2387.97,9050.78,47.37,522.12,2388.01,8138.86,8.3873,391,39.04,23.2613,176
11_66,11,66,0.0031,0.0002,642.72,1588.41,1397.4,21.61,554.47,2388.05,9060.31,47.19,522.14,2387.98,8139.93,8.3816,392,39.12,23.4133,174
11_67,11,67,-0.0001,0.0002,642.3,1585.26,1394.41,21.61,555.33,2387.96,9061.18,47.4,522.62,2388.07,8143.57,8.3935,391,38.99,23.3399,173
11_68,11,68,0.0003,0.0,642.23,1583.28,1403.57,21.61,554.36,2388.04,9057.44,47.24,522.27,2388.02,8141.13,8.4065,391,38.92,23.3509,172
11_70,11,70,-0.0006,-0.0004,642.34,1580.13,1401.56,21.61,554.11,2387.98,9050.03,47.26,522.12,2388.01,8147.07,8.4101,393,38.89,23.3699,170
11_71,11,71,-0.001,0.0001,642.57,1586.2,1394.86,21.61,554.99,2388.02,9055.94,47.4,521.88,2388.02,8138.34,8.4211,391,39.1,23.4454,169
11_72,11,72,-0.0039,-0.0002,642.32,1591.12,1400.38,21.61,553.96,2388.04,9057.21,47.17,522.0,2388.03,8144.22,8.4049,393,38.8,23.3863,168
11_74,11,74,-0.0004,-0.0002,642.27,1585.03,1395.96,21.61,554.51,2388.01,9061.66,47.44,521.86,2388.03,8144.31,8.412,392,38.89,23.5082,166
11_78,11,78,-0.0008,0.0002,642.0,1588.75,1396.85,21.61,553.93,2387.98,9058.16,47.32,522.56,2388.01,8136.36,8.3964,393,39.03,23.3964,162
11_79,11,79,-0.0011,0.0004,642.36,1582.83,1396.23,21.61,553.95,2388.02,9054.08,47.14,521.93,2388.07,8138.6,8.425,392,38.98,23.3147,161
11_80,11,80,0.0007,0.0002,641.96,1590.13,1403.0,21.61,554.07,2388.01,9051.88,47.21,522.02,2387.98,8139.74,8.4361,392,39.11,23.493,160
11_81,11,81,0.0002,-0.0001,642.54,1583.78,1401.14,21.61,554.8,2388.0,9055.11,47.09,522.27,2387.96,8135.51,8.4064,392,39.0,23.3403,159
11_83,11,83,0.0026,-0.0,642.49,1590.06,1402.02,21.61,554.42,2388.0,9058.86,47.33,521.66,2388.0,8140.86,8.42,393,39.11,23.4632,157
11_86,11,86,-0.0025,0.0004,642.62,1583.63,1402.28,21.61,553.96,2388.04,9054.39,47.36,522.43,2388.04,8137.91,8.3961,394,38.75,23.4414,154
11_87,11,87,0.0028,-0.0004,642.3,1579.51,1393.42,21.61,554.91,2388.04,9065.09,47.25,522.52,2388.07,8140.06,8.4316,392,39.08,23.3275,153
11_90,11,90,-0.0027,0.0003,642.14,1591.91,1399.76,21.61,554.37,2388.02,9061.71,47.06,522.02,2388.0,8140.94,8.4055,392,38.94,23.3496,150
11_92,11,92,-0.0009,0.0003,642.64,1586.27,1397.51,21.61,554.5,2388.1,9054.0,47.16,522.14,2388.01,8140.6,8.428,393,39.02,23.519,148
11_93,11,93,-0.0009,0.0003,641.9,1591.55,1403.52,21.61,553.87,2388.05,9053.77,47.47,521.95,2388.06,8142.06,8.4103,390,38.93,23.3372,147
11_96,11,96,-0.0023,-0.0002,642.02,1581.98,1395.03,21.61,553.94,2387.99,9062.64,47.34,521.93,2388.07,8139.27,8.4086,393,38.9,23.4472,144
11_97,11,97,0.0022,0.0005,641.98,1588.9,1406.27,21.61,553.79,2388.03,9056.62,47.14,522.42,2388.02,8134.87,8.4119,392,39.04,23.3906,143
11_99,11,99,0.0009,0.0001,642.13,1581.23,1394.92,21.61,554.32,2388.07,9056.34,47.24,521.95,2388.02,8140.06,8.4511,392,39.07,23.4178,141
11_100,11,100,0.0018,0.0,642.32,1587.87,1402.81,21.61,554.72,2388.04,9055.5,47.19,521.96,2388.04,8139.44,8.3896,392,38.81,23.376,140
11_101,11,101,0.0006,0.0004,642.28,1584.59,1399.46,21.61,554.61,2388.01,9062.14,47.27,522.4,2388.01,8145.75,8.4011,391,38.91,23.4353,139
11_103,11,103,0.0012,0.0002,642.5,1579.9,1406.52,21.61,553.79,2388.03,9056.15,47.27,522.05,2388.02,8143.93,8.4019,393,38.8,23.377,137
11_110,11,110,0.0008,-0.0001,642.18,1592.33,1399.72,21.61,554.17,2387.99,9057.7,47.21,521.93,2388.01,8148.94,8.3785,391,38.81,23.4207,130
11_111,11,111,-0.002,0.0001,642.17,1590.1,1391.22,21.61,554.21,2388.01,9059.87,47.43,522.14,2388.04,8138.83,8.4374,392,39.21,23.4053,129
11_112,11,112,0.0009,0.0001,642.63,1582.95,1391.29,21.61,554.04,2388.05,9054.54,47.37,522.36,2388.07,8136.68,8.3999,392,39.01,23.4675,128
11_114,11,114,0.0008,0.0,642.22,1589.45,1401.8,21.61,554.11,2388.02,9064.9,47.35,521.73,2388.04,8145.28,8.4027,393,38.98,23.4464,126
11_115,11,115,0.0004,-0.0001,642.08,1577.94,1397.09,21.61,554.33,2388.04,9065.4,47.2,521.78,2388.0,8145.89,8.4318,392,38.99,23.3886,125
11_117,11,117,-0.0008,-0.0005,642.29,1588.99,1399.08,21.61,553.72,2388.08,9063.96,47.27,521.55,2388.02,8145.25,8.4061,392,38.86,23.4561,123
11_119,11,119,0.0023,-0.0001,642.35,1582.34,1402.35,21.61,553.79,2388.04,9058.95,47.49,522.06,2387.99,8140.54,8.4309,392,39.12,23.4008,121
11_120,11,120,0.0007,0.0004,641.68,1592.75,1398.02,21.61,554.43,2388.03,9063.51,47.35,522.05,2388.03,8138.85,8.4613,391,38.98,23.4447,120
11_124,11,124,-0.0008,0.0,642.33,1591.74,1404.35,21.61,553.94,2388.05,9059.65,47.2,522.32,2388.02,8149.43,8.4334,392,38.92,23.3691,116
11_125,11,125,0.0009,0.0002,642.07,1596.07,1403.9,21.61,554.18,2387.98,9065.39,47.5,521.42,2388.02,8146.8,8.4018,391,38.93,23.4796,115
11_129,11,129,0.0006,0.0002,642.8,1582.18,1401.0,21.61,554.51,2388.03,9065.13,47.43,521.67,2388.04,8141.82,8.3722,394,38.88,23.2947,111
11_130,11,130,-0.0012,0.0005,642.17,1586.67,1399.84,21.61,553.74,2388.05,9060.72,47.21,521.98,2388.03,8144.99,8.4119,392,39.05,23.2464,110
11_131,11,131,-0.0002,0.0004,642.24,1588.51,1398.91,21.61,553.87,2387.96,9051.26,47.35,522.24,2388.05,8151.74,8.4148,392,39.08,23.4255,109
11_132,11,132,-0.0032,0.0001,642.11,1583.51,1398.47,21.61,554.27,2388.04,9058.57,47.3,522.17,2388.05,8141.1,8.4236,392,38.83,23.4041,108
11_135,11,135,-0.0015,0.0001,642.63,1589.76,1403.08,21.61,554.57,2388.06,9064.12,47.36,521.77,2388.06,8141.01,8.4094,393,38.91,23.2903,105
11_136,11,136,-0.0005,0.0003,642.03,1585.65,1399.82,21.61,554.85,2388.08,9077.75,47.36,521.57,2388.0,8140.73,8.4335,393,38.97,23.5463,104
11_139,11,139,0.0014,0.0004,641.96,1583.02,1405.9,21.61,554.16,2388.0,9068.8,47.42,521.91,2388.12,8149.41,8.428,393,39.09,23.1994,101
11_140,11,140,0.0022,-0.0001,642.52,1588.37,1401.7,21.61,554.5,2388.06,9059.87,47.26,521.56,2387.98,8146.7,8.4184,394,39.03,23.3892,100
11_142,11,142,0.0004,0.0,642.96,1583.17,1406.78,21.61,554.77,2388.03,9063.2,47.35,522.57,2388.0,8146.16,8.4112,392,39.14,23.4088,98
11_144,11,144,-0.0035,-0.0005,642.61,1584.22,1401.62,21.61,554.28,2388.03,9072.16,47.38,522.12,2388.04,8149.35,8.454,392,38.79,23.3179,96
11_145,11,145,-0.0024,0.0003,642.48,1587.0,1409.25,21.61,554.24,2388.06,9066.6,47.46,521.02,2388.07,8143.43,8.4027,393,38.78,23.3262,95
11_146,11,146,-0.0039,-0.0003,642.13,1587.19,1403.74,21.61,553.85,2387.99,9070.61,47.33,521.96,2388.05,8148.68,8.4312,393,39.1,23.2712,94
11_151,11,151,-0.0018,-0.0001,642.89,1589.2,1405.47,21.61,554.09,2388.06,9064.23,47.19,521.94,2388.05,8140.75,8.4166,394,39.01,23.3398,89
11_152,11,152,0.0019,0.0001,642.53,1591.83,1401.33,21.61,553.49,2388.04,9070.58,47.37,522.04,2388.09,8155.54,8.4052,393,38.65,23.3459,88
11_153,11,153,0.0003,0.0004,642.46,1592.3,1405.94,21.61,552.73,2388.05,9068.83,47.32,522.09,2388.07,8146.52,8.4272,394,38.87,23.2887,87
11_155,11,155,-0.0018,0.0002,642.23,1587.73,1403.41,21.61,553.58,2388.05,9068.36,47.5,522.05,2388.05,8148.98,8.4097,392,38.98,23.2446,85
11_156,11,156,-0.0023,0.0,642.29,1583.59,1402.44,21.61,553.9,2388.12,9074.93,47.37,522.0,2388.03,8144.97,8.4318,393,38.73,23.3631,84
11_158,11,158,0.0005,-0.0004,642.47,1590.39,1400.72,21.61,553.43,2388.09,9073.04,47.36,521.57,2388.02,8151.17,8.4512,393,38.77,23.314,82
11_162,11,162,-0.0037,-0.0002,642.42,1593.8,1402.67,21.61,553.76,2388.12,9070.97,47.4,521.2,2388.06,8150.12,8.4137,394,38.94,23.3716,78
11_163,11,163,-0.0022,-0.0004,641.95,1590.62,1398.22,21.61,553.91,2388.06,9075.71,47.51,521.97,2388.06,8150.8,8.4407,393,38.91,23.3253,77
11_164,11,164,-0.0014,-0.0003,642.71,1590.29,1400.01,21.61,553.76,2388.06,9077.75,47.3,521.8,2388.0,8154.65,8.4468,393,38.92,23.289,76
11_165,11,165,-0.0017,0.0002,642.55,1596.82,1411.62,21.61,553.6,2388.04,9070.25,47.45,521.63,2388.1,8152.31,8.4446,393,38.85,23.3122,75
11_166,11,166,0.0022,-0.0005,642.68,1587.0,1402.71,21.61,553.54,2388.09,9078.42,47.56,521.73,2388.08,8154.6,8.4301,393,38.88,23.404,74
11_168,11,168,-0.0008,-0.0,643.18,1581.81,1405.65,21.61,553.72,2388.04,9072.98,47.59,521.45,2388.04,8151.28,8.4594,393,38.67,23.29,72
11_169,11,169,0.0006,-0.0003,642.46,1580.78,1408.07,21.61,553.3,2388.06,9077.23,47.47,521.53,2388.01,8157.98,8.4293,392,38.86,23.2977,71
11_170,11,170,-0.0059,-0.0,641.97,1588.75,1399.02,21.61,553.3,2388.05,9070.72,47.47,521.77,2388.1,8150.43,8.4334,394,38.88,23.321,70
11_173,11,173,0.0029,-0.0004,642.22,1591.75,1404.02,21.61,554.15,2388.06,9077.61,47.55,521.61,2388.08,8154.79,8.4108,392,38.66,23.3108,67
11_174,11,174,-0.0007,-0.0004,642.52,1592.14,1411.04,21.61,554.27,2388.09,9079.31,47.49,521.41,2388.07,8157.32,8.4672,392,38.86,23.3877,66
11_175,11,175,-0.0013,-0.0004,642.9,1587.68,1403.34,21.61,553.55,2388.02,9077.88,47.42,521.66,2388.12,8159.93,8.4273,393,38.76,23.241,65
11_177,11,177,-0.0011,0.0002,642.82,1589.03,1404.25,21.61,553.34,2388.05,9081.19,47.57,521.82,2388.0,8155.88,8.4445,393,38.79,23.2483,63
11_180,11,180,0.001,-0.0,642.91,1587.71,1407.66,21.61,553.23,2388.07,9076.45,47.53,521.72,2388.08,8158.23,8.4323,393,38.67,23.2629,60
11_181,11,181,-0.0032,-0.0002,642.57,1590.02,1406.71,21.61,553.59,2388.13,9077.44,47.61,521.66,2388.09,8157.41,8.4414,394,38.68,23.2518,59
11_183,11,183,-0.0019,-0.0001,642.78,1587.06,1404.72,21.61,553.33,2388.04,9084.24,47.35,521.29,2388.07,8159.18,8.444,393,38.59,23.2455,57
11_184,11,184,0.0022,-0.0001,642.91,1595.5,1419.01,21.61,552.96,2388.06,9089.0,47.79,521.75,2388.08,8163.45,8.4274,392,38.83,23.3222,56
11_185,11,185,0.0016,0.0001,642.85,1587.53,1414.52,21.61,553.26,2388.13,9082.19,47.48,521.41,2388.05,8154.81,8.4508,394,38.89,23.2396,55
11_188,11,188,0.0006,0.0001,643.19,1602.38,1412.07,21.61,553.98,2388.11,9081.55,47.52,521.42,2388.09,8164.4,8.4663,393,38.83,23.3734,52
11_189,11,189,0.0008,0.0,642.45,1596.93,1404.31,21.61,552.94,2388.06,9083.66,47.48,521.06,2388.08,8170.05,8.4781,394,38.69,23.3143,51
11_190,11,190,0.0017,0.0002,642.74,1599.98,1404.18,21.61,553.33,2388.11,9083.7,47.64,521.69,2388.06,8163.16,8.4567,393,38.93,23.2675,50
11_191,11,191,0.0009,0.0002,642.44,1590.57,1414.78,21.61,552.77,2388.03,9082.58,47.45,521.31,2388.04,8167.05,8.4506,394,38.75,23.3386,49
11_194,11,194,0.0002,0.0,643.09,1591.38,1417.31,21.61,553.98,2388.06,9093.31,47.73,521.94,2388.12,8162.99,8.4835,394,38.73,23.3257,46
11_196,11,196,0.0033,0.0004,643.24,1593.96,1416.39,21.61,552.86,2388.1,9090.25,47.84,521.32,2388.08,8167.88,8.451,394,38.83,23.2212,44
11_197,11,197,-0.0014,-0.0001,642.82,1596.08,1407.81,21.61,553.82,2388.13,9089.76,47.65,521.07,2388.01,8168.93,8.4764,392,38.78,23.217,43
11_198,11,198,-0.0031,-0.0001,643.22,1597.7,1412.42,21.61,553.2,2388.09,9092.56,47.72,521.35,2388.07,8169.21,8.4667,394,38.82,23.269,42
11_199,11,199,0.0023,-0.0,642.75,1594.39,1407.33,21.61,552.85,2388.03,9095.73,47.77,521.56,2388.07,8166.52,8.4817,394,38.69,23.1649,41
11_202,11,202,-0.0024,-0.0001,642.82,1595.43,1416.12,21.61,553.2,2388.12,9100.5,47.66,520.75,2388.08,8174.1,8.4582,395,38.84,23.2307,38
11_205,11,205,-0.0008,0.0003,643.32,1599.68,1407.48,21.61,553.86,2388.11,9108.56,47.75,520.82,2388.06,8175.98,8.4622,395,38.64,23.2295,35
11_206,11,206,-0.0008,0.0003,643.06,1592.38,1416.59,21.61,552.31,2388.1,9108.93,47.57,520.64,2388.07,8170.88,8.4492,394,38.69,23.2278,34
11_207,11,207,0.0005,-0.0003,642.53,1592.09,1408.91,21.61,552.98,2388.03,9104.16,47.67,520.7,2388.12,8182.03,8.4714,395,38.74,23.1952,33
11_209,11,209,-0.0022,0.0004,642.79,1592.08,1418.53,21.61,553.15,2388.09,9105.93,47.89,521.57,2388.08,8177.4,8.4461,395,38.86,23.1302,31
11_211,11,211,-0.002,0.0001,642.86,1589.33,1411.15,21.61,553.23,2388.08,9108.45,47.76,521.2,2388.03,8176.81,8.4749,396,38.48,23.2501,29
11_212,11,212,0.0017,0.0004,643.31,1601.93,1416.11,21.61,552.67,2388.12,9102.76,47.81,521.36,2388.11,8182.99,8.4743,393,38.85,23.194,28
11_213,11,213,0.0023,0.0002,642.97,1600.91,1417.44,21.61,552.92,2388.06,9105.88,47.82,520.43,2388.17,8180.98,8.4793,395,38.67,23.1144,27
11_216,11,216,-0.0028,0.0001,643.1,1595.6,1419.4,21.61,552.01,2388.1,9106.96,47.67,520.79,2388.12,8190.1,8.4468,395,38.68,23.1628,24
11_219,11,219,0.0013,-0.0001,642.91,1603.37,1419.38,21.61,552.42,2388.13,9115.1,47.88,520.43,2388.13,8182.76,8.4657,395,38.49,23.0955,21
11_222,11,222,0.0007,0.0002,643.38,1596.23,1419.71,21.61,552.58,2388.07,9126.01,47.89,521.03,2388.08,8193.99,8.489,394,38.56,23.1194,18
11_223,11,223,0.0012,0.0001,643.27,1594.78,1413.78,21.61,552.45,2388.07,9131.05,47.87,520.82,2388.13,8193.97,8.4933,397,38.7,23.1471,17
11_224,11,224,0.0016,0.0004,643.19,1598.12,1424.28,21.61,552.62,2388.05,9125.89,47.81,521.26,2388.07,8194.36,8.4721,396,38.44,23.2245,16
11_225,11,225,0.0006,-0.0004,643.28,1604.2,1415.65,21.61,552.75,2388.11,9126.81,48.0,520.17,2388.08,8196.21,8.4877,396,38.62,23.13,15
11_226,11,226,-0.0003,-0.0001,643.26,1601.06,1418.47,21.61,552.49,2388.2,9127.0,47.97,520.04,2388.12,8196.85,8.5266,395,38.57,23.1209,14
11_231,11,231,-0.0006,0.0004,643.77,1605.96,1416.66,21.61,552.66,2388.09,9136.72,47.99,521.13,2388.1,8207.25,8.5039,397,38.51,23.0519,9
11_234,11,234,0.0016,-0.0,643.65,1592.79,1420.0,21.61,551.69,2388.18,9145.42,47.94,520.86,2388.13,8209.19,8.5148,397,38.56,23.0208,6
11_240,11,240,0.0002,0.0001,643.52,1598.71,1432.38,21.61,552.03,2388.19,9155.67,48.19,519.94,2388.16,8218.2,8.5135,397,38.28,23.0558,0
12_5,12,5,0.0064,-0.0002,642.81,1584.77,1410.35,21.61,553.07,2388.06,9045.8,47.68,521.47,2388.11,8126.65,8.4478,393,39.04,23.3366,165
12_11,12,11,-0.001,0.0003,642.47,1592.71,1412.44,21.61,554.14,2388.16,9051.27,47.69,520.8,2388.07,8125.32,8.4125,394,38.82,23.4365,159
12_13,12,13,-0.0018,0.0003,643.31,1592.33,1405.14,21.61,553.8,2388.12,9046.7,47.49,521.54,2388.12,8125.86,8.4265,393,38.86,23.2345,157
12_15,12,15,0.0013,-0.0001,642.22,1592.95,1404.86,21.61,554.61,2388.18,9050.76,47.59,521.63,2388.1,8126.32,8.4178,393,38.99,23.1797,155
12_16,12,16,-0.0021,0.0002,642.41,1585.13,1403.71,21.61,553.97,2388.07,9046.65,47.58,521.41,2388.15,8130.86,8.4331,394,38.67,23.3922,154
12_17,12,17,-0.0008,-0.0004,642.62,1590.64,1409.69,21.61,553.95,2388.11,9045.23,47.49,521.49,2388.13,8125.47,8.4058,393,38.94,23.3341,153
12_18,12,18,-0.0049,-0.0002,642.27,1588.16,1412.6,21.61,553.81,2388.13,9044.59,47.52,521.2,2388.13,8128.62,8.4239,391,38.78,23.327,152
12_19,12,19,0.0007,0.0005,642.68,1596.79,1408.97,21.61,553.24,2388.1,9046.96,47.55,521.24,2388.14,8128.48,8.4224,393,38.9,23.2769,151
12_23,12,23,0.0012,-0.0003,642.64,1593.21,1403.92,21.61,553.35,2388.08,9045.89,47.17,521.56,2388.05,8122.02,8.4223,392,39.04,23.2086,147
12_25,12,25,-0.0017,0.0005,642.37,1589.24,1409.74,21.61,553.19,2388.14,9047.34,47.31,521.55,2388.12,8125.17,8.4276,392,38.74,23.2553,145
12_28,12,28,-0.0007,0.0005,642.12,1590.92,1409.23,21.61,554.27,2388.1,9056.44,47.58,521.61,2388.1,8124.24,8.4467,393,38.96,23.283,142
12_29,12,29,0.0034,-0.0,642.79,1583.54,1409.43,21.61,553.21,2388.11,9047.45,47.6,521.29,2388.13,8125.26,8.4204,393,38.63,23.2957,141
12_30,12,30,-0.0016,-0.0003,642.86,1594.49,1400.58,21.61,553.52,2388.15,9048.31,47.4,521.62,2388.12,8133.57,8.4577,393,38.9,23.2759,140
12_31,12,31,-0.0004,-0.0001,642.62,1585.54,1404.71,21.61,553.64,2388.09,9043.46,47.59,521.44,2388.14,8125.29,8.4193,392,38.72,23.2314,139
12_32,12,32,0.0015,-0.0001,642.79,1596.75,1408.2,21.61,552.8,2388.06,9048.38,47.52,521.3,2388.1,8125.44,8.4478,393,38.7,23.1458,138
12_33,12,33,-0.0009,-0.0,642.41,1589.35,1406.3,21.61,553.1,2388.06,9044.7,47.51,521.33,2388.08,8123.56,8.4577,393,38.94,23.3029,137
12_34,12,34,0.0015,-0.0004,642.57,1591.88,1409.24,21.61,553.1,2388.1,9036.32,47.64,521.64,2388.14,8124.01,8.4652,394,38.6,23.3334,136
12_37,12,37,0.0013,0.0003,642.41,1592.1,1410.24,21.61,553.22,2388.09,9042.92,47.62,521.66,2388.11,8123.24,8.461,393,38.78,23.2468,133
12_39,12,39,-0.0002,0.0001,642.3,1590.38,1412.85,21.61,552.59,2388.1,9044.67,47.39,521.82,2388.13,8126.49,8.4596,393,38.8,23.3236,131
12_41,12,41,-0.0016,0.0004,642.17,1588.32,1412.07,21.61,553.12,2388.09,9044.54,47.52,521.75,2388.14,8124.92,8.4289,393,38.82,23.2325,129
12_42,12,42,-0.0042,0.0005,642.97,1594.0,1407.56,21.61,553.09,2388.09,9044.59,47.33,521.09,2388.1,8126.9,8.4573,394,38.92,23.2672,128
12_45,12,45,-0.0018,0.0001,642.76,1598.73,1409.85,21.61,553.38,2388.13,9052.92,47.64,521.07,2388.13,8124.06,8.4452,395,38.84,23.2244,125
12_50,12,50,0.0009,0.0004,642.19,1591.98,1409.02,21.61,554.09,2388.15,9045.83,47.45,521.52,2388.14,8121.78,8.4323,391,39.0,23.3382,120
12_57,12,57,0.0027,0.0001,643.42,1596.13,1407.61,21.61,553.22,2388.12,9045.76,47.59,520.99,2388.12,8132.63,8.4594,394,38.91,23.2622,113
12_60,12,60,-0.0017,-0.0004,642.25,1596.61,1413.02,21.61,553.21,2388.14,9052.12,47.72,521.49,2388.12,8129.47,8.4115,394,38.75,23.3122,110
12_63,12,63,-0.001,0.0001,642.57,1592.3,1409.09,21.61,553.21,2388.17,9044.16,47.54,521.54,2388.16,8127.36,8.4358,392,38.83,23.312,107
