date,Appliances,T1,RH_1,T2,RH_2,T3,RH_3,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,year,month,day,hour,day_of_week,is_holiday
2016-03-23 04:40:00,60,21.79,38.7,19.0,42.43,22.39,38.13,5.13,755.8,95.0,2.0,36.67,4.43,2016,3,23,4,2,False
2016-03-21 21:00:00,140,22.63,37.09,20.89,38.2,22.2,36.09,7.3,760.0,74.0,2.0,40.0,3.0,2016,3,21,21,0,False
2016-02-08 15:40:00,280,21.29,43.73,20.5,42.16,23.96,43.33,8.03,740.0,68.33,10.67,35.33,2.47,2016,2,8,15,0,False
2016-01-21 15:10:00,50,18.96,36.9,18.17,35.63,18.23,37.73,4.67,763.77,52.5,1.0,20.33,-4.37,2016,1,21,15,3,False
2016-05-06 06:50:00,70,22.79,37.2,20.6,38.86,23.89,36.97,9.43,755.23,79.5,3.17,40.0,6.03,2016,5,6,6,4,False
2016-04-04 10:10:00,240,21.7,46.59,20.26,48.3,23.73,43.4,10.25,749.82,90.5,5.33,30.83,8.7,2016,4,4,10,0,False
2016-03-19 03:00:00,60,21.7,36.9,18.89,40.0,21.7,36.59,4.8,762.1,90.0,3.0,64.0,3.3,2016,3,19,3,5,False
2016-01-19 15:40:00,20,19.29,40.13,18.1,40.53,19.1,39.59,0.77,757.27,60.33,1.0,27.0,-6.1,2016,1,19,15,1,False
2016-03-14 05:40:00,20,20.29,35.03,16.79,39.9,20.39,37.09,-0.03,768.4,90.33,3.67,61.33,-1.4,2016,3,14,5,0,False
2016-05-13 03:30:00,60,25.0,48.0,23.03,49.53,26.7,44.09,13.3,745.75,95.0,1.5,50.0,12.5,2016,5,13,3,4,False
2016-04-30 20:50:00,80,21.6,38.65,19.5,40.36,23.39,36.06,8.05,762.0,68.67,5.17,40.0,2.58,2016,4,30,20,5,False
2016-02-13 16:40:00,100,21.5,39.66,20.36,39.63,21.1,39.29,3.73,731.23,95.0,5.0,20.33,2.93,2016,2,13,16,5,False
2016-03-04 01:50:00,50,21.79,36.29,19.79,36.9,20.79,37.9,3.87,746.17,77.83,4.83,40.0,0.22,2016,3,4,1,4,False
2016-02-03 15:20:00,130,22.32,43.09,21.03,42.2,21.92,44.52,4.97,760.93,84.67,6.0,40.0,2.57,2016,2,3,15,2,False
2016-05-19 12:10:00,50,23.23,41.59,25.0,36.23,24.39,38.7,13.22,754.1,65.0,2.0,40.0,6.72,2016,5,19,12,3,False
2016-02-29 15:20:00,580,21.6,34.63,19.5,33.76,22.58,34.87,6.1,762.27,45.33,5.67,40.0,-4.97,2016,2,29,15,0,False
2016-02-08 05:50:00,20,21.1,43.9,20.26,43.59,21.7,44.0,7.83,738.78,91.0,7.17,37.0,6.43,2016,2,8,5,0,False
2016-05-02 16:40:00,90,22.7,36.16,23.39,32.36,22.89,35.66,16.57,761.4,43.67,3.33,36.33,3.9,2016,5,2,16,0,False
2016-04-22 20:40:00,100,23.1,38.86,21.32,38.29,25.46,35.23,11.77,756.67,64.33,4.33,40.0,5.1,2016,4,22,20,4,False
2016-05-01 10:50:00,90,20.96,39.73,23.93,34.4,22.39,34.5,8.88,766.0,66.17,5.17,38.17,2.93,2016,5,1,10,6,True
2016-05-05 22:50:00,50,23.76,34.7,22.29,34.43,23.6,35.43,12.63,757.45,64.17,2.0,40.0,5.92,2016,5,5,22,3,True
2016-03-01 08:30:00,50,20.0,35.63,17.7,37.47,20.6,35.5,0.15,760.9,95.0,3.0,37.5,-0.55,2016,3,1,8,1,False
2016-01-19 12:10:00,40,18.86,40.29,17.76,40.53,19.0,39.83,-1.33,757.6,73.17,1.0,20.33,-5.58,2016,1,19,12,1,False
2016-02-09 06:00:00,50,21.6,42.5,21.0,41.4,23.1,43.0,6.0,742.6,80.0,8.0,26.0,2.7,2016,2,9,6,1,False
2016-05-13 11:10:00,600,24.89,48.13,28.92,37.95,27.1,42.44,19.03,747.63,72.5,3.33,23.83,13.98,2016,5,13,11,4,False
2016-05-04 00:10:00,50,22.6,35.2,20.17,36.93,23.1,36.62,5.97,766.35,78.33,1.0,40.0,2.5,2016,5,4,0,2,False
2016-01-22 06:40:00,30,18.7,37.76,17.7,37.7,19.1,40.33,-1.2,763.47,84.33,2.33,64.67,-3.53,2016,1,22,6,4,False
2016-01-27 17:40:00,30,19.5,46.09,18.7,46.09,19.89,45.29,10.4,754.97,86.0,9.0,28.67,8.07,2016,1,27,17,2,False
2016-02-28 10:40:00,50,19.76,35.4,18.93,34.97,20.1,35.63,2.83,757.2,63.67,8.33,26.0,-3.53,2016,2,28,10,6,False
2016-02-19 10:20:00,170,19.6,36.86,18.32,36.53,19.7,36.75,2.63,760.8,87.67,2.33,21.67,0.77,2016,2,19,10,4,False
2016-03-07 16:10:00,220,21.46,39.47,19.96,38.13,23.13,38.49,3.77,749.5,78.17,2.67,36.67,0.3,2016,3,7,16,0,False
2016-04-01 01:50:00,60,22.0,39.09,19.39,41.59,22.39,38.9,6.13,757.63,89.0,4.0,64.0,4.43,2016,4,1,1,4,False
2016-02-14 20:00:00,110,20.96,43.86,19.13,43.22,20.6,42.07,2.7,743.5,87.0,6.0,29.0,0.7,2016,2,14,20,6,False
2016-05-11 17:20:00,80,25.5,50.97,25.53,48.32,26.2,46.63,22.47,746.47,57.0,1.67,40.0,13.5,2016,5,11,17,2,False
2016-04-27 02:40:00,50,21.0,35.4,18.0,38.26,22.0,35.9,2.63,749.77,84.67,5.0,40.0,0.33,2016,4,27,2,2,False
2016-01-11 22:50:00,60,21.6,44.2,21.0,43.7,20.5,45.59,5.85,736.22,87.17,6.83,40.0,3.78,2016,1,11,22,0,False
2016-04-28 01:00:00,60,21.29,35.79,18.29,37.79,21.29,34.79,0.3,755.2,94.0,2.0,20.0,-0.5,2016,4,28,1,3,False
2016-02-16 22:50:00,50,22.0,34.16,20.07,35.13,20.67,36.2,-1.75,769.18,84.67,1.0,22.5,-4.0,2016,2,16,22,1,False
2016-05-27 09:40:00,580,23.63,47.23,24.81,43.47,26.17,40.5,15.9,756.17,79.33,1.67,61.0,12.27,2016,5,27,9,4,False
2016-04-05 18:00:00,380,22.89,46.36,21.29,46.93,24.6,40.63,13.6,751.8,61.0,5.0,40.0,6.1,2016,4,5,18,1,False
2016-05-21 04:10:00,60,22.89,45.9,21.2,47.79,25.0,42.26,13.47,756.57,92.33,3.83,28.17,12.23,2016,5,21,4,5,False
2016-05-02 12:10:00,70,22.0,36.2,24.7,30.29,22.6,35.2,14.91,763.52,37.75,3.0,38.92,0.51,2016,5,2,12,0,False
2016-03-11 10:10:00,70,20.0,34.27,18.39,35.36,19.96,34.83,3.48,764.97,86.33,2.0,40.67,1.32,2016,3,11,10,4,False
2016-02-04 03:40:00,20,21.39,42.29,20.6,41.76,22.48,43.65,1.8,765.77,89.0,3.0,27.0,0.2,2016,2,4,3,3,False
2016-03-16 18:10:00,590,21.29,36.63,19.39,35.36,23.57,34.53,7.02,764.55,56.17,7.0,25.17,-1.17,2016,3,16,18,2,False
2016-04-20 10:50:00,60,21.5,39.49,24.29,33.27,22.1,37.23,9.45,767.8,66.17,5.83,40.0,3.38,2016,4,20,10,2,False
2016-04-05 10:50:00,70,22.1,42.47,20.24,44.27,23.82,38.2,10.93,750.05,84.17,2.83,28.17,8.28,2016,4,5,10,1,False
2016-04-27 14:10:00,60,20.89,36.03,20.29,34.76,21.39,35.16,7.8,752.77,67.83,6.0,40.0,2.25,2016,4,27,14,2,False
2016-01-13 22:50:00,30,19.5,42.13,18.96,41.07,21.07,44.99,3.12,755.98,86.33,5.83,38.17,0.98,2016,1,13,22,2,False
2016-02-20 09:40:00,40,19.23,41.23,17.7,43.0,20.39,38.4,8.07,754.3,97.0,6.0,58.67,7.67,2016,2,20,9,5,False
2016-05-19 01:20:00,50,23.39,41.29,21.0,43.7,24.5,39.5,8.1,749.17,95.33,2.67,28.67,7.43,2016,5,19,1,3,False
2016-03-29 17:30:00,350,22.5,42.53,21.2,41.13,22.79,38.36,11.9,751.35,57.0,6.0,34.0,3.55,2016,3,29,17,1,False
2016-03-19 18:00:00,110,21.43,36.03,19.6,37.56,22.1,34.4,6.9,762.1,68.0,4.0,24.0,1.4,2016,3,19,18,5,False
2016-02-20 04:50:00,50,19.23,38.0,17.5,39.79,20.5,37.5,5.75,754.28,95.5,9.17,61.67,5.08,2016,2,20,4,5,False
2016-03-02 08:00:00,230,20.0,40.16,18.39,40.9,20.6,38.7,6.5,745.9,83.0,9.0,40.0,3.7,2016,3,2,8,2,False
2016-04-16 16:10:00,300,22.39,45.8,21.29,43.64,25.2,39.83,10.52,747.63,71.17,4.67,40.0,5.43,2016,4,16,16,5,False
2016-05-14 23:20:00,50,24.2,34.47,21.5,35.73,24.0,34.79,6.67,760.33,73.33,2.67,40.0,2.13,2016,5,14,23,5,False
2016-02-12 20:30:00,100,22.17,38.43,20.6,38.4,21.5,38.86,2.35,741.3,83.0,2.5,40.0,-0.25,2016,2,12,20,4,False
2016-02-11 16:50:00,100,21.53,42.4,21.12,40.72,20.57,41.86,5.15,748.62,90.83,1.17,60.83,3.77,2016,2,11,16,3,False
2016-02-19 21:20:00,40,20.29,36.56,18.39,37.59,21.42,36.0,4.57,759.0,76.33,6.0,40.0,0.67,2016,2,19,21,4,False
2016-04-09 00:10:00,60,21.46,41.97,19.0,45.2,23.07,39.76,7.67,752.88,85.67,2.0,27.17,5.42,2016,4,9,0,5,False
2016-02-28 09:20:00,90,19.79,35.57,18.1,35.72,20.1,35.79,0.9,757.0,71.67,6.33,24.0,-3.67,2016,2,28,9,6,False
2016-03-28 10:50:00,210,21.5,41.0,19.82,43.66,22.39,38.2,8.65,739.68,90.5,11.17,59.17,7.12,2016,3,28,10,0,True
2016-03-16 20:40:00,140,22.7,36.83,20.23,37.29,23.5,35.59,4.93,765.3,63.0,5.33,22.67,-1.6,2016,3,16,20,2,False
2016-05-07 10:20:00,120,24.0,40.87,28.56,29.3,25.0,37.0,20.1,752.5,47.0,3.33,40.0,8.3,2016,5,7,10,5,False
2016-02-17 00:10:00,60,21.7,35.0,19.43,35.43,20.39,37.0,-3.12,768.25,88.67,1.17,63.83,-4.8,2016,2,17,0,2,False
2016-05-23 14:40:00,70,24.39,46.59,24.29,44.72,25.7,42.5,15.23,756.8,69.67,5.67,40.0,9.73,2016,5,23,14,0,False
2016-05-07 07:00:00,50,23.46,37.76,21.68,39.04,24.7,38.29,12.6,752.0,66.0,1.0,40.0,6.4,2016,5,7,7,5,False
2016-04-12 09:50:00,50,21.89,41.79,23.33,39.23,23.1,38.53,11.97,752.02,74.0,2.83,40.0,7.47,2016,4,12,9,1,False
2016-04-12 06:40:00,50,21.86,42.76,19.1,46.4,23.0,39.7,7.1,751.67,92.33,1.67,30.67,5.87,2016,4,12,6,1,False
2016-02-22 18:20:00,230,21.0,44.83,19.57,45.47,21.46,42.47,5.57,752.17,98.67,3.0,38.67,5.33,2016,2,22,18,0,False
2016-04-25 12:00:00,60,20.79,37.7,18.89,39.83,22.0,34.66,6.8,752.8,91.0,4.0,21.0,5.4,2016,4,25,12,0,False
2016-04-26 21:20:00,80,22.1,36.13,20.0,37.23,22.0,35.4,2.07,749.7,89.33,5.0,30.67,0.47,2016,4,26,21,1,False
2016-03-15 13:00:00,130,20.86,34.46,20.2,33.57,20.29,34.36,9.5,765.2,57.0,5.0,20.0,1.3,2016,3,15,13,1,False
2016-05-22 21:50:00,70,24.82,49.73,22.89,50.59,25.89,44.73,12.42,751.15,94.33,6.0,55.17,11.47,2016,5,22,21,6,False
2016-05-13 01:20:00,50,25.2,48.47,23.39,49.79,26.6,44.5,15.23,745.93,92.33,3.0,36.67,14.0,2016,5,13,1,4,False
2016-04-26 20:20:00,100,22.2,36.86,20.39,37.63,22.07,35.53,4.3,749.37,75.67,5.33,35.33,0.23,2016,4,26,20,1,False
2016-01-26 23:30:00,370,21.2,46.07,20.79,44.83,20.73,45.36,9.8,759.45,81.5,9.5,40.0,6.7,2016,1,26,23,1,False
2016-05-23 17:20:00,240,24.67,47.0,24.29,43.63,25.79,42.0,14.83,757.7,70.67,7.0,40.0,9.57,2016,5,23,17,0,False
2016-03-08 01:20:00,50,20.53,38.29,18.0,40.79,20.96,37.0,0.33,754.1,98.33,1.0,49.67,0.07,2016,3,8,1,1,False
2016-04-11 11:30:00,90,22.2,39.09,23.79,35.16,23.1,37.7,15.7,750.15,51.0,4.5,40.0,5.5,2016,4,11,11,0,False
2016-05-02 07:10:00,80,21.2,36.5,18.1,40.4,22.2,34.93,2.27,764.5,92.33,1.0,29.17,1.1,2016,5,2,7,0,False
2016-01-27 18:20:00,40,19.5,46.23,18.7,46.13,19.86,45.2,10.13,754.93,89.0,9.0,36.33,8.3,2016,1,27,18,2,False
2016-03-01 06:50:00,30,20.2,35.5,17.7,37.86,20.89,36.09,-0.72,761.55,98.0,2.0,30.5,-1.02,2016,3,1,6,1,False
2016-05-18 07:10:00,50,23.2,41.7,21.03,44.35,24.39,38.5,10.97,753.13,83.5,1.33,25.17,8.18,2016,5,18,7,2,False
2016-05-20 07:30:00,70,23.0,43.0,21.2,44.72,24.46,39.4,12.05,757.65,88.0,4.5,34.0,10.05,2016,5,20,7,4,False
2016-04-22 22:20:00,50,22.89,39.29,20.89,39.13,25.0,35.79,10.47,756.9,71.67,5.0,36.33,5.47,2016,4,22,22,4,False
2016-02-17 17:50:00,80,20.7,33.73,19.03,34.07,20.1,35.18,1.77,756.47,82.83,2.17,56.83,-0.85,2016,2,17,17,2,False
2016-01-22 08:50:00,80,18.5,38.7,17.39,38.47,18.76,39.07,-0.22,762.97,78.5,3.83,20.83,-3.62,2016,1,22,8,4,False
2016-02-07 10:00:00,30,21.39,48.37,20.5,44.06,21.79,44.01,7.0,744.7,85.0,6.0,40.0,4.7,2016,2,7,10,6,False
2016-04-18 04:00:00,30,21.5,38.5,17.89,43.0,22.39,37.13,0.8,760.6,98.0,1.0,23.0,0.5,2016,4,18,4,0,False
2016-02-22 01:20:00,50,21.89,44.33,20.6,44.29,22.0,44.0,9.8,753.07,86.0,7.33,40.0,7.53,2016,2,22,1,0,False
2016-02-02 12:50:00,50,21.82,47.42,21.36,45.26,22.39,45.5,8.35,756.67,95.0,5.83,62.83,7.63,2016,2,2,12,1,False
2016-03-26 06:10:00,60,21.7,37.36,18.0,42.93,23.2,37.7,3.83,757.17,85.67,4.0,23.67,1.67,2016,3,26,6,5,False
2016-03-19 14:20:00,100,21.39,37.0,19.2,39.03,23.7,35.9,6.53,762.47,70.33,3.67,24.33,1.5,2016,3,19,14,5,False
2016-02-04 20:00:00,100,23.2,46.5,22.73,43.66,22.6,44.98,8.1,764.4,89.0,2.0,40.0,6.4,2016,2,4,20,3,False
2016-03-03 16:20:00,70,21.5,36.19,20.0,36.4,20.5,37.32,7.53,749.0,64.67,4.67,40.0,1.3,2016,3,3,16,3,False
2016-05-01 18:10:00,440,22.79,37.6,21.5,34.33,22.7,34.9,13.63,765.5,38.33,4.0,40.0,-0.25,2016,5,1,18,6,True
2016-01-14 15:30:00,50,21.6,40.06,21.07,39.09,21.39,41.53,5.45,747.5,81.5,6.0,40.0,2.5,2016,1,14,15,3,False
2016-01-26 01:10:00,30,21.2,43.4,20.57,42.7,20.6,44.29,9.22,764.38,89.67,3.83,23.83,7.57,2016,1,26,1,1,False
2016-03-18 11:50:00,50,20.89,35.63,17.89,39.2,21.0,35.13,3.57,763.6,91.0,2.0,41.83,2.22,2016,3,18,11,4,False
2016-04-17 12:20:00,150,22.23,44.7,22.0,41.03,23.07,38.76,7.13,755.6,70.67,3.0,40.0,2.17,2016,4,17,12,6,False
2016-05-25 10:40:00,80,23.39,39.27,24.23,35.76,24.93,38.26,11.83,757.07,66.0,1.0,28.67,5.6,2016,5,25,10,2,False
2016-02-03 09:10:00,320,21.0,44.43,20.32,41.9,21.6,44.58,3.97,758.9,87.17,4.0,29.0,2.02,2016,2,3,9,2,False
2016-02-03 07:40:00,60,20.79,44.29,20.2,42.56,22.0,45.93,4.17,758.07,91.67,3.0,32.67,2.9,2016,2,3,7,2,False
2016-05-07 20:40:00,70,25.1,39.03,24.63,37.5,25.39,37.23,21.77,751.3,49.67,1.33,40.0,10.73,2016,5,7,20,5,False
2016-04-13 02:30:00,50,22.17,41.5,19.6,44.23,24.29,39.59,7.4,751.3,86.0,2.0,40.0,5.15,2016,4,13,2,2,False
2016-04-12 18:50:00,300,23.2,48.8,22.07,46.72,24.33,44.33,12.98,751.03,59.83,3.0,40.0,5.33,2016,4,12,18,1,False
2016-02-14 13:50:00,80,21.1,44.67,19.39,42.33,20.62,41.62,3.38,738.47,88.17,3.0,64.17,1.62,2016,2,14,13,6,False
2016-05-02 11:50:00,50,21.89,36.4,24.82,30.23,22.6,35.2,14.49,763.64,39.67,2.92,39.08,0.72,2016,5,2,11,0,False
2016-03-19 05:00:00,30,21.29,37.13,18.39,40.13,21.5,36.59,4.6,761.8,88.0,1.0,65.0,2.8,2016,3,19,5,5,False
2016-03-06 13:10:00,80,19.6,38.73,18.39,39.93,19.79,37.5,4.33,746.98,92.5,6.83,40.0,3.15,2016,3,6,13,6,False
2016-02-27 09:30:00,70,19.73,41.33,18.13,39.19,20.29,37.2,2.15,750.9,74.0,5.0,23.0,-2.1,2016,2,27,9,5,False
2016-05-19 20:50:00,90,23.6,41.13,22.54,40.36,24.29,38.47,15.63,756.93,67.17,3.0,26.67,9.58,2016,5,19,20,3,False
2016-02-12 15:40:00,110,21.23,39.99,19.7,39.32,22.2,40.0,5.93,740.57,66.0,5.0,40.0,-0.07,2016,2,12,15,4,False
2016-03-25 16:00:00,200,22.39,41.13,20.2,43.79,24.5,39.07,10.0,756.5,69.0,6.0,40.0,4.6,2016,3,25,16,4,False
2016-05-04 11:40:00,80,22.5,32.19,25.5,25.39,22.53,32.33,13.97,766.77,47.0,3.0,40.0,2.77,2016,5,4,11,2,False
2016-05-07 05:50:00,50,23.6,37.7,21.5,39.2,24.7,38.29,11.4,751.9,66.5,1.83,40.0,5.37,2016,5,7,5,5,False
2016-05-05 19:20:00,110,24.2,33.56,23.7,30.57,23.6,34.33,18.63,758.1,37.67,3.67,40.0,3.6,2016,5,5,19,3,True
2016-01-21 02:50:00,60,19.0,38.7,18.2,38.29,18.7,40.0,-1.0,762.28,91.5,1.17,58.5,-2.23,2016,1,21,2,3,False
2016-03-03 00:10:00,50,21.6,37.5,20.0,36.9,20.7,38.5,1.63,744.63,93.17,4.17,40.0,0.62,2016,3,3,0,3,False
2016-02-26 22:50:00,40,21.23,36.59,19.89,36.76,20.7,36.93,3.02,751.05,80.0,2.0,21.83,-0.17,2016,2,26,22,4,False
2016-05-12 07:50:00,70,24.79,47.16,23.85,48.22,26.06,43.4,12.83,744.3,99.0,1.0,36.67,12.65,2016,5,12,7,3,False
2016-01-30 01:10:00,40,19.79,43.79,19.15,43.34,20.0,44.7,9.05,759.47,82.67,10.0,37.67,6.17,2016,1,30,1,5,False
2016-04-30 18:50:00,70,21.89,39.97,20.39,40.23,24.07,36.86,9.62,760.93,67.0,6.0,40.0,3.7,2016,4,30,18,5,False
2016-01-27 10:30:00,20,19.7,46.2,19.1,45.4,19.96,45.0,10.0,757.55,89.0,10.0,37.0,8.25,2016,1,27,10,2,False
2016-04-29 11:50:00,470,20.1,37.57,18.32,39.5,21.99,35.1,7.17,755.27,90.5,4.17,27.5,5.7,2016,4,29,11,4,False
2016-04-29 11:20:00,60,20.13,37.16,18.1,39.59,21.93,34.16,7.37,755.17,86.0,4.67,23.0,5.1,2016,4,29,11,4,False
2016-01-27 03:50:00,40,20.5,44.26,19.79,43.7,20.0,43.33,10.1,758.25,80.83,10.0,40.0,6.95,2016,1,27,3,2,False
2016-01-25 10:40:00,50,19.79,44.16,19.17,43.93,20.1,44.2,10.03,763.4,73.67,3.67,40.0,5.33,2016,1,25,10,0,False
2016-02-25 07:30:00,40,20.29,38.49,18.2,39.83,20.7,39.66,-0.6,756.0,95.5,1.5,62.0,-1.25,2016,2,25,7,3,False
2016-01-13 05:10:00,50,18.89,44.2,18.29,44.0,19.89,45.09,5.17,752.05,90.0,7.83,22.17,3.57,2016,1,13,5,2,False
2016-01-21 17:30:00,20,19.79,37.2,19.0,36.73,18.6,38.23,1.3,764.5,73.5,1.0,65.0,-3.0,2016,1,21,17,3,False
2016-04-27 19:10:00,100,21.93,35.93,20.02,36.4,21.62,34.72,7.77,754.2,64.0,2.83,40.0,1.28,2016,4,27,19,2,False
2016-01-13 13:10:00,20,19.1,42.09,18.5,41.29,19.29,43.13,5.73,757.68,76.83,5.0,28.67,1.9,2016,1,13,13,2,False
2016-05-22 16:00:00,90,24.7,52.16,24.1,51.23,26.39,45.59,16.2,750.2,90.0,3.0,27.0,14.6,2016,5,22,16,6,False
2016-05-15 01:20:00,50,23.89,35.06,20.97,37.03,24.13,35.32,4.8,760.7,83.33,2.0,40.0,2.13,2016,5,15,1,6,True
2016-04-14 22:40:00,60,22.7,41.34,20.89,42.7,23.39,39.73,12.93,751.1,71.67,3.33,40.0,7.93,2016,4,14,22,3,False
2016-03-25 04:50:00,50,21.29,39.5,18.7,43.0,22.39,39.0,6.27,753.97,95.33,5.0,38.67,5.6,2016,3,25,4,4,False
2016-03-04 08:40:00,50,20.5,38.16,18.6,38.92,20.6,37.9,4.04,740.08,91.76,5.71,53.0,2.8,2016,3,4,8,4,False
2016-04-17 11:40:00,100,22.0,47.09,22.26,43.12,23.1,38.9,7.83,755.33,72.67,4.0,40.0,3.23,2016,4,17,11,6,False
2016-05-19 05:10:00,80,23.0,40.96,20.39,43.9,24.36,39.13,7.92,749.67,96.17,2.0,22.0,7.33,2016,5,19,5,3,False
2016-03-01 10:10:00,40,19.89,35.73,18.0,36.97,20.29,34.7,2.03,759.85,86.0,6.0,61.67,-0.13,2016,3,1,10,1,False
2016-04-05 22:30:00,50,22.89,41.53,20.13,45.2,24.6,38.7,8.55,753.9,81.5,3.0,40.0,5.6,2016,4,5,22,1,False
2016-04-23 19:30:00,110,23.1,38.96,20.82,38.63,23.67,33.79,7.4,758.0,54.5,7.5,40.0,-1.4,2016,4,23,19,5,False
2016-03-28 09:40:00,140,21.46,40.66,18.79,44.97,22.39,37.79,8.8,739.23,81.0,12.33,36.0,5.7,2016,3,28,9,0,True
2016-01-27 22:00:00,50,19.23,46.83,18.5,46.7,19.79,45.29,9.8,755.2,94.0,8.0,61.0,8.8,2016,1,27,22,2,False
2016-01-26 19:20:00,40,19.7,45.09,18.89,44.59,20.39,44.0,9.8,760.0,75.33,9.0,40.0,5.67,2016,1,26,19,1,False
2016-04-07 06:50:00,120,20.79,40.93,17.79,44.7,23.0,39.43,4.0,751.77,90.17,4.83,40.0,2.53,2016,4,7,6,3,False
2016-04-09 12:00:00,80,21.29,42.26,21.26,39.13,22.1,37.83,11.0,750.2,65.0,6.0,29.0,4.6,2016,4,9,12,5,False
2016-04-24 18:50:00,100,22.1,35.93,19.89,37.2,22.5,33.86,7.47,757.55,64.33,5.17,40.0,1.12,2016,4,24,18,6,False
2016-03-21 04:50:00,60,21.5,37.43,18.39,41.63,22.2,37.0,4.63,760.93,96.67,1.0,51.33,4.18,2016,3,21,4,0,False
2016-03-26 16:10:00,50,22.0,41.5,20.79,42.09,23.39,38.29,12.95,752.65,73.5,7.67,40.0,8.23,2016,3,26,16,5,False
2016-03-31 21:10:00,40,22.79,39.47,21.0,40.93,22.17,38.4,6.68,755.25,88.5,4.0,26.67,4.9,2016,3,31,21,3,False
2016-04-10 15:50:00,60,23.1,38.2,22.89,36.29,22.73,38.16,14.13,751.78,53.33,4.17,40.0,4.77,2016,4,10,15,6,False
2016-02-17 17:30:00,70,20.7,33.76,19.1,34.06,20.1,35.2,2.1,756.6,80.5,2.5,42.5,-0.95,2016,2,17,17,2,False
2016-04-13 01:20:00,50,22.29,41.79,19.89,44.16,24.57,40.0,7.9,751.5,84.33,2.0,40.0,5.37,2016,4,13,1,2,False
2016-02-01 23:20:00,50,23.17,45.09,22.23,44.09,23.29,45.16,10.13,759.73,94.33,9.0,63.0,9.27,2016,2,1,23,0,False
2016-04-23 14:50:00,110,22.82,38.36,21.79,35.86,24.46,34.76,10.4,757.0,48.17,5.67,40.0,-0.1,2016,4,23,14,5,False
2016-01-26 10:10:00,40,20.03,45.23,19.2,44.86,20.5,44.4,9.42,762.55,93.5,5.17,61.5,8.43,2016,1,26,10,1,False
2016-02-02 23:40:00,70,21.96,44.63,21.39,42.79,21.61,45.41,5.57,758.5,85.33,5.67,36.0,3.23,2016,2,2,23,1,False
2016-04-28 18:10:00,560,21.17,33.83,19.93,31.53,22.29,36.8,10.05,756.12,45.17,4.17,40.0,-1.33,2016,4,28,18,3,False
2016-01-31 22:00:00,100,22.89,46.4,21.89,45.47,21.89,46.79,11.7,754.3,93.0,8.0,22.0,10.6,2016,1,31,22,6,False
2016-01-14 09:30:00,180,18.53,43.4,18.02,42.12,19.29,42.4,1.6,749.1,96.5,4.5,37.5,1.1,2016,1,14,9,3,False
2016-04-09 03:40:00,60,21.0,41.0,18.2,45.13,23.1,39.9,4.13,752.03,92.33,2.0,22.0,2.97,2016,4,9,3,5,False
2016-02-12 11:50:00,680,20.29,39.33,19.6,38.36,20.53,40.33,4.65,743.1,75.67,5.17,40.0,0.67,2016,2,12,11,4,False
2016-02-08 17:00:00,120,21.67,42.59,21.15,41.1,24.36,42.47,7.9,741.0,75.0,12.0,65.0,3.7,2016,2,8,17,0,False
2016-01-18 21:30:00,280,20.67,40.27,19.6,40.03,21.26,45.4,-3.5,756.7,84.5,2.0,22.0,-5.8,2016,1,18,21,0,False
2016-05-05 22:20:00,70,23.82,34.59,22.5,33.97,23.6,35.29,13.33,757.6,61.67,2.0,40.0,5.97,2016,5,5,22,3,True
2016-04-02 07:30:00,30,21.0,39.09,18.5,43.13,21.82,37.43,6.8,758.0,87.5,1.0,42.5,4.85,2016,4,2,7,5,False
2016-01-26 08:50:00,20,20.1,45.16,19.29,44.59,20.5,44.23,9.05,762.95,94.0,3.83,62.0,8.15,2016,1,26,8,1,False
2016-04-02 09:00:00,50,21.0,39.33,18.63,43.0,21.79,37.4,7.1,757.9,85.0,1.0,64.0,4.8,2016,4,2,9,5,False
2016-03-29 10:10:00,80,21.79,38.53,19.79,41.36,22.79,37.2,7.52,750.38,75.17,7.83,40.0,3.43,2016,3,29,10,1,False
2016-02-12 00:30:00,60,22.1,41.5,21.2,40.59,21.5,42.59,3.0,747.95,95.0,2.5,23.0,2.25,2016,2,12,0,4,False
2016-03-07 14:00:00,270,20.93,40.36,19.5,38.63,22.26,39.47,3.8,749.1,81.0,4.0,40.0,0.8,2016,3,7,14,0,False
2016-01-19 18:50:00,120,19.0,38.97,17.6,39.72,18.73,38.7,-2.58,757.87,87.17,1.0,56.67,-4.42,2016,1,19,18,1,False
2016-01-30 17:40:00,590,21.1,43.83,20.6,41.7,21.86,47.73,5.6,752.97,80.0,5.33,40.0,2.37,2016,1,30,17,5,False
2016-02-04 20:30:00,100,23.2,45.1,22.63,43.13,22.5,44.6,7.35,764.6,90.0,2.0,34.0,5.8,2016,2,4,20,3,False
2016-02-08 16:50:00,120,21.6,42.66,21.07,41.29,24.53,42.77,7.92,740.85,73.83,11.83,60.83,3.48,2016,2,8,16,0,False
2016-02-15 22:10:00,70,21.73,38.29,20.1,38.93,20.96,38.4,-0.18,767.13,90.17,1.17,40.0,-1.57,2016,2,15,22,0,False
2016-04-04 16:30:00,450,23.32,49.76,22.29,46.23,26.63,40.73,14.95,749.05,56.5,6.0,40.0,6.4,2016,4,4,16,0,False
2016-01-30 22:10:00,70,22.2,42.53,21.63,41.57,21.1,44.46,3.33,754.62,84.67,5.0,28.83,0.93,2016,1,30,22,5,False
