row_id,municipio,censal_area,month,mean_temperature_c,household_income_index,building_type,avg_household_size,current_heating_source,distance_to_gas_network_m,competitor_price_delta_pct,marketing_touches,referral_lead,potential_daily_consumption_m3,potential_daily_revenue_eur,signed_contract
20240226_rv_centro,rincon_de_la_victoria,rv_centro,2,12.2,58,apartment,2.6,electric,150,-3.4,6,0,2.33,1.87,1
20240226_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,2,9.9,52,apartment,2.8,butane_lpg,650,6.1,3,0,3.08,2.58,0
20240226_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,2,13.4,72,detached_house,3.0,electric,900,16.9,4,0,1.97,1.51,0
20240226_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,2,14.4,44,terraced_house,3.2,none,1800,24.3,1,0,2.93,2.25,0
20240226_me_casco_historico,miranda_de_ebro,me_casco_historico,2,6.1,48,apartment,2.4,diesel,120,5.7,0,0,3.74,2.66,0
20240226_me_ircio,miranda_de_ebro,me_ircio,2,4.3,55,apartment,2.7,electric,400,12.3,3,0,3.88,2.96,0
20240226_me_industrial_norte,miranda_de_ebro,me_industrial_norte,2,-0.2,40,terraced_house,3.1,diesel,700,-5.6,2,1,7.3,5.84,0
20240226_me_bayas,miranda_de_ebro,me_bayas,2,2.0,50,detached_house,3.4,butane_lpg,1600,11.6,0,0,5.39,4.3,0
20240227_rv_centro,rincon_de_la_victoria,rv_centro,2,12.4,58,apartment,2.6,electric,150,4.5,4,0,2.5,1.96,1
20240227_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,2,15.4,52,apartment,2.8,butane_lpg,650,3.2,0,0,1.74,1.37,0
20240227_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,2,11.4,72,detached_house,3.0,electric,900,19.8,2,0,3.15,2.63,0
20240227_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,2,12.5,44,terraced_house,3.2,none,1800,5.3,2,0,2.22,1.66,0
20240227_me_casco_historico,miranda_de_ebro,me_casco_historico,2,0.8,48,apartment,2.4,diesel,120,15.9,0,0,4.84,3.8,1
20240227_me_ircio,miranda_de_ebro,me_ircio,2,0.5,55,apartment,2.7,electric,400,14.2,3,0,4.94,3.85,0
20240227_me_industrial_norte,miranda_de_ebro,me_industrial_norte,2,2.5,40,terraced_house,3.1,diesel,700,9.7,2,0,5.54,4.05,0
20240227_me_bayas,miranda_de_ebro,me_bayas,2,5.0,50,detached_house,3.4,butane_lpg,1600,8.0,0,1,5.99,4.57,0
20240228_rv_centro,rincon_de_la_victoria,rv_centro,2,11.1,58,apartment,2.6,electric,150,-1.1,1,0,2.12,1.57,0
20240228_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,2,12.2,52,apartment,2.8,butane_lpg,650,17.9,2,0,2.87,2.29,0
20240228_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,2,12.1,72,detached_house,3.0,electric,900,5.8,0,0,2.96,2.33,0
20240228_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,2,13.4,44,terraced_house,3.2,none,1800,3.4,4,0,2.65,2.02,0
20240228_me_casco_historico,miranda_de_ebro,me_casco_historico,2,1.6,48,apartment,2.4,diesel,120,-11.5,3,0,4.96,4.08,0
20240228_me_ircio,miranda_de_ebro,me_ircio,2,5.0,55,apartment,2.7,electric,400,-2.1,4,0,4.48,3.45,1
20240228_me_industrial_norte,miranda_de_ebro,me_industrial_norte,2,6.4,40,terraced_house,3.1,diesel,700,6.9,4,0,3.88,2.87,0
20240228_me_bayas,miranda_de_ebro,me_bayas,2,2.4,50,detached_house,3.4,butane_lpg,1600,-7.3,5,0,8.23,6.36,0
20240229_rv_centro,rincon_de_la_victoria,rv_centro,2,10.9,58,apartment,2.6,electric,150,-2.6,1,1,2.97,2.36,0
20240229_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,2,11.1,52,apartment,2.8,butane_lpg,650,-8.3,2,0,3.02,2.43,0
20240229_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,2,11.1,72,detached_house,3.0,electric,900,-5.2,2,0,3.86,2.94,0
20240229_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,2,12.4,44,terraced_house,3.2,none,1800,2.0,5,0,3.85,2.95,0
20240229_me_casco_historico,miranda_de_ebro,me_casco_historico,2,3.1,48,apartment,2.4,diesel,120,0.1,0,0,4.11,3.2,0
20240229_me_ircio,miranda_de_ebro,me_ircio,2,3.7,55,apartment,2.7,electric,400,25.6,2,0,4.42,3.57,0
20240229_me_industrial_norte,miranda_de_ebro,me_industrial_norte,2,1.5,40,terraced_house,3.1,diesel,700,15.8,1,0,7.35,5.74,0
20240229_me_bayas,miranda_de_ebro,me_bayas,2,2.4,50,detached_house,3.4,butane_lpg,1600,9.4,3,0,9.82,8.07,0
20240301_rv_centro,rincon_de_la_victoria,rv_centro,3,11.5,58,apartment,2.6,electric,150,17.0,1,0,2.57,1.94,0
20240301_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,3,12.0,52,apartment,2.8,butane_lpg,650,10.0,1,0,2.71,2.14,0
20240301_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,3,12.8,72,detached_house,3.0,electric,900,-5.5,6,0,3.15,2.44,0
20240301_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,3,12.1,44,terraced_house,3.2,none,1800,24.4,2,0,3.33,2.53,0
20240301_me_casco_historico,miranda_de_ebro,me_casco_historico,3,4.5,48,apartment,2.4,diesel,120,-14.3,3,0,4.75,3.88,0
20240301_me_ircio,miranda_de_ebro,me_ircio,3,3.7,55,apartment,2.7,electric,400,12.5,3,0,3.58,2.79,0
20240301_me_industrial_norte,miranda_de_ebro,me_industrial_norte,3,4.4,40,terraced_house,3.1,diesel,700,-2.8,1,0,5.74,4.31,0
20240301_me_bayas,miranda_de_ebro,me_bayas,3,5.5,50,detached_house,3.4,butane_lpg,1600,1.3,3,0,5.3,4.11,0
20240302_rv_centro,rincon_de_la_victoria,rv_centro,3,14.0,58,apartment,2.6,electric,150,-1.1,4,0,2.17,1.74,0
20240302_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,3,12.4,52,apartment,2.8,butane_lpg,650,7.3,2,0,2.58,2.08,0
20240302_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,3,13.6,72,detached_house,3.0,electric,900,1.7,4,0,2.37,1.84,0
20240302_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,3,14.2,44,terraced_house,3.2,none,1800,7.7,2,0,2.51,1.92,0
20240302_me_casco_historico,miranda_de_ebro,me_casco_historico,3,3.8,48,apartment,2.4,diesel,120,-6.5,0,0,4.35,3.4,0
20240302_me_ircio,miranda_de_ebro,me_ircio,3,3.8,55,apartment,2.7,electric,400,3.7,1,0,3.75,3.03,0
20240302_me_industrial_norte,miranda_de_ebro,me_industrial_norte,3,3.6,40,terraced_house,3.1,diesel,700,-3.7,2,0,6.11,4.92,0
20240302_me_bayas,miranda_de_ebro,me_bayas,3,2.6,50,detached_house,3.4,butane_lpg,1600,19.1,4,0,8.66,6.73,0
20240303_rv_centro,rincon_de_la_victoria,rv_centro,3,15.2,58,apartment,2.6,electric,150,1.0,1,0,1.55,1.26,0
20240303_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,3,12.9,52,apartment,2.8,butane_lpg,650,-4.5,3,0,2.62,2.09,1
20240303_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,3,12.6,72,detached_house,3.0,electric,900,12.0,5,0,2.61,2.07,1
20240303_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,3,14.9,44,terraced_house,3.2,none,1800,6.6,1,0,2.63,2.09,0
20240303_me_casco_historico,miranda_de_ebro,me_casco_historico,3,3.6,48,apartment,2.4,diesel,120,-2.0,0,0,4.3,3.37,1
20240303_me_ircio,miranda_de_ebro,me_ircio,3,4.4,55,apartment,2.7,electric,400,-13.1,1,0,3.73,2.99,1
20240303_me_industrial_norte,miranda_de_ebro,me_industrial_norte,3,4.3,40,terraced_house,3.1,diesel,700,-13.3,6,0,6.15,5.01,0
20240303_me_bayas,miranda_de_ebro,me_bayas,3,2.6,50,detached_house,3.4,butane_lpg,1600,20.1,0,0,7.54,5.77,0
20240304_rv_centro,rincon_de_la_victoria,rv_centro,3,16.0,58,apartment,2.6,electric,150,8.8,2,0,1.79,1.33,1
20240304_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,3,12.4,52,apartment,2.8,butane_lpg,650,-6.2,3,0,2.49,1.96,1
20240304_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,3,10.7,72,detached_house,3.0,electric,900,11.0,1,0,3.74,2.93,1
20240304_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,3,13.2,44,terraced_house,3.2,none,1800,21.1,4,0,3.79,2.89,0
20240304_me_casco_historico,miranda_de_ebro,me_casco_historico,3,3.7,48,apartment,2.4,diesel,120,4.0,4,0,5.59,3.97,1
20240304_me_ircio,miranda_de_ebro,me_ircio,3,3.2,55,apartment,2.7,electric,400,8.8,3,0,4.61,3.63,0
20240304_me_industrial_norte,miranda_de_ebro,me_industrial_norte,3,5.8,40,terraced_house,3.1,diesel,700,7.9,1,0,3.98,3.27,0
20240304_me_bayas,miranda_de_ebro,me_bayas,3,4.1,50,detached_house,3.4,butane_lpg,1600,6.9,0,0,6.6,4.73,0
20240305_rv_centro,rincon_de_la_victoria,rv_centro,3,14.9,58,apartment,2.6,electric,150,-8.0,5,0,2.27,1.71,0
20240305_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,3,14.0,52,apartment,2.8,butane_lpg,650,-6.4,0,0,1.78,1.31,0
20240305_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,3,12.2,72,detached_house,3.0,electric,900,-6.4,2,0,2.94,2.24,0
20240305_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,3,14.2,44,terraced_house,3.2,none,1800,11.6,4,0,3.16,2.39,0
20240305_me_casco_historico,miranda_de_ebro,me_casco_historico,3,4.7,48,apartment,2.4,diesel,120,3.6,2,0,5.29,4.32,0
20240305_me_ircio,miranda_de_ebro,me_ircio,3,4.6,55,apartment,2.7,electric,400,13.1,3,0,3.55,2.82,0
20240305_me_industrial_norte,miranda_de_ebro,me_industrial_norte,3,5.5,40,terraced_house,3.1,diesel,700,-10.6,3,0,4.26,3.36,0
20240305_me_bayas,miranda_de_ebro,me_bayas,3,1.5,50,detached_house,3.4,butane_lpg,1600,4.4,6,0,9.59,7.6,0
20240306_rv_centro,rincon_de_la_victoria,rv_centro,3,12.2,58,apartment,2.6,electric,150,-4.3,3,0,2.31,1.81,0
20240306_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,3,15.4,52,apartment,2.8,butane_lpg,650,1.4,4,0,1.91,1.49,0
20240306_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,3,13.9,72,detached_house,3.0,electric,900,11.3,3,0,1.86,1.46,0
20240306_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,3,13.1,44,terraced_house,3.2,none,1800,-15.9,1,0,2.83,2.06,0
20240306_me_casco_historico,miranda_de_ebro,me_casco_historico,3,3.1,48,apartment,2.4,diesel,120,-0.7,2,0,4.08,3.14,0
20240306_me_ircio,miranda_de_ebro,me_ircio,3,5.4,55,apartment,2.7,electric,400,7.8,1,0,4.3,3.45,0
20240306_me_industrial_norte,miranda_de_ebro,me_industrial_norte,3,3.0,40,terraced_house,3.1,diesel,700,4.9,1,0,5.62,4.42,0
20240306_me_bayas,miranda_de_ebro,me_bayas,3,7.3,50,detached_house,3.4,butane_lpg,1600,-8.0,4,0,5.43,4.23,0
20240307_rv_centro,rincon_de_la_victoria,rv_centro,3,12.8,58,apartment,2.6,electric,150,2.8,0,0,2.66,2.0,0
20240307_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,3,15.3,52,apartment,2.8,butane_lpg,650,-4.2,2,0,1.58,1.25,0
20240307_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,3,12.7,72,detached_house,3.0,electric,900,13.5,2,0,2.89,2.23,0
20240307_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,3,11.2,44,terraced_house,3.2,none,1800,-2.4,1,0,2.87,2.12,0
20240307_me_casco_historico,miranda_de_ebro,me_casco_historico,3,4.9,48,apartment,2.4,diesel,120,-8.9,2,0,4.84,3.75,0
20240307_me_ircio,miranda_de_ebro,me_ircio,3,2.2,55,apartment,2.7,electric,400,7.9,5,0,4.16,3.27,0
20240307_me_industrial_norte,miranda_de_ebro,me_industrial_norte,3,4.0,40,terraced_house,3.1,diesel,700,0.6,4,0,6.58,5.29,0
20240307_me_bayas,miranda_de_ebro,me_bayas,3,3.5,50,detached_house,3.4,butane_lpg,1600,-8.4,2,0,6.75,5.29,0
20240308_rv_centro,rincon_de_la_victoria,rv_centro,3,14.4,58,apartment,2.6,electric,150,23.7,4,0,2.28,1.8,0
20240308_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,3,12.0,52,apartment,2.8,butane_lpg,650,-3.4,0,0,3.5,2.72,0
20240308_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,3,13.1,72,detached_house,3.0,electric,900,-8.1,0,1,2.94,2.13,0
20240308_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,3,14.4,44,terraced_house,3.2,none,1800,4.4,1,0,2.17,1.65,0
20240308_me_casco_historico,miranda_de_ebro,me_casco_historico,3,5.7,48,apartment,2.4,diesel,120,-9.1,5,0,3.72,2.97,1
20240308_me_ircio,miranda_de_ebro,me_ircio,3,3.6,55,apartment,2.7,electric,400,15.3,2,0,3.16,2.51,1
20240308_me_industrial_norte,miranda_de_ebro,me_industrial_norte,3,2.8,40,terraced_house,3.1,diesel,700,13.8,2,0,6.69,4.93,0
20240308_me_bayas,miranda_de_ebro,me_bayas,3,4.0,50,detached_house,3.4,butane_lpg,1600,-4.9,2,0,5.51,4.23,0
20240309_rv_centro,rincon_de_la_victoria,rv_centro,3,12.7,58,apartment,2.6,electric,150,6.1,3,0,2.4,1.87,0
20240309_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,3,14.5,52,apartment,2.8,butane_lpg,650,-1.3,2,0,1.67,1.31,0
20240309_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,3,12.3,72,detached_house,3.0,electric,900,-1.4,2,0,3.44,2.76,0
20240309_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,3,15.1,44,terraced_house,3.2,none,1800,20.9,2,0,2.14,1.78,0
20240309_me_casco_historico,miranda_de_ebro,me_casco_historico,3,2.4,48,apartment,2.4,diesel,120,-2.4,2,0,3.93,3.06,0
20240309_me_ircio,miranda_de_ebro,me_ircio,3,7.2,55,apartment,2.7,electric,400,16.2,2,0,5.7,4.41,0
20240309_me_industrial_norte,miranda_de_ebro,me_industrial_norte,3,3.5,40,terraced_house,3.1,diesel,700,5.4,4,0,5.28,4.3,0
20240309_me_bayas,miranda_de_ebro,me_bayas,3,5.7,50,detached_house,3.4,butane_lpg,1600,-6.9,0,0,6.74,5.12,0
20240310_rv_centro,rincon_de_la_victoria,rv_centro,3,11.7,58,apartment,2.6,electric,150,8.5,1,0,1.9,1.51,0
20240310_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,3,14.7,52,apartment,2.8,butane_lpg,650,2.4,4,0,2.05,1.65,0
20240310_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,3,11.7,72,detached_house,3.0,electric,900,8.6,4,0,3.94,3.21,1
20240310_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,3,12.8,44,terraced_house,3.2,none,1800,25.0,2,0,3.11,2.32,0
20240310_me_casco_historico,miranda_de_ebro,me_casco_historico,3,5.3,48,apartment,2.4,diesel,120,-8.1,6,0,3.88,2.98,1
20240310_me_ircio,miranda_de_ebro,me_ircio,3,4.9,55,apartment,2.7,electric,400,11.2,1,0,4.29,3.39,0
20240310_me_industrial_norte,miranda_de_ebro,me_industrial_norte,3,4.2,40,terraced_house,3.1,diesel,700,-7.0,5,0,5.27,4.09,1
20240310_me_bayas,miranda_de_ebro,me_bayas,3,3.3,50,detached_house,3.4,butane_lpg,1600,-14.3,1,0,6.49,4.77,0
20240311_rv_centro,rincon_de_la_victoria,rv_centro,3,13.6,58,apartment,2.6,electric,150,-0.3,2,1,2.34,1.85,0
20240311_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,3,14.7,52,apartment,2.8,butane_lpg,650,11.8,1,0,1.87,1.44,0
20240311_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,3,13.7,72,detached_house,3.0,electric,900,5.4,2,0,2.97,2.46,0
20240311_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,3,14.2,44,terraced_house,3.2,none,1800,-2.5,0,0,2.66,2.08,0
20240311_me_casco_historico,miranda_de_ebro,me_casco_historico,3,5.8,48,apartment,2.4,diesel,120,-0.3,1,0,4.95,3.89,0
20240311_me_ircio,miranda_de_ebro,me_ircio,3,5.5,55,apartment,2.7,electric,400,-6.8,0,1,3.45,2.8,1
20240311_me_industrial_norte,miranda_de_ebro,me_industrial_norte,3,5.0,40,terraced_house,3.1,diesel,700,4.8,2,0,4.68,3.44,0
20240311_me_bayas,miranda_de_ebro,me_bayas,3,4.1,50,detached_house,3.4,butane_lpg,1600,-2.0,4,0,4.92,3.86,0
20240312_rv_centro,rincon_de_la_victoria,rv_centro,3,13.9,58,apartment,2.6,electric,150,1.9,5,0,2.12,1.67,0
20240312_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,3,12.5,52,apartment,2.8,butane_lpg,650,12.7,0,0,2.36,1.84,1
20240312_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,3,14.7,72,detached_house,3.0,electric,900,4.3,1,0,2.25,1.81,0
20240312_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,3,15.9,44,terraced_house,3.2,none,1800,0.1,2,1,1.81,1.47,0
20240312_me_casco_historico,miranda_de_ebro,me_casco_historico,3,5.6,48,apartment,2.4,diesel,120,7.1,3,0,3.74,2.87,1
20240312_me_ircio,miranda_de_ebro,me_ircio,3,4.4,55,apartment,2.7,electric,400,6.5,2,0,4.02,3.22,1
20240312_me_industrial_norte,miranda_de_ebro,me_industrial_norte,3,5.6,40,terraced_house,3.1,diesel,700,1.7,4,0,5.58,4.26,0
20240312_me_bayas,miranda_de_ebro,me_bayas,3,5.0,50,detached_house,3.4,butane_lpg,1600,-13.1,3,0,7.87,6.57,0
20240313_rv_centro,rincon_de_la_victoria,rv_centro,3,15.2,58,apartment,2.6,electric,150,26.7,3,0,1.5,1.17,1
20240313_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,3,13.1,52,apartment,2.8,butane_lpg,650,4.5,2,0,3.21,2.61,0
20240313_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,3,16.3,72,detached_house,3.0,electric,900,8.0,1,0,2.11,1.67,0
20240313_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,3,15.4,44,terraced_house,3.2,none,1800,-0.6,1,0,1.99,1.53,0
20240313_me_casco_historico,miranda_de_ebro,me_casco_historico,3,5.1,48,apartment,2.4,diesel,120,-0.3,1,0,4.04,2.95,0
20240313_me_ircio,miranda_de_ebro,me_ircio,3,6.5,55,apartment,2.7,electric,400,-6.9,3,0,3.91,3.3,0
20240313_me_industrial_norte,miranda_de_ebro,me_industrial_norte,3,5.2,40,terraced_house,3.1,diesel,700,8.8,1,1,5.36,4.38,1
20240313_me_bayas,miranda_de_ebro,me_bayas,3,2.6,50,detached_house,3.4,butane_lpg,1600,2.0,2,0,6.58,4.81,0
20240314_rv_centro,rincon_de_la_victoria,rv_centro,3,13.5,58,apartment,2.6,electric,150,-15.1,4,0,1.86,1.41,1
20240314_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,3,13.9,52,apartment,2.8,butane_lpg,650,-2.7,1,0,2.09,1.72,0
20240314_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,3,14.7,72,detached_house,3.0,electric,900,14.6,2,0,2.33,1.78,0
20240314_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,3,11.8,44,terraced_house,3.2,none,1800,-2.8,2,0,3.44,2.54,0
20240314_me_casco_historico,miranda_de_ebro,me_casco_historico,3,7.2,48,apartment,2.4,diesel,120,7.8,2,0,4.13,3.18,0
20240314_me_ircio,miranda_de_ebro,me_ircio,3,5.5,55,apartment,2.7,electric,400,6.4,4,0,4.06,3.26,0
20240314_me_industrial_norte,miranda_de_ebro,me_industrial_norte,3,6.1,40,terraced_house,3.1,diesel,700,6.2,3,0,5.54,4.33,0
20240314_me_bayas,miranda_de_ebro,me_bayas,3,7.0,50,detached_house,3.4,butane_lpg,1600,3.8,2,0,6.17,4.87,0
20240315_rv_centro,rincon_de_la_victoria,rv_centro,3,12.2,58,apartment,2.6,electric,150,-0.5,2,0,2.34,1.84,1
20240315_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,3,12.3,52,apartment,2.8,butane_lpg,650,13.1,2,0,2.19,1.74,1
20240315_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,3,12.1,72,detached_house,3.0,electric,900,-18.7,2,0,2.81,2.16,0
20240315_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,3,15.0,44,terraced_house,3.2,none,1800,13.2,0,0,2.26,1.78,0
20240315_me_casco_historico,miranda_de_ebro,me_casco_historico,3,3.6,48,apartment,2.4,diesel,120,17.8,2,0,4.23,3.13,1
20240315_me_ircio,miranda_de_ebro,me_ircio,3,4.9,55,apartment,2.7,electric,400,2.5,4,0,4.06,3.03,0
20240315_me_industrial_norte,miranda_de_ebro,me_industrial_norte,3,5.8,40,terraced_house,3.1,diesel,700,23.5,3,0,5.44,4.09,0
20240315_me_bayas,miranda_de_ebro,me_bayas,3,7.7,50,detached_house,3.4,butane_lpg,1600,-9.3,2,0,5.99,4.75,1
20240316_rv_centro,rincon_de_la_victoria,rv_centro,3,17.1,58,apartment,2.6,electric,150,-3.2,1,0,1.16,0.86,0
20240316_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,3,15.3,52,apartment,2.8,butane_lpg,650,-11.8,1,0,1.74,1.34,0
20240316_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,3,14.2,72,detached_house,3.0,electric,900,14.2,0,0,1.81,1.45,0
20240316_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,3,15.5,44,terraced_house,3.2,none,1800,-0.3,6,0,2.09,1.58,0
20240316_me_casco_historico,miranda_de_ebro,me_casco_historico,3,5.8,48,apartment,2.4,diesel,120,4.5,3,0,2.74,2.13,1
20240316_me_ircio,miranda_de_ebro,me_ircio,3,6.3,55,apartment,2.7,electric,400,15.1,1,0,3.64,2.72,0
20240316_me_industrial_norte,miranda_de_ebro,me_industrial_norte,3,6.7,40,terraced_house,3.1,diesel,700,-4.7,1,0,4.99,4.13,0
20240316_me_bayas,miranda_de_ebro,me_bayas,3,5.6,50,detached_house,3.4,butane_lpg,1600,13.0,2,0,4.53,3.35,0
20240317_rv_centro,rincon_de_la_victoria,rv_centro,3,13.2,58,apartment,2.6,electric,150,13.5,0,0,2.19,1.69,0
20240317_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,3,15.9,52,apartment,2.8,butane_lpg,650,-4.0,1,0,1.23,0.97,0
20240317_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,3,12.7,72,detached_house,3.0,electric,900,-4.5,3,0,2.44,1.84,0
20240317_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,3,14.6,44,terraced_house,3.2,none,1800,3.7,2,0,2.82,2.27,0
20240317_me_casco_historico,miranda_de_ebro,me_casco_historico,3,5.3,48,apartment,2.4,diesel,120,-14.0,1,0,3.77,2.82,1
20240317_me_ircio,miranda_de_ebro,me_ircio,3,8.3,55,apartment,2.7,electric,400,17.5,2,0,3.22,2.41,0
20240317_me_industrial_norte,miranda_de_ebro,me_industrial_norte,3,6.1,40,terraced_house,3.1,diesel,700,-9.6,2,0,5.65,4.36,0
20240317_me_bayas,miranda_de_ebro,me_bayas,3,6.3,50,detached_house,3.4,butane_lpg,1600,3.8,5,0,5.67,4.46,0
20240318_rv_centro,rincon_de_la_victoria,rv_centro,3,14.7,58,apartment,2.6,electric,150,-3.1,2,0,1.47,1.17,0
20240318_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,3,13.0,52,apartment,2.8,butane_lpg,650,6.1,2,0,3.14,2.48,0
20240318_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,3,14.9,72,detached_house,3.0,electric,900,2.0,2,0,2.2,1.73,0
20240318_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,3,13.3,44,terraced_house,3.2,none,1800,1.2,2,0,2.52,2.0,0
20240318_me_casco_historico,miranda_de_ebro,me_casco_historico,3,5.3,48,apartment,2.4,diesel,120,7.3,2,0,4.54,3.69,0
20240318_me_ircio,miranda_de_ebro,me_ircio,3,5.4,55,apartment,2.7,electric,400,3.8,2,0,4.33,3.27,0
20240318_me_industrial_norte,miranda_de_ebro,me_industrial_norte,3,3.9,40,terraced_house,3.1,diesel,700,26.0,3,0,5.4,4.09,0
20240318_me_bayas,miranda_de_ebro,me_bayas,3,7.9,50,detached_house,3.4,butane_lpg,1600,-13.2,1,0,7.01,5.36,0
20240319_rv_centro,rincon_de_la_victoria,rv_centro,3,14.8,58,apartment,2.6,electric,150,11.2,0,0,1.44,1.1,0
20240319_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,3,12.6,52,apartment,2.8,butane_lpg,650,6.4,5,0,2.21,1.79,1
20240319_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,3,13.5,72,detached_house,3.0,electric,900,3.6,2,0,2.51,2.05,0
20240319_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,3,11.4,44,terraced_house,3.2,none,1800,8.2,0,0,3.03,2.3,0
20240319_me_casco_historico,miranda_de_ebro,me_casco_historico,3,7.0,48,apartment,2.4,diesel,120,-0.8,2,1,3.99,3.11,0
20240319_me_ircio,miranda_de_ebro,me_ircio,3,5.0,55,apartment,2.7,electric,400,16.3,4,0,4.41,3.57,0
20240319_me_industrial_norte,miranda_de_ebro,me_industrial_norte,3,5.0,40,terraced_house,3.1,diesel,700,7.4,3,0,4.21,3.43,0
20240319_me_bayas,miranda_de_ebro,me_bayas,3,4.2,50,detached_house,3.4,butane_lpg,1600,4.0,3,0,7.5,6.07,0
20240320_rv_centro,rincon_de_la_victoria,rv_centro,3,14.0,58,apartment,2.6,electric,150,-6.2,0,0,1.86,1.41,0
20240320_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,3,15.6,52,apartment,2.8,butane_lpg,650,14.9,1,0,2.04,1.73,0
