u_q,coolant,stator_winding,u_d,stator_tooth,motor_speed,i_d,i_q,pm,stator_yoke,ambient,torque,profile_id
106.753,39.68,79.8,-70.969,68.447,5011.535,-117.714,37.52,68.503,55.84,26.451,33.708,53
93.677,18.736,50.14,-92.288,43.249,2249.977,-40.271,126.131,54.959,34.365,24.565,95.669,27
30.082,18.246,33.756,-3.909,30.617,599.992,-2.98,15.774,36.514,27.397,19.851,10.869,36
30.475,81.064,59.632,-126.351,58.303,4677.851,-197.976,82.661,51.041,62.712,25.288,85.536,52
130.181,29.53,49.798,17.856,44.382,4459.843,-83.953,-14.227,46.474,38.379,25.614,-12.964,69
4.484,23.146,124.071,-130.592,92.003,3499.959,-220.224,114.002,94.639,63.838,23.48,111.181,23
24.588,18.9,96.165,-64.061,63.185,849.984,-144.291,271.386,46.212,44.392,23.848,231.478,20
28.764,24.193,114.695,-127.899,86.834,3781.268,-189.237,101.123,80.827,61.765,26.385,100.298,56
24.583,29.201,89.766,-128.078,69.188,2989.434,-198.986,136.956,65.027,52.719,26.412,130.174,53
7.677,18.961,38.609,-5.394,30.5,100.018,-43.512,132.618,26.921,26.374,21.615,103.5,3
4.201,18.58,19.572,1.462,18.774,99.975,-2.001,1.095,25.668,18.899,22.15,0.2,3
48.263,18.853,36.346,13.867,33.206,1064.988,-4.252,-34.263,54.105,28.516,23.203,-25.287,10
105.859,41.11,75.999,-73.011,62.552,5495.801,-125.852,34.158,71.013,49.293,26.384,31.229,74
83.093,18.18,49.907,-85.316,42.558,1999.972,-43.514,132.617,47.743,33.52,23.566,101.788,12
2.655,21.927,124.395,-130.907,91.009,3499.97,-225.329,115.573,84.943,62.671,23.115,113.034,23
2.15,18.961,117.337,-130.94,89.841,3353.245,-225.487,131.677,109.247,59.56,27.205,136.658,27
129.957,89.671,113.451,-3.114,101.557,4627.792,-78.21,-1.43,85.651,92.56,24.893,-2.12,75
122.256,78.895,104.791,45.868,95.742,4526.126,-84.71,-33.313,84.11,86.82,26.291,-29.403,65
12.163,18.57,19.851,0.941,19.809,249.993,-2.001,1.097,29.088,19.595,23.116,0.172,13
39.079,26.616,59.704,-124.035,52.663,3205.825,-176.853,120.576,55.036,42.804,24.39,112.438,73
84.13,42.938,91.412,-101.071,75.431,2635.842,-77.571,114.463,82.225,59.859,25.687,93.394,73
115.049,81.49,102.543,62.441,93.335,3112.41,-36.973,-59.404,79.662,86.414,26.385,-46.282,79
37.067,18.416,21.39,-0.088,19.865,749.99,-2.001,1.097,29.142,19.85,23.894,0.197,16
40.763,29.646,56.492,-50.991,45.986,999.988,-58.917,161.746,45.458,39.43,26.381,125.0,42
51.814,16.706,83.71,-120.717,65.57,3299.958,-153.648,109.023,81.067,45.986,26.867,100.38,20
56.431,29.477,78.71,85.161,63.633,1718.817,-57.108,-163.426,71.287,49.405,26.385,-128.165,59
88.53,51.006,79.133,-95.234,65.59,4999.949,-135.975,53.578,70.247,55.996,24.391,47.602,6
128.466,49.788,78.707,27.18,71.652,3895.482,-60.814,-21.823,78.323,62.351,25.877,-18.762,48
4.203,18.426,19.562,1.466,18.767,100.027,-2.001,1.096,24.439,18.751,23.1,0.455,18
32.769,90.962,104.791,34.193,98.257,947.273,-34.115,-115.187,87.976,94.105,24.81,-87.464,46
31.012,18.932,58.823,-40.838,45.299,749.997,-65.981,172.998,46.831,35.638,24.475,139.114,16
46.045,44.842,98.224,-120.71,80.362,5368.585,-178.239,63.765,78.4,64.027,25.648,65.293,79
24.365,18.784,21.889,0.271,21.339,499.986,-2.001,1.097,39.757,19.851,26.203,-0.088,4
85.447,19.431,54.053,-100.427,45.353,2499.974,-75.682,123.398,50.774,35.523,25.062,100.461,9
13.432,19.174,114.447,-130.3,84.267,3299.967,-211.076,122.014,83.499,57.818,25.351,118.313,27
46.322,34.759,71.736,-122.404,62.655,2651.956,-155.599,147.67,65.874,52.112,25.331,133.894,55
55.639,33.331,45.664,-11.095,42.802,1162.344,-4.094,24.24,64.689,39.446,23.663,15.972,71
10.018,18.769,79.084,-11.729,57.517,150.033,-99.216,216.05,32.468,44.113,20.845,181.429,30
79.946,39.471,88.086,104.048,72.087,5380.266,-143.817,-65.448,75.195,55.95,26.424,-61.466,65
112.815,18.578,57.062,-67.322,49.765,4299.954,-96.541,41.501,69.239,38.001,23.171,35.309,31
26.029,18.799,104.791,-128.486,81.122,4749.953,-193.076,77.75,90.42,55.145,25.376,75.199,27
57.098,19.412,101.802,-116.718,78.721,5999.935,-167.84,52.445,95.679,53.124,25.307,49.365,19
100.941,18.883,71.882,-76.679,55.843,4241.823,-111.518,50.684,56.711,39.452,26.287,44.656,53
29.476,19.333,102.995,-127.669,76.333,4499.967,-191.707,83.477,79.018,52.637,19.851,79.78,21
4.786,23.467,124.121,-130.525,91.991,3499.974,-219.183,113.676,96.535,64.189,23.445,110.817,23
4.124,18.694,19.342,1.455,18.635,100.0,-2.0,1.1,22.81,18.695,22.282,0.177,3
46.104,81.49,98.253,-65.031,88.865,1218.882,-66.612,174.639,57.833,84.386,25.773,136.357,59
83.101,18.705,49.737,-85.302,42.097,1999.983,-43.511,132.618,47.597,33.325,23.52,101.82,12
4.17,18.169,19.623,1.465,19.047,99.983,-2.0,1.096,23.11,18.973,22.295,0.175,3
85.427,18.503,54.127,-100.438,45.241,2499.976,-75.791,123.376,50.881,35.382,25.321,100.487,9
17.603,19.032,54.301,-49.013,31.912,599.995,-166.064,301.706,29.849,23.687,19.851,259.126,36
85.646,19.324,53.53,-100.217,44.551,2499.974,-75.694,123.414,48.932,35.074,24.871,100.558,9
29.816,38.686,52.652,39.725,45.172,893.69,-49.075,-148.048,34.828,40.856,24.882,-114.861,57
101.015,86.087,101.31,-83.547,93.404,3999.967,-97.669,58.25,79.541,88.406,24.852,50.0,45
16.67,19.524,110.324,-130.17,82.106,3999.963,-204.617,96.969,85.057,56.255,21.338,94.292,32
63.136,19.348,45.985,-64.271,38.645,1499.988,-43.512,132.618,43.373,31.45,23.288,102.912,8
37.06,18.392,21.429,-0.104,19.856,750.002,-2.002,1.098,29.749,19.851,23.575,0.198,16
103.007,34.609,74.565,81.305,65.11,2806.692,-42.785,-86.876,65.65,53.256,25.044,-67.924,55
125.956,18.671,66.526,-31.507,52.571,3112.522,-33.704,27.674,50.856,36.431,23.281,22.135,11
68.261,81.455,100.782,-14.486,95.045,1482.918,-4.201,25.12,86.387,88.858,28.955,16.57,58
49.012,18.776,104.804,-61.059,84.658,1249.988,-50.727,146.704,103.778,58.525,24.303,111.483,20
-2.902,18.909,91.192,-131.383,63.841,3499.96,-237.999,118.347,67.941,42.626,26.088,116.775,6
67.114,18.862,68.088,113.764,54.336,2499.975,-91.905,-149.335,60.125,39.452,25.838,-127.557,6
81.71,48.761,80.036,-97.027,69.941,4583.467,-138.354,60.377,56.375,62.819,25.64,56.189,69
131.228,18.629,42.878,-5.201,38.641,4499.957,-84.702,1.049,45.783,31.328,21.717,-0.598,21
8.849,18.217,116.709,-8.81,75.147,59.988,-166.065,301.704,24.584,50.327,19.452,259.926,36
111.712,18.86,58.875,64.909,49.324,4655.036,-105.794,-44.808,61.684,37.856,27.904,-40.579,61
37.742,18.424,82.013,-124.84,58.451,4499.954,-189.921,83.77,47.252,39.452,19.809,79.887,21
4.163,18.708,19.343,1.451,18.625,100.011,-2.001,1.098,24.521,18.687,22.189,0.192,3
122.852,19.147,41.761,-29.12,39.452,2599.978,-4.814,29.943,66.419,33.139,22.168,19.8,32
108.981,18.418,53.063,-74.009,45.986,3749.966,-87.054,53.931,60.035,36.043,24.136,45.078,27
83.154,17.585,49.583,-85.291,41.957,1999.977,-43.511,132.617,46.801,33.226,23.164,101.878,12
83.146,35.023,89.854,51.6,74.332,1982.695,-17.776,-76.25,63.869,59.099,24.811,-56.487,55
27.578,19.383,102.207,-128.417,76.168,3779.967,-193.223,102.409,74.861,52.754,19.851,98.257,32
37.949,32.416,62.707,49.646,56.641,1119.033,-45.568,-139.95,67.272,47.169,26.388,-108.252,76
8.156,18.535,63.953,-7.619,45.986,99.99,-79.94,188.413,36.789,37.04,22.663,155.135,18
6.075,46.371,67.29,2.556,61.819,148.593,-2.168,1.1,66.016,56.017,26.287,0.002,70
41.883,39.636,83.35,78.601,62.864,1432.251,-73.576,-191.765,51.667,52.556,26.015,-153.31,60
130.777,18.58,29.646,-0.948,30.336,2749.971,-1.995,1.073,42.049,26.377,23.521,-0.788,20
79.199,30.104,54.086,102.228,46.114,5279.582,-146.405,-66.064,68.946,39.485,24.767,-62.234,72
26.966,29.522,65.818,127.34,53.634,3291.287,-185.117,-137.934,52.276,42.824,24.899,-130.203,64
65.147,18.734,75.653,-110.816,55.812,1892.064,-83.956,195.203,55.252,39.45,26.382,157.557,53
87.886,67.77,98.26,-54.425,89.961,2008.694,-18.994,78.302,84.903,79.454,26.375,56.008,65
4.203,18.446,19.639,1.465,19.042,99.988,-2.0,1.097,26.935,18.937,22.741,0.453,18
8.163,18.29,63.844,-7.609,45.986,99.959,-79.939,188.412,36.438,37.014,23.189,155.14,18
58.963,29.728,42.499,-75.61,39.28,1499.985,-58.919,161.741,45.631,37.169,23.791,124.997,44
32.637,89.622,101.349,-125.608,92.566,3783.875,-184.616,102.891,72.832,88.453,24.761,100.368,75
131.535,49.836,63.965,-6.948,61.985,3286.129,-29.311,4.352,65.288,57.471,26.385,2.406,58
91.673,18.577,31.658,-44.289,30.115,1959.985,-13.557,64.154,40.665,26.23,21.924,46.582,30
96.698,18.812,26.971,-0.791,27.72,1999.979,-2.002,1.098,40.002,24.818,23.381,-0.15,12
58.534,39.784,74.1,-75.78,63.367,1499.988,-58.919,161.745,53.4,53.759,23.232,125.0,44
19.089,19.366,103.488,-47.038,68.982,599.983,-147.946,277.547,50.046,46.048,23.174,236.393,27
71.286,65.11,80.5,64.454,75.975,1875.405,-30.395,-104.906,81.15,70.558,27.85,-79.12,56
16.121,19.06,110.004,-130.459,79.825,3999.954,-208.192,98.991,74.133,54.213,23.954,95.857,15
97.011,18.661,25.345,-0.642,25.821,1999.981,-2.001,1.096,34.235,23.475,23.948,-0.269,4
27.864,19.089,104.791,-127.989,80.312,4629.962,-191.384,79.836,88.358,55.031,23.316,77.107,29
29.011,34.609,72.312,-127.77,58.768,3865.231,-196.522,102.363,50.573,45.998,24.286,103.181,55
4.859,23.385,124.033,-130.525,92.148,3499.961,-219.222,113.7,96.144,64.049,23.233,110.816,23
27.795,61.222,88.283,-8.186,73.47,643.398,-9.617,14.825,62.168,65.59,25.721,11.502,78
55.593,18.992,62.849,-77.64,49.365,1449.985,-65.984,172.999,48.044,38.141,20.534,138.842,30
45.696,40.238,42.534,-34.07,39.437,1000.005,-28.706,102.575,28.9,38.818,21.466,75.0,41
95.423,18.457,64.143,-89.384,52.757,4499.944,-122.397,55.176,61.539,39.398,24.872,48.88,4
64.04,29.534,59.902,-95.303,47.309,1731.573,-72.483,181.374,42.216,39.452,25.576,142.872,69
7.679,19.295,37.911,-5.392,29.954,100.013,-43.512,132.618,26.069,25.966,21.599,103.567,3
44.447,56.084,70.097,94.59,59.514,1629.686,-82.926,-205.186,57.015,53.254,24.751,-165.615,73
10.544,19.399,130.195,-15.62,84.585,149.973,-166.063,301.706,28.237,57.208,19.851,259.181,29
-0.807,53.048,90.54,2.331,79.788,17.136,-2.021,1.138,79.626,68.516,26.027,0.031,79
55.574,18.71,62.699,-77.666,49.44,1449.982,-65.981,172.999,48.423,38.193,22.11,138.841,30
12.03,18.793,19.729,0.85,19.09,249.998,-2.0,1.097,23.343,19.071,22.562,0.078,13
97.501,78.992,104.778,34.744,92.61,2863.346,-44.248,-33.286,77.113,84.561,25.979,-30.945,69
7.676,19.37,38.732,-5.4,31.308,99.973,-43.512,132.618,27.459,26.382,21.471,103.505,3
91.943,75.89,99.597,93.791,88.219,4475.16,-117.333,-69.381,68.366,80.305,24.988,-62.736,72
71.762,26.631,62.983,34.943,52.932,1641.876,-11.885,-60.148,48.512,42.781,23.968,-43.988,73
85.018,30.236,55.768,-100.422,49.207,2499.979,-75.474,123.357,51.715,41.493,24.827,100.0,44
3.306,22.529,124.371,-130.805,91.502,3499.965,-223.017,114.844,90.35,63.111,22.826,112.18,23
131.339,19.291,42.776,-5.193,38.355,4499.955,-84.719,1.046,45.133,31.262,22.174,-0.597,21
110.86,64.301,88.248,60.313,79.58,5202.878,-114.493,-39.953,69.437,72.122,25.892,-36.846,76
50.011,68.009,86.689,-117.703,76.44,4314.656,-170.369,81.515,60.829,70.933,24.169,80.819,75
41.384,27.636,38.881,-46.401,33.05,1065.274,-45.574,109.333,49.558,30.054,24.807,86.12,72
57.65,19.341,101.433,-116.31,78.707,5999.945,-167.599,52.426,94.841,52.929,25.035,49.162,19
85.475,18.114,53.809,-100.383,45.156,2499.975,-75.761,123.376,50.046,35.214,24.893,100.586,9
54.118,80.838,126.841,-119.477,104.791,2808.235,-136.78,132.027,88.658,94.69,26.385,117.692,56
48.502,18.599,28.037,13.803,26.39,1064.989,-4.25,-34.263,47.73,24.423,23.074,-25.328,10
24.687,18.111,26.387,0.431,25.303,500.007,-2.001,1.097,34.54,23.367,23.075,0.112,7
43.309,70.615,110.149,123.739,94.997,4219.711,-167.288,-103.506,73.977,82.76,26.382,-97.44,79
130.413,19.301,49.457,-6.205,42.98,4999.944,-98.02,0.639,51.911,33.325,23.677,-0.675,17
131.547,18.966,45.986,-5.369,42.735,4499.956,-82.738,1.053,57.987,33.377,22.116,-0.503,21
47.255,55.689,103.926,121.453,92.22,2003.08,-99.924,-220.965,72.562,83.664,27.26,-181.844,74
78.0,49.793,78.738,88.879,70.192,2130.117,-39.969,-131.814,69.304,61.65,24.932,-100.794,48
129.725,41.501,72.112,17.508,64.696,5262.001,-99.215,-13.416,70.467,54.123,28.528,-12.36,58
83.373,18.105,48.605,-84.991,39.452,1999.976,-43.511,132.618,42.225,32.515,23.445,102.021,12
55.775,18.697,61.617,-77.43,47.757,1449.991,-65.981,172.999,43.266,37.267,21.902,139.025,30
128.806,45.144,72.126,7.014,64.943,5155.037,-98.602,-8.016,66.686,55.835,25.413,-7.694,79
63.531,29.611,30.027,-63.532,28.985,1499.989,-43.504,132.596,27.285,28.628,25.068,99.983,42
5.514,18.739,121.167,-130.531,89.369,3499.975,-218.767,113.521,94.458,60.655,22.8,110.965,26
110.955,18.594,52.572,-69.061,43.176,4749.949,-113.572,39.518,46.283,33.15,23.828,34.597,20
38.208,50.107,101.158,125.737,81.869,2808.057,-153.913,-157.054,71.063,65.875,25.987,-142.71,49
24.666,18.768,45.986,-12.986,39.452,499.987,-15.496,70.795,69.542,33.64,26.313,50.943,6
63.099,18.923,45.911,-64.092,38.524,1499.993,-43.514,132.617,41.794,31.358,20.801,102.868,8
13.687,18.253,39.395,-11.632,31.814,249.985,-43.511,132.617,31.32,26.411,23.164,103.682,13
130.228,50.144,79.073,5.377,70.54,5172.494,-97.437,-6.604,65.226,60.701,25.213,-6.342,49
43.039,50.408,81.885,16.645,71.357,998.114,-8.406,-47.995,64.414,62.349,25.491,-35.102,65
110.623,30.627,75.019,72.712,64.077,2657.695,-19.702,-79.044,68.985,51.133,26.385,-58.633,68
5.45,18.848,121.066,-130.542,89.347,3499.971,-218.816,113.546,94.479,60.669,22.518,110.981,26
83.102,18.432,49.484,-85.3,41.71,1999.976,-43.514,132.617,47.028,33.072,25.004,101.618,4
123.386,19.051,35.523,-28.926,35.515,2599.979,-4.812,29.933,58.652,29.856,19.872,19.944,32
131.468,44.169,104.836,-9.071,98.27,3043.518,-12.736,7.133,86.014,81.199,26.392,4.356,74
55.92,18.645,59.824,-77.249,45.986,1449.992,-65.982,172.999,39.749,36.067,21.138,139.159,30
97.013,18.483,25.241,-0.631,25.724,1999.976,-2.002,1.098,33.691,23.311,23.914,-0.262,4
57.591,49.834,72.142,-64.016,67.104,1420.503,-47.012,139.799,68.178,59.546,27.981,106.101,53
81.348,61.222,90.798,74.25,80.295,2115.186,-30.689,-108.15,68.41,70.783,23.337,-81.979,62
130.612,39.401,87.564,11.166,81.244,4788.416,-85.408,-10.072,80.427,71.497,28.779,-9.422,58
130.967,18.566,28.049,-0.814,29.272,2749.97,-1.994,1.074,38.232,25.72,23.526,-0.819,20
89.259,19.11,62.526,-95.8,52.571,3999.965,-117.985,67.072,68.084,39.125,23.112,59.633,31
77.415,49.77,78.725,106.554,70.509,2529.876,-70.313,-136.205,69.247,61.756,24.991,-110.328,48
50.005,18.682,22.048,-0.305,21.61,999.996,-2.001,1.097,28.625,19.851,22.504,0.196,5
52.991,18.604,34.672,-35.73,31.384,1149.99,-23.016,90.022,46.141,26.385,23.523,67.28,27
99.494,18.862,75.977,-81.743,60.548,5969.943,-139.019,35.659,70.911,42.836,23.428,32.772,29
26.941,18.836,115.029,-127.611,86.713,5849.941,-192.41,60.12,93.775,58.175,24.809,58.441,27
20.726,39.758,86.882,-30.208,71.725,500.033,-79.946,188.411,70.739,59.676,24.836,150.0,41
131.521,91.055,95.082,-4.641,92.262,3999.966,-57.714,1.112,81.288,90.068,25.24,0.0,44
13.678,18.481,39.404,-11.632,31.703,249.994,-43.512,132.618,31.56,26.396,23.005,103.676,13
72.02,52.305,81.454,38.401,70.845,1704.713,-13.798,-64.108,71.414,62.756,23.477,-47.269,80
14.322,80.425,104.766,128.863,92.457,3459.217,-197.934,-136.94,82.111,84.425,27.093,-131.319,51
83.231,18.79,49.238,-85.092,40.946,1999.984,-43.514,132.616,44.576,33.098,24.583,101.727,4
71.084,17.652,44.699,-24.583,39.452,1499.99,-7.821,43.902,61.799,33.125,22.1,30.843,10
8.157,18.244,63.865,-7.614,45.986,99.983,-79.94,188.412,36.978,36.969,23.126,155.136,18
129.011,91.098,115.887,-10.817,104.791,5470.651,-97.371,1.663,93.502,97.338,26.305,0.973,56
72.181,19.202,124.08,-9.445,86.499,1499.984,-2.981,15.78,46.835,58.932,20.238,10.663,36
110.054,28.913,44.296,-2.829,42.761,2320.929,-2.326,2.683,57.087,37.082,26.017,1.051,57
21.751,70.45,104.79,-128.702,91.039,4410.911,-200.66,88.03,72.033,80.444,26.382,89.377,60
54.288,35.798,104.785,-119.24,78.657,2350.273,-133.478,164.415,55.803,59.562,25.899,144.251,58
24.566,18.875,20.406,0.328,19.851,499.984,-2.001,1.098,34.492,19.851,25.667,-0.047,4
28.415,46.786,74.191,-4.823,63.921,585.527,-4.47,22.674,70.814,52.252,26.384,14.997,74
17.244,39.855,115.092,-129.617,87.4,4499.969,-206.407,86.493,70.98,65.539,23.167,88.527,41
8.142,18.361,63.998,-7.607,45.986,100.017,-79.941,188.412,38.364,36.988,23.063,155.096,18
0.311,33.046,68.897,7.432,57.82,163.684,-69.939,-187.911,72.531,48.468,23.559,-149.523,71
31.008,18.586,58.996,-40.849,45.243,749.993,-65.98,173.0,46.795,35.617,23.717,139.11,16
131.323,18.374,42.799,-5.171,38.59,4499.958,-84.76,1.044,45.061,31.29,22.256,-0.626,21
94.882,28.491,45.36,-22.086,43.607,2004.654,-4.716,29.087,62.037,38.36,25.449,19.36,75
35.379,19.074,91.189,-125.816,65.587,4499.964,-190.47,83.877,56.343,45.85,19.851,80.015,21
25.591,50.413,72.113,24.706,66.977,720.054,-30.554,-106.768,76.68,60.253,27.66,-80.525,56
85.745,18.724,77.171,-98.559,62.395,4999.944,-136.785,53.753,80.975,44.859,28.928,48.502,6
87.511,18.492,64.306,98.194,52.696,4283.763,-122.71,-74.214,58.788,38.775,26.377,-67.413,53
43.735,93.61,90.563,50.649,85.119,1254.628,-39.262,-130.722,70.102,83.914,26.34,-99.835,63
6.112,18.597,120.644,-130.469,89.167,3499.962,-217.728,113.267,95.228,60.629,23.42,110.66,26
132.014,18.413,28.775,-2.073,29.532,2999.969,-17.547,1.338,37.458,25.698,23.997,-0.566,14
95.941,26.728,60.237,-89.555,53.002,3739.624,-103.192,67.453,62.356,43.103,26.411,58.445,58
92.741,39.737,98.315,93.187,81.931,3378.207,-85.237,-86.157,74.07,65.088,26.186,-73.149,50
42.384,24.38,88.891,-124.059,69.903,3499.974,-172.146,107.157,70.149,52.735,23.76,100.0,41
122.215,81.489,87.695,48.884,85.839,3117.929,-27.566,-44.65,79.256,82.702,28.904,-34.385,58
24.622,17.577,62.23,-13.005,52.581,500.017,-15.496,70.795,73.429,41.88,26.38,50.855,6
31.313,18.664,55.218,-40.515,41.709,749.986,-65.98,173.0,32.674,33.149,24.717,139.633,16
124.505,29.593,43.04,-42.294,40.512,3499.965,-56.82,32.288,42.893,36.381,26.381,25.0,42
102.46,71.36,91.951,81.018,81.215,5003.464,-116.296,-53.58,76.253,72.138,26.385,-48.925,66
47.946,51.054,58.127,-47.799,54.373,1129.26,-40.93,128.536,54.345,52.571,25.583,96.463,78
108.936,42.962,89.119,-72.66,76.309,4716.624,-105.539,40.076,85.55,61.515,25.645,34.769,73
63.484,23.889,79.896,-104.728,61.881,1827.321,-81.17,189.445,59.583,45.986,26.331,151.124,50
119.605,18.728,26.384,-0.696,27.551,2499.97,-1.999,1.097,35.739,24.799,26.373,-0.828,9
129.028,50.219,72.114,23.342,65.962,3243.322,-32.711,-21.505,63.633,60.417,25.589,-17.422,65
83.187,18.969,49.285,-85.245,41.359,1999.984,-43.511,132.618,45.706,33.235,23.376,101.876,12
13.674,18.175,39.41,-11.628,31.958,249.978,-43.511,132.618,31.627,26.431,23.114,103.67,13
128.586,15.491,67.85,6.53,55.838,5061.849,-97.982,-7.159,64.769,39.452,26.38,-7.074,79
72.791,81.49,128.132,-109.192,108.933,3315.766,-117.983,97.661,85.278,96.7,26.377,85.899,59
57.456,64.16,81.553,-113.408,72.114,4362.519,-161.822,76.788,62.229,65.677,25.78,74.3,76
25.056,45.056,69.566,-6.914,60.487,499.987,-6.37,36.936,40.539,52.572,23.155,25.0,45
3.879,19.536,129.553,-130.883,92.179,2703.974,-234.318,156.814,75.812,62.562,22.388,153.299,32
94.71,40.05,72.122,-90.09,63.183,4499.958,-120.834,55.455,67.785,52.806,24.257,50.0,41
120.75,18.694,45.491,-52.49,42.783,3103.976,-43.176,46.166,63.152,34.479,21.994,34.975,32
115.48,29.741,72.111,-53.584,58.162,4036.973,-87.34,36.1,48.11,45.308,24.887,30.442,64
21.047,71.021,83.263,-29.597,71.33,500.006,-79.941,188.412,48.471,67.133,25.345,150.0,42
82.648,25.984,80.146,-100.464,65.588,5154.421,-141.646,52.738,78.731,49.962,29.133,49.384,58
67.825,35.798,101.393,-112.43,79.85,2980.257,-124.081,114.612,61.31,62.659,25.714,101.049,58
24.411,18.4,22.541,0.007,22.158,499.998,-2.001,1.098,42.494,19.893,25.756,-0.103,4
66.087,61.222,89.477,-109.367,77.086,4205.021,-149.487,77.164,64.547,67.699,23.233,71.768,62
112.031,18.563,44.548,-65.899,38.883,2841.83,-46.709,67.923,42.221,31.379,22.797,52.214,11
84.853,16.906,85.699,-99.612,69.751,4999.943,-136.191,53.898,88.979,49.751,26.804,48.68,6
120.336,18.667,94.786,-53.371,78.812,3103.973,-40.676,46.41,80.095,58.574,23.22,34.535,32
131.52,91.061,95.054,-4.602,92.21,3999.964,-57.705,1.113,81.218,90.071,25.069,0.0,44
86.848,64.964,104.791,-97.842,91.108,4999.949,-132.837,54.097,88.245,78.707,25.526,47.488,6
12.066,18.467,19.844,0.811,19.373,249.977,-2.0,1.098,27.138,19.115,23.135,0.123,13
4.15,18.576,19.781,1.471,19.154,99.988,-2.001,1.098,26.827,19.098,21.805,0.187,3
30.31,18.498,131.543,-127.098,95.249,4629.956,-191.601,79.958,77.796,65.152,24.342,77.2,29
13.696,18.303,39.18,-11.59,31.485,249.986,-43.51,132.618,27.968,26.385,23.118,103.766,13
33.61,34.658,103.798,-113.058,74.498,1579.809,-155.89,264.455,64.821,56.264,22.816,222.701,43
33.105,89.218,121.98,127.201,104.791,2483.912,-150.652,-184.573,87.89,97.953,24.907,-165.375,75
7.662,18.297,38.948,-5.409,31.338,99.972,-43.512,132.618,28.758,26.384,21.509,103.579,3
58.835,18.552,23.772,-7.541,23.425,1199.993,-2.98,15.774,33.736,21.925,19.851,10.865,36
83.175,18.176,49.621,-85.261,41.871,1999.981,-43.512,132.618,46.05,33.249,23.259,101.923,12
47.548,66.278,75.461,-0.82,72.118,1000.0,-2.003,1.099,76.444,69.084,25.577,0.0,45
85.762,19.381,53.229,-100.116,44.47,2499.973,-75.645,123.425,47.733,34.614,24.787,100.592,9
69.232,19.29,66.124,-111.78,52.973,2999.967,-124.42,113.175,58.198,39.452,22.433,99.958,14
38.97,18.796,84.774,-124.766,61.675,4749.958,-188.478,77.766,52.173,42.769,21.566,74.926,31
15.666,19.055,22.37,-2.107,19.963,299.989,-2.98,15.775,30.804,19.851,19.805,10.725,36
12.864,50.475,87.19,45.469,71.574,734.414,-106.789,-236.759,65.359,61.546,25.597,-195.098,65
20.813,26.131,84.295,-30.24,68.322,499.989,-79.94,188.413,70.413,53.904,23.663,150.0,41
50.413,79.556,103.602,-46.123,94.653,1198.221,-37.04,116.761,70.154,87.944,26.396,86.995,58
131.788,18.213,37.91,-3.881,35.61,3999.957,-67.727,1.108,44.731,29.321,24.042,-0.542,15
93.47,61.222,104.006,70.087,88.891,2541.991,-34.194,-88.751,74.014,75.709,25.02,-67.152,73
21.778,88.164,83.863,-26.403,78.732,499.986,-58.918,161.746,80.247,78.743,24.085,125.0,41
131.306,19.068,42.804,-5.203,38.666,4499.957,-84.655,1.041,45.979,31.321,22.348,-0.624,21
37.47,49.717,92.507,-34.755,79.497,865.794,-38.273,119.153,74.586,68.59,25.551,89.003,48
131.992,19.216,29.122,-2.088,29.702,2999.969,-17.363,1.344,38.895,26.006,23.854,-0.562,14
81.092,81.385,85.045,-102.893,76.633,2606.483,-83.445,121.95,68.888,72.122,26.103,100.412,79
20.383,23.76,110.592,-129.619,79.677,2544.143,-205.104,165.834,67.941,56.259,26.385,156.726,56
69.408,61.222,96.353,110.606,83.68,2792.104,-96.277,-130.316,74.227,72.12,23.466,-110.68,62
8.148,18.803,64.012,-7.617,45.986,100.022,-79.941,188.412,37.853,37.158,23.076,155.071,18
20.714,39.614,87.844,-30.241,72.115,500.029,-79.945,188.41,71.237,59.94,24.136,150.0,41
47.725,29.206,72.013,94.209,57.951,1659.033,-78.364,-198.769,59.73,45.984,26.383,-159.725,53
95.929,53.847,72.644,61.819,64.176,2277.524,-17.161,-79.919,61.136,57.46,26.376,-58.936,68
117.836,91.393,115.866,-6.993,104.02,4774.7,-94.367,2.375,85.591,96.459,25.988,0.732,66
60.59,78.403,104.726,113.274,95.003,4550.93,-149.739,-86.422,84.641,85.415,26.371,-80.696,65
50.871,69.878,117.484,-120.206,97.441,4942.835,-167.14,69.411,87.889,82.235,26.385,65.219,66
20.344,24.598,65.479,118.374,56.611,4022.474,-201.613,-111.136,65.881,44.139,25.881,-112.309,65
43.675,19.046,38.314,-42.783,31.351,999.997,-43.512,132.618,30.291,26.353,20.983,103.229,5
26.76,80.569,116.403,-128.163,102.0,3379.368,-187.558,117.043,92.376,91.696,26.385,110.429,56
4.698,18.362,24.772,-1.798,22.281,50.031,-15.496,70.795,28.34,19.851,19.905,52.54,30
4.164,18.584,19.379,1.419,18.664,100.007,-2.001,1.096,24.724,18.692,22.23,0.188,3
131.169,49.874,63.524,-10.589,60.697,3999.404,-63.452,5.194,62.46,55.968,26.384,3.331,58
13.682,18.37,39.408,-11.632,31.723,249.995,-43.512,132.618,31.365,26.415,22.979,103.697,13
66.253,81.482,112.728,-113.301,99.867,2221.864,-92.797,164.085,86.701,91.357,27.999,135.679,58
128.619,58.596,104.796,0.078,92.42,4039.493,-62.169,-1.814,89.567,76.468,27.936,-2.649,61
79.93,51.71,69.63,104.468,64.785,2797.551,-79.86,-119.677,72.413,59.024,24.857,-99.234,80
