meter_id,tariff_type,monthly_consumption_m3,baseline_consumption_m3,heating_degree_days,building_age_years,meter_age_years,is_anomaly
LZ-GAS-001020,residential,246.2,232.0,374.0,48.0,21.1,0
LZ-GAS-001021,residential,24.1,23.3,0.0,75.6,24.4,0
LZ-GAS-001022,residential,416.9,180.5,281.0,71.3,27.1,1
LZ-GAS-001023,residential,156.6,177.3,273.0,0.6,1.4,0
LZ-GAS-001024,industrial,2369.8,2503.2,262.0,9.7,8.9,0
LZ-GAS-001025,residential,21.5,25.1,3.0,79.4,30.0,0
LZ-GAS-001026,commercial,296.9,292.1,49.0,53.3,11.5,0
LZ-GAS-001027,residential,105.0,91.0,124.0,11.2,5.2,0
LZ-GAS-001028,commercial,981.4,463.1,121.0,72.9,22.3,1
LZ-GAS-001029,residential,189.9,196.4,314.0,7.1,6.4,0
LZ-GAS-001030,residential,121.3,123.4,173.0,43.0,14.3,0
LZ-GAS-001031,commercial,1203.6,1168.0,410.0,31.0,15.1,0
LZ-GAS-001032,residential,159.4,152.4,226.0,23.1,16.8,0
LZ-GAS-001033,residential,195.3,193.5,307.0,19.1,12.5,0
LZ-GAS-001034,residential,114.8,104.7,145.0,6.9,12.8,0
LZ-GAS-001035,industrial,1667.2,1889.7,154.0,30.2,18.7,0
LZ-GAS-001036,residential,176.0,180.7,284.0,8.0,5.1,0
LZ-GAS-001037,residential,219.6,217.3,340.0,49.9,19.8,0
LZ-GAS-001038,industrial,1902.4,1938.7,146.0,25.7,10.6,0
LZ-GAS-001039,residential,270.2,240.9,392.0,61.4,24.6,0
LZ-GAS-001040,residential,129.5,130.2,199.0,75.0,23.1,0
LZ-GAS-001041,residential,236.8,259.5,428.0,71.0,22.9,0
LZ-GAS-001042,residential,66.3,67.1,73.0,59.2,29.2,0
LZ-GAS-001043,residential,136.0,127.4,185.0,62.4,20.8,0
LZ-GAS-001044,residential,218.7,196.0,312.0,7.4,0.2,0
LZ-GAS-001045,residential,149.0,147.7,220.0,77.8,26.1,0
LZ-GAS-001046,residential,118.3,111.9,157.0,46.1,19.0,0
LZ-GAS-001047,commercial,934.7,917.9,312.0,43.5,14.4,0
LZ-GAS-001048,commercial,1008.0,1020.4,349.0,53.9,19.9,0
LZ-GAS-001049,residential,108.7,124.9,179.0,15.0,14.8,0
LZ-GAS-001050,residential,217.1,206.4,327.0,37.6,12.9,0
LZ-GAS-001051,residential,111.9,120.9,175.0,9.8,7.6,0
LZ-GAS-001052,residential,99.4,94.8,129.0,73.5,21.0,0
LZ-GAS-001053,residential,249.7,240.5,392.0,40.0,17.7,0
LZ-GAS-001054,commercial,570.9,567.8,158.0,10.6,8.1,0
LZ-GAS-001055,residential,131.5,118.0,168.0,77.6,20.9,0
LZ-GAS-001056,residential,208.9,206.6,326.0,46.5,16.9,0
LZ-GAS-001057,residential,89.7,82.0,105.0,60.4,30.0,0
LZ-GAS-001058,residential,81.0,85.4,110.0,64.3,13.8,0
LZ-GAS-001059,commercial,643.2,650.1,197.0,55.7,13.2,0
LZ-GAS-001060,commercial,909.1,764.1,241.0,35.5,16.6,0
LZ-GAS-001061,residential,226.3,213.7,347.0,22.4,4.9,0
LZ-GAS-001062,industrial,2113.7,2332.0,206.0,4.1,16.6,0
LZ-GAS-001063,commercial,557.2,528.8,147.0,49.9,11.2,0
LZ-GAS-001064,residential,63.6,64.7,67.0,8.8,1.9,0
LZ-GAS-001065,residential,139.6,131.9,189.0,29.5,10.9,0
LZ-GAS-001066,commercial,301.6,570.7,171.0,71.2,29.1,1
LZ-GAS-001067,residential,233.9,228.5,369.0,72.3,28.1,0
LZ-GAS-001068,residential,40.1,39.9,25.0,65.8,25.3,0
LZ-GAS-001069,commercial,175.9,189.2,4.0,15.5,11.4,0
LZ-GAS-001070,residential,25.9,26.2,0.0,75.3,30.0,0
LZ-GAS-001071,commercial,713.8,645.2,199.0,11.2,0.0,0
LZ-GAS-001072,residential,201.8,183.2,284.0,73.5,25.8,0
LZ-GAS-001073,residential,250.5,263.7,433.0,59.9,28.0,0
LZ-GAS-001074,residential,37.0,37.2,23.0,77.7,20.3,0
LZ-GAS-001075,industrial,2580.1,2331.5,248.0,78.7,27.3,0
LZ-GAS-001076,residential,116.7,109.1,150.0,42.0,22.5,0
LZ-GAS-001077,residential,249.4,260.3,433.0,25.0,18.4,0
LZ-GAS-001078,residential,190.0,177.5,272.0,73.5,23.8,0
LZ-GAS-001079,industrial,3683.2,3713.1,421.0,25.1,21.4,0
LZ-GAS-001080,industrial,2255.9,2266.8,225.0,26.6,15.2,0
LZ-GAS-001081,residential,209.9,222.2,364.0,45.5,22.7,0
LZ-GAS-001082,industrial,2825.9,2705.4,273.0,11.3,3.7,0
LZ-GAS-001083,residential,111.9,108.4,147.0,36.5,11.5,0
LZ-GAS-001084,residential,230.4,216.3,347.0,11.0,5.1,0
LZ-GAS-001085,residential,133.8,129.5,189.0,36.2,23.7,0
LZ-GAS-001086,residential,25.0,25.3,0.0,72.6,12.8,0
LZ-GAS-001087,residential,137.1,146.1,214.0,73.6,15.5,0
LZ-GAS-001088,residential,62.3,65.7,72.0,76.7,29.1,0
LZ-GAS-001089,residential,190.8,184.8,295.0,58.0,21.3,0
LZ-GAS-001090,residential,251.7,260.4,423.0,59.7,6.6,0
LZ-GAS-001091,residential,178.0,173.4,266.0,34.2,12.7,0
LZ-GAS-001092,commercial,2099.3,895.1,298.0,71.6,22.5,1
LZ-GAS-001093,industrial,1344.6,1350.5,71.0,10.7,14.6,0
LZ-GAS-001094,residential,94.5,97.8,127.0,13.3,0.1,0
LZ-GAS-001095,residential,107.0,110.4,153.0,9.5,5.9,0
LZ-GAS-001096,residential,271.0,286.9,477.0,32.7,19.4,0
LZ-GAS-001097,residential,109.4,123.2,174.0,4.8,11.0,0
LZ-GAS-001098,industrial,2926.6,2579.7,262.0,56.3,15.7,0
LZ-GAS-001099,residential,24.1,24.6,0.0,14.6,8.3,0
LZ-GAS-001100,commercial,570.4,546.2,163.0,55.1,12.7,0
LZ-GAS-001101,residential,179.9,157.9,243.0,45.1,24.0,0
LZ-GAS-001102,residential,142.9,145.4,209.0,55.3,17.8,0
LZ-GAS-001103,commercial,647.7,612.8,190.0,56.2,26.3,0
LZ-GAS-001104,residential,204.8,177.5,282.0,62.9,25.7,0
LZ-GAS-001105,commercial,947.1,888.0,289.0,38.3,11.4,0
LZ-GAS-001106,residential,62.2,63.6,73.0,45.6,16.8,0
LZ-GAS-001107,residential,54.8,58.2,57.0,20.1,14.3,0
LZ-GAS-001108,commercial,901.7,920.0,298.0,40.1,18.3,0
LZ-GAS-001109,residential,452.6,205.8,330.0,7.2,15.3,1
LZ-GAS-001110,residential,50.2,53.0,53.0,76.4,30.0,0
LZ-GAS-001111,residential,198.6,199.4,313.0,74.3,26.3,0
LZ-GAS-001112,residential,57.7,52.6,48.0,5.9,10.9,0
LZ-GAS-001113,residential,136.0,140.8,205.0,0.9,2.9,0
LZ-GAS-001114,commercial,1224.0,1111.2,389.0,31.6,11.1,0
LZ-GAS-001115,commercial,253.8,230.3,18.0,42.1,19.6,0
LZ-GAS-001116,residential,143.7,147.5,225.0,38.3,17.3,0
LZ-GAS-001117,residential,135.6,131.7,198.0,27.0,7.5,0
LZ-GAS-001118,industrial,688.7,1353.2,81.0,49.8,18.2,1
LZ-GAS-001119,residential,196.3,200.7,323.0,32.0,10.2,0
LZ-GAS-001120,commercial,435.8,458.0,106.0,32.5,11.5,0
LZ-GAS-001121,residential,97.4,104.4,141.0,2.6,13.0,0
LZ-GAS-001122,commercial,420.7,385.9,85.0,47.5,13.4,0
LZ-GAS-001123,residential,174.8,179.3,281.0,6.6,4.6,0
LZ-GAS-001124,commercial,884.1,890.8,297.0,68.7,26.0,0
LZ-GAS-001125,commercial,1208.2,1156.0,399.0,38.2,16.0,0
LZ-GAS-001126,commercial,689.9,645.6,194.0,28.4,14.0,0
LZ-GAS-001127,residential,86.7,87.0,119.0,52.9,12.4,0
LZ-GAS-001128,commercial,1186.2,1176.5,416.0,70.8,23.7,0
LZ-GAS-001129,residential,110.3,101.6,146.0,13.5,7.7,0
LZ-GAS-001130,residential,193.0,195.6,312.0,32.1,10.2,0
LZ-GAS-001131,residential,650.9,260.9,432.0,77.9,22.9,1
LZ-GAS-001132,residential,209.3,200.7,326.0,69.1,22.0,0
LZ-GAS-001133,residential,21.9,21.5,0.0,31.3,18.0,0
LZ-GAS-001134,industrial,1618.7,1489.9,91.0,29.0,22.5,0
LZ-GAS-001135,residential,95.3,94.2,124.0,65.3,23.0,0
LZ-GAS-001136,residential,209.9,208.5,332.0,6.7,15.0,0
LZ-GAS-001137,residential,83.0,91.4,124.0,9.5,9.1,0
LZ-GAS-001138,commercial,835.0,941.5,323.0,45.7,10.4,0
LZ-GAS-001139,residential,189.6,163.9,252.0,45.5,17.8,0
LZ-GAS-001140,residential,173.7,161.7,245.0,45.5,23.7,0
LZ-GAS-001141,commercial,644.8,724.3,221.0,61.2,28.2,0
LZ-GAS-001142,residential,107.3,95.0,127.0,70.5,19.5,0
LZ-GAS-001143,residential,222.1,242.5,399.0,32.0,25.0,0
LZ-GAS-001144,residential,160.2,157.8,239.0,26.1,9.1,0
LZ-GAS-001145,residential,275.6,254.4,416.0,68.0,19.6,0
LZ-GAS-001146,commercial,490.0,426.2,106.0,19.6,8.5,0
LZ-GAS-001147,residential,29.5,26.1,6.0,70.0,30.0,0
LZ-GAS-001148,residential,251.7,245.5,403.0,56.6,22.3,0
LZ-GAS-001149,residential,67.2,67.5,73.0,67.7,27.5,0
LZ-GAS-001150,residential,154.1,158.0,237.0,51.0,8.2,0
LZ-GAS-001151,residential,112.5,120.0,174.0,8.5,8.1,0
LZ-GAS-001152,residential,128.8,136.5,202.0,57.2,19.9,0
LZ-GAS-001153,industrial,1973.2,2177.7,179.0,39.7,19.5,0
LZ-GAS-001154,residential,69.0,66.7,81.0,14.7,7.6,0
LZ-GAS-001155,residential,60.8,60.8,67.0,8.2,14.0,0
LZ-GAS-001156,residential,149.9,160.9,248.0,21.0,8.1,0
LZ-GAS-001157,commercial,550.9,494.5,129.0,10.0,1.9,0
LZ-GAS-001158,commercial,1036.1,1216.4,442.0,10.9,1.0,0
LZ-GAS-001159,residential,155.8,152.9,231.0,67.5,29.2,0
LZ-GAS-001160,commercial,1106.5,1118.2,400.0,76.0,28.9,0
LZ-GAS-001161,residential,57.4,114.2,159.0,79.6,22.3,1
LZ-GAS-001162,industrial,3098.7,2991.8,323.0,44.8,22.7,0
LZ-GAS-001163,residential,106.8,103.2,144.0,45.3,16.7,0
LZ-GAS-001164,residential,75.8,81.1,99.0,4.8,6.8,0
LZ-GAS-001165,commercial,683.9,633.8,189.0,9.5,1.5,0
LZ-GAS-001166,residential,126.1,129.8,194.0,61.6,19.0,0
LZ-GAS-001167,commercial,1409.3,1344.9,480.0,45.7,18.2,0
LZ-GAS-001168,residential,49.1,50.8,48.0,45.3,18.5,0
LZ-GAS-001169,residential,97.0,99.8,135.0,60.3,18.6,0
LZ-GAS-001170,residential,194.4,198.7,311.0,65.1,27.3,0
LZ-GAS-001171,commercial,653.5,634.0,198.0,56.8,27.4,0
LZ-GAS-001172,residential,153.9,157.3,238.0,0.9,2.5,0
LZ-GAS-001173,industrial,7573.0,3036.0,319.0,43.5,19.0,1
LZ-GAS-001174,commercial,670.7,694.1,201.0,66.8,15.6,0
LZ-GAS-001175,residential,84.9,91.1,127.0,65.6,24.6,0
LZ-GAS-001176,residential,45.1,50.8,44.0,75.9,20.5,0
LZ-GAS-001177,commercial,789.3,715.8,210.0,41.6,15.9,0
LZ-GAS-001178,residential,208.6,184.7,289.0,41.8,17.5,0
LZ-GAS-001179,residential,166.0,160.4,246.0,2.0,5.6,0
LZ-GAS-001180,residential,231.0,227.2,369.0,41.0,21.5,0
LZ-GAS-001181,residential,104.8,112.3,165.0,45.1,13.8,0
LZ-GAS-001182,residential,175.4,167.9,255.0,73.4,22.3,0
LZ-GAS-001183,residential,81.3,83.5,111.0,70.8,25.5,0
LZ-GAS-001184,industrial,804.2,764.1,0.0,5.0,7.3,0
LZ-GAS-001185,commercial,857.1,894.3,293.0,11.4,10.3,0
LZ-GAS-001186,residential,138.3,113.9,158.0,30.6,12.9,0
LZ-GAS-001187,residential,72.1,192.2,301.0,62.4,17.9,1
LZ-GAS-001188,residential,109.3,103.1,139.0,13.3,12.8,0
LZ-GAS-001189,industrial,920.0,952.0,19.0,61.9,22.1,0
LZ-GAS-001190,residential,75.0,80.3,101.0,47.4,22.4,0
LZ-GAS-001191,residential,122.4,122.7,179.0,70.2,30.0,0
LZ-GAS-001192,industrial,1626.0,1673.1,129.0,27.4,11.4,0
LZ-GAS-001193,residential,137.1,125.2,181.0,32.2,10.7,0
LZ-GAS-001194,residential,198.3,181.2,288.0,4.8,5.3,0
LZ-GAS-001195,residential,157.5,142.8,215.0,41.4,13.5,0
LZ-GAS-001196,residential,188.7,180.8,278.0,62.0,12.2,0
LZ-GAS-001197,industrial,2520.1,2177.3,198.0,41.1,24.5,0
LZ-GAS-001198,residential,105.6,95.6,129.0,41.7,18.7,0
LZ-GAS-001199,residential,81.5,76.6,91.0,73.2,30.0,0
LZ-GAS-001200,residential,24.6,22.4,0.0,61.3,18.9,0
LZ-GAS-001201,commercial,932.0,887.5,293.0,25.1,15.4,0
LZ-GAS-001202,residential,245.9,224.7,359.0,75.6,26.5,0
LZ-GAS-001203,industrial,1388.6,1519.3,89.0,58.0,20.4,0
LZ-GAS-001204,commercial,379.8,394.1,94.0,24.1,17.0,0
LZ-GAS-001205,industrial,1967.1,1648.5,106.0,16.9,10.5,0
LZ-GAS-001206,residential,165.0,167.1,260.0,54.1,19.4,0
LZ-GAS-001207,residential,146.4,152.5,229.0,40.6,17.2,0
LZ-GAS-001208,residential,123.5,125.2,186.0,47.9,7.5,0
LZ-GAS-001209,industrial,2179.8,2181.6,210.0,10.3,5.4,0
LZ-GAS-001210,commercial,118.1,206.8,2.0,61.3,18.1,1
LZ-GAS-001211,residential,74.6,134.5,200.0,68.9,30.0,1
LZ-GAS-001212,commercial,540.9,637.5,192.0,33.6,17.5,0
LZ-GAS-001213,industrial,2805.9,2610.2,278.0,24.4,16.2,0
LZ-GAS-001214,industrial,1862.9,1665.5,124.0,78.0,28.8,0
LZ-GAS-001215,commercial,622.0,555.9,148.0,78.0,24.9,0
LZ-GAS-001216,commercial,828.3,769.9,243.0,10.0,16.7,0
LZ-GAS-001217,commercial,1455.5,1331.0,480.0,43.2,16.1,0
LZ-GAS-001218,residential,98.3,97.0,138.0,34.9,8.2,0
LZ-GAS-001219,residential,286.2,289.5,478.0,22.4,14.9,0
LZ-GAS-001220,commercial,421.0,418.3,97.0,41.5,22.3,0
LZ-GAS-001221,residential,139.2,150.5,224.0,53.4,20.1,0
LZ-GAS-001222,residential,74.0,76.8,96.0,29.3,15.4,0
LZ-GAS-001223,industrial,3408.9,3483.8,392.0,24.6,17.1,0
LZ-GAS-001224,residential,155.8,152.4,234.0,69.1,30.0,0
LZ-GAS-001225,residential,155.4,155.0,242.0,52.6,22.3,0
LZ-GAS-001226,industrial,3276.9,3025.1,349.0,24.4,20.5,0
LZ-GAS-001227,residential,251.4,238.1,385.0,12.5,10.8,0
LZ-GAS-001228,industrial,1620.8,1728.0,132.0,30.8,24.1,0
LZ-GAS-001229,industrial,2426.3,2507.3,249.0,75.1,18.4,0
LZ-GAS-001230,residential,93.9,106.3,154.0,66.5,27.5,0
LZ-GAS-001231,residential,247.3,230.1,367.0,16.8,11.9,0
LZ-GAS-001232,residential,25.2,23.7,0.0,48.5,19.0,0
LZ-GAS-001233,industrial,4146.4,3884.3,480.0,0.4,0.2,0
LZ-GAS-001234,residential,123.9,125.5,188.0,72.6,29.6,0
LZ-GAS-001235,residential,22.1,23.6,0.0,75.4,24.2,0
LZ-GAS-001236,commercial,778.9,802.6,254.0,17.3,5.8,0
LZ-GAS-001237,residential,91.1,86.2,110.0,27.4,10.1,0
LZ-GAS-001238,residential,155.4,147.9,222.0,24.1,11.2,0
LZ-GAS-001239,commercial,793.6,730.4,234.0,14.9,10.5,0
LZ-GAS-001240,residential,216.5,222.3,356.0,54.7,15.6,0
LZ-GAS-001241,residential,26.2,24.8,0.0,30.1,9.4,0
LZ-GAS-001242,residential,202.2,174.9,269.0,0.4,8.4,0
LZ-GAS-001243,residential,195.8,225.1,367.0,17.6,10.4,0
LZ-GAS-001244,residential,50.4,51.6,51.0,52.9,29.0,0
LZ-GAS-001245,commercial,921.1,919.8,314.0,56.1,18.3,0
LZ-GAS-001246,residential,211.6,201.2,323.0,1.3,10.2,0
LZ-GAS-001247,residential,101.3,105.1,149.0,44.0,25.7,0
LZ-GAS-001248,residential,27.9,25.9,0.0,51.1,18.1,0
LZ-GAS-001249,residential,336.2,154.8,238.0,51.0,23.8,1
LZ-GAS-001250,commercial,537.2,532.9,157.0,52.1,20.8,0
LZ-GAS-001251,residential,237.0,254.9,420.0,62.4,22.2,0
LZ-GAS-001252,residential,129.3,126.8,188.0,26.8,20.7,0
LZ-GAS-001253,residential,208.4,191.3,309.0,68.1,18.6,0
LZ-GAS-001254,industrial,2554.1,2614.5,263.0,35.3,12.2,0
LZ-GAS-001255,residential,148.4,158.8,243.0,4.8,0.0,0
LZ-GAS-001256,residential,58.1,57.2,59.0,52.1,18.8,0
LZ-GAS-001257,residential,93.0,96.5,125.0,27.4,17.9,0
LZ-GAS-001258,commercial,693.0,713.2,232.0,50.8,17.8,0
LZ-GAS-001259,industrial,2540.9,2291.9,208.0,29.9,17.7,0
LZ-GAS-001260,commercial,1207.5,674.6,205.0,39.8,12.6,1
LZ-GAS-001261,residential,169.2,197.7,318.0,44.4,22.9,0
LZ-GAS-001262,residential,140.1,151.2,225.0,56.6,19.9,0
LZ-GAS-001263,commercial,850.4,907.8,311.0,23.7,9.9,0
LZ-GAS-001264,industrial,2311.8,2401.2,230.0,53.6,27.6,0
LZ-GAS-001265,residential,163.3,172.9,267.0,18.6,10.9,0
LZ-GAS-001266,commercial,537.8,536.1,151.0,63.3,24.9,0
LZ-GAS-001267,residential,39.7,37.2,25.0,18.5,11.5,0
LZ-GAS-001268,residential,228.5,207.1,328.0,5.7,11.1,0
LZ-GAS-001269,residential,206.2,208.7,330.0,3.1,7.7,0
LZ-GAS-001270,residential,189.9,189.9,302.0,47.9,12.5,0
LZ-GAS-001271,industrial,1972.9,1736.4,115.0,25.8,14.1,0
LZ-GAS-001272,residential,203.2,223.5,360.0,46.0,20.1,0
LZ-GAS-001273,residential,157.7,149.5,231.0,24.9,14.4,0
LZ-GAS-001274,commercial,793.4,766.4,240.0,35.2,14.0,0
LZ-GAS-001275,residential,102.4,97.2,132.0,69.6,30.0,0
LZ-GAS-001276,residential,112.8,109.2,155.0,73.9,21.3,0
LZ-GAS-001277,residential,101.6,101.0,137.0,3.4,7.7,0
LZ-GAS-001278,residential,186.3,171.9,266.0,75.9,26.3,0
LZ-GAS-001279,residential,93.0,94.8,130.0,40.4,11.2,0
LZ-GAS-001280,residential,145.5,142.0,215.0,59.2,15.4,0
LZ-GAS-001281,residential,95.2,107.6,148.0,74.4,28.1,0
LZ-GAS-001282,residential,60.3,55.5,53.0,15.1,13.3,0
LZ-GAS-001283,residential,153.7,152.2,225.0,30.6,14.6,0
LZ-GAS-001284,commercial,653.9,742.7,235.0,71.0,16.3,0
LZ-GAS-001285,commercial,796.1,728.8,228.0,41.5,15.3,0
LZ-GAS-001286,residential,22.3,23.3,0.0,71.8,25.4,0
LZ-GAS-001287,residential,557.7,222.5,352.0,67.0,26.0,1
LZ-GAS-001288,industrial,728.9,2325.7,217.0,79.9,30.0,1
LZ-GAS-001289,residential,72.3,78.1,95.0,52.9,21.7,0
LZ-GAS-001290,residential,287.3,282.7,464.0,5.4,12.3,0
LZ-GAS-001291,residential,39.1,148.5,222.0,72.2,30.0,1
LZ-GAS-001292,residential,202.4,196.1,314.0,14.8,0.0,0
LZ-GAS-001293,industrial,2177.3,2402.3,235.0,12.5,14.2,0
LZ-GAS-001294,residential,27.1,27.3,0.0,29.5,11.6,0
LZ-GAS-001295,industrial,3338.4,3346.6,373.0,16.6,12.8,0
LZ-GAS-001296,residential,63.1,63.5,72.0,11.2,10.1,0
LZ-GAS-001297,commercial,1019.7,1035.5,358.0,51.1,14.2,0
LZ-GAS-001298,residential,137.3,138.2,202.0,72.8,20.2,0
LZ-GAS-001299,commercial,410.8,421.4,108.0,21.1,13.7,0
LZ-GAS-001300,residential,22.6,24.6,0.0,29.9,12.9,0
LZ-GAS-001301,commercial,546.9,575.2,158.0,51.3,22.6,0
LZ-GAS-001302,residential,75.5,76.0,89.0,24.0,10.4,0
LZ-GAS-001303,residential,139.5,145.0,222.0,39.5,26.5,0
LZ-GAS-001304,residential,68.7,67.1,77.0,73.0,23.3,0
LZ-GAS-001305,residential,212.3,196.2,310.0,9.4,18.6,0
LZ-GAS-001306,residential,107.3,108.0,150.0,42.8,13.3,0
LZ-GAS-001307,commercial,527.9,560.2,160.0,17.0,13.2,0
LZ-GAS-001308,commercial,1192.8,1308.9,474.0,61.9,27.2,0
LZ-GAS-001309,residential,220.5,199.9,319.0,16.7,4.2,0
LZ-GAS-001310,residential,35.6,99.5,135.0,64.9,17.9,1
LZ-GAS-001311,residential,168.0,170.7,265.0,32.2,16.3,0
LZ-GAS-001312,residential,34.6,34.4,11.0,74.5,30.0,0
LZ-GAS-001313,residential,94.8,92.8,122.0,29.0,20.1,0
LZ-GAS-001314,residential,120.3,133.7,195.0,39.4,18.8,0
LZ-GAS-001315,residential,94.6,93.3,122.0,8.5,13.4,0
LZ-GAS-001316,residential,73.0,73.3,89.0,22.2,6.2,0
LZ-GAS-001317,residential,186.3,191.7,300.0,33.2,12.5,0
LZ-GAS-001318,commercial,514.8,507.5,140.0,71.4,30.0,0
LZ-GAS-001319,residential,86.8,89.8,114.0,46.9,15.3,0
LZ-GAS-001320,commercial,601.2,527.7,141.0,64.8,21.3,0
LZ-GAS-001321,residential,102.5,97.1,133.0,68.3,15.0,0
LZ-GAS-001322,residential,214.3,202.1,319.0,7.2,7.2,0
LZ-GAS-001323,residential,162.6,164.3,255.0,25.2,4.9,0
LZ-GAS-001324,residential,43.9,40.3,25.0,66.6,24.6,0
LZ-GAS-001325,industrial,3374.1,3353.9,389.0,60.5,28.4,0
LZ-GAS-001326,commercial,948.1,1037.3,356.0,45.1,19.0,0
LZ-GAS-001327,residential,115.4,127.2,181.0,32.3,15.1,0
LZ-GAS-001328,commercial,380.4,390.1,91.0,39.9,14.3,0
LZ-GAS-001329,residential,141.5,142.0,220.0,1.2,9.2,0
LZ-GAS-001330,residential,103.0,102.6,144.0,10.3,3.5,0
LZ-GAS-001331,residential,190.8,181.6,283.0,28.5,11.2,0
LZ-GAS-001332,residential,61.0,141.4,212.0,11.2,19.4,1
LZ-GAS-001333,residential,235.2,230.8,380.0,18.4,4.6,0
LZ-GAS-001334,residential,26.4,28.8,9.0,64.5,19.7,0
LZ-GAS-001335,residential,103.6,99.9,138.0,61.5,14.9,0
LZ-GAS-001336,residential,162.9,160.1,253.0,58.5,26.8,0
LZ-GAS-001337,residential,109.8,108.7,154.0,45.3,16.4,0
LZ-GAS-001338,residential,118.6,114.2,163.0,73.7,18.6,0
LZ-GAS-001339,residential,53.5,62.5,70.0,18.4,4.8,0
LZ-GAS-001340,residential,242.1,277.5,461.0,49.6,23.9,0
LZ-GAS-001341,residential,117.3,134.2,194.0,33.7,17.9,0
LZ-GAS-001342,residential,208.9,190.3,306.0,75.4,28.9,0
LZ-GAS-001343,residential,82.8,88.7,118.0,27.5,12.8,0
LZ-GAS-001344,residential,113.3,114.1,158.0,19.1,15.3,0
LZ-GAS-001345,residential,157.2,139.6,208.0,61.4,27.9,0
LZ-GAS-001346,residential,224.8,257.0,427.0,64.8,25.6,0
LZ-GAS-001347,residential,221.5,241.4,392.0,57.5,12.9,0
LZ-GAS-001348,residential,281.3,283.9,480.0,62.7,12.4,0
LZ-GAS-001349,residential,258.2,249.9,411.0,15.4,3.0,0
LZ-GAS-001350,commercial,1262.0,1164.0,407.0,48.4,19.6,0
LZ-GAS-001351,residential,117.5,126.7,190.0,43.0,9.8,0
LZ-GAS-001352,residential,100.9,97.2,129.0,72.8,19.2,0
LZ-GAS-001353,residential,216.6,236.2,384.0,31.8,14.3,0
LZ-GAS-001354,residential,92.2,94.1,126.0,19.7,6.9,0
LZ-GAS-001355,commercial,871.1,900.7,285.0,24.6,6.2,0
LZ-GAS-001356,residential,99.1,102.9,139.0,41.0,21.0,0
LZ-GAS-001357,residential,75.6,70.8,83.0,78.7,28.2,0
LZ-GAS-001358,residential,42.5,145.3,225.0,55.8,23.9,1
LZ-GAS-001359,residential,80.8,78.4,103.0,57.6,25.0,0
LZ-GAS-001360,residential,131.2,122.0,178.0,37.3,22.4,0
LZ-GAS-001361,residential,197.5,205.4,328.0,31.7,13.9,0
LZ-GAS-001362,commercial,635.8,649.1,192.0,74.5,23.8,0
LZ-GAS-001363,industrial,3284.5,3062.4,344.0,36.0,6.7,0
LZ-GAS-001364,residential,106.4,112.0,160.0,10.0,7.4,0
LZ-GAS-001365,commercial,895.1,812.9,261.0,62.4,18.8,0
LZ-GAS-001366,residential,66.2,70.3,88.0,16.1,15.1,0
LZ-GAS-001367,residential,232.3,236.5,385.0,31.2,17.1,0
LZ-GAS-001368,residential,25.7,26.8,0.0,49.0,25.4,0
LZ-GAS-001369,residential,164.2,163.3,253.0,66.6,28.0,0
LZ-GAS-001370,commercial,1992.8,873.3,288.0,0.5,11.9,1
LZ-GAS-001371,commercial,180.8,180.9,0.0,52.2,21.7,0
LZ-GAS-001372,residential,30.4,30.2,8.0,10.9,9.5,0
LZ-GAS-001373,residential,36.9,38.4,23.0,50.5,16.9,0
LZ-GAS-001374,commercial,630.1,671.5,206.0,48.4,18.1,0
LZ-GAS-001375,industrial,2086.0,2057.9,183.0,41.3,11.8,0
LZ-GAS-001376,residential,120.4,120.0,174.0,34.1,16.4,0
LZ-GAS-001377,commercial,791.6,895.7,295.0,43.3,16.5,0
LZ-GAS-001378,industrial,4070.4,3953.1,480.0,76.6,15.4,0
LZ-GAS-001379,commercial,460.2,407.5,87.0,28.2,0.1,0
LZ-GAS-001380,residential,164.8,163.9,262.0,37.7,12.0,0
LZ-GAS-001381,residential,151.2,148.1,222.0,11.8,6.7,0
LZ-GAS-001382,residential,200.7,223.6,355.0,31.1,12.3,0
LZ-GAS-001383,residential,26.5,25.2,0.0,4.1,13.2,0
LZ-GAS-001384,industrial,1035.5,1015.5,11.0,72.8,21.2,0
LZ-GAS-001385,residential,70.4,69.7,80.0,27.6,6.8,0
LZ-GAS-001386,residential,70.7,73.4,78.0,75.0,26.6,0
LZ-GAS-001387,residential,173.0,162.7,247.0,10.8,13.5,0
LZ-GAS-001388,residential,119.4,113.8,156.0,52.9,27.1,0
LZ-GAS-001389,residential,25.2,23.9,0.0,48.2,13.2,0
LZ-GAS-001390,commercial,443.5,471.4,121.0,52.9,18.0,0
LZ-GAS-001391,residential,32.3,29.6,10.0,63.6,19.8,0
LZ-GAS-001392,residential,93.8,89.7,119.0,6.0,14.7,0
LZ-GAS-001393,residential,147.6,128.7,191.0,59.1,24.1,0
LZ-GAS-001394,residential,82.2,89.0,116.0,2.1,6.6,0
LZ-GAS-001395,residential,227.6,227.2,371.0,24.1,15.5,0
LZ-GAS-001396,residential,287.2,290.6,480.0,67.8,21.2,0
LZ-GAS-001397,commercial,888.7,851.3,279.0,45.6,16.4,0
LZ-GAS-001398,residential,69.7,36.8,19.0,74.5,24.4,1
LZ-GAS-001399,residential,241.3,242.0,397.0,69.0,20.8,0
LZ-GAS-001400,residential,254.9,289.8,480.0,33.9,13.2,0
