RecordID,weekly_sales,size,cpi,unemployment,temperature,fuel_price,dept,store,type,month
1882,118526.13,184109,219.9,7.24,65.81,3.73,92,39,A,3
1883,1514.37,125833,216.12,6.42,31.82,2.99,29,9,B,2
1884,4628.74,203742,214.24,7.14,50.06,4.0,41,20,A,4
1885,2111.31,93638,138.65,9.42,63.38,4.06,35,29,B,9
1886,22816.52,203819,136.47,8.45,48.17,3.72,81,24,A,11
1887,1731.73,57197,192.12,6.61,36.5,3.41,52,16,B,3
1888,71572.64,200898,185.75,8.52,76.38,3.92,93,14,A,6
1889,2636.43,203742,214.55,7.14,62.01,3.69,41,20,A,6
1890,3773.27,140167,221.38,6.89,72.42,3.63,94,21,B,5
1891,42.14,39910,126.53,8.12,35.7,2.65,12,44,C,2
1892,4833.84,158114,126.15,9.82,70.71,2.59,25,34,A,9
1893,107983.59,184109,214.36,8.18,88.27,3.64,92,39,A,8
1894,7549.36,120653,138.19,8.54,73.25,3.84,32,18,B,8
1895,5922.98,219622,126.58,8.32,40.65,2.68,29,13,A,3
1896,9470.48,125833,215.29,6.56,65.35,2.63,82,9,B,10
1897,34407.77,184109,212.29,8.4,67.77,3.06,79,39,A,2
1898,97.15,39690,130.96,7.38,80.06,4.28,12,42,C,6
1899,52553.85,118221,181.66,8.9,54.26,2.98,95,45,B,5
1900,396.42,39690,127.19,8.74,43.43,3.29,74,42,C,1
1901,1350.96,203742,204.53,8.19,43.82,2.82,28,20,A,3
1902,6785.23,219622,130.16,6.1,33.8,3.08,32,13,A,1
1903,10818.03,184109,209.98,8.36,81.35,2.67,80,39,A,7
1904,633.83,120653,132.06,9.27,51.12,2.94,59,18,B,4
1905,1468.01,140167,212.59,8.03,34.61,3.02,85,21,B,2
1906,41140.16,204184,139.54,7.85,76.87,3.89,96,27,A,7
1907,15712.7,155083,133.18,5.11,13.29,3.24,80,40,A,2
1908,1511.72,112238,131.04,10.93,81.22,3.97,27,12,B,9
1909,21497.97,203819,131.64,8.35,28.57,2.91,67,19,A,2
1910,20073.11,203819,134.36,7.66,41.66,4.06,46,19,A,4
1911,9059.6,203742,207.43,7.34,44.8,3.63,71,20,A,3
1912,3610.0,219622,129.04,7.19,61.39,3.73,36,13,A,6
1913,17643.43,93638,131.86,10.06,48.56,2.83,13,29,B,3
1914,56386.37,151315,223.43,6.57,67.97,3.59,40,1,A,10
1915,4958.45,70713,189.49,8.96,41.41,2.79,3,7,B,5
1916,9530.78,34875,212.01,6.63,37.74,2.98,87,5,B,1
1917,1708.5,184109,214.49,8.18,86.49,3.52,41,39,A,8
1918,11078.58,118221,186.37,8.62,78.22,3.84,14,45,B,8
1919,4243.62,34875,212.16,6.77,51.31,2.71,14,5,B,12
1920,65298.03,41062,202.54,9.59,69.46,2.81,90,43,C,4
1921,9836.4,126512,129.9,7.87,50.53,3.49,30,10,B,12
1922,2808.49,155078,225.88,5.4,75.33,3.64,6,8,A,8
1923,30877.66,39910,222.11,6.23,74.39,3.51,91,37,C,10
1924,57162.24,202505,212.74,7.26,56.55,2.72,90,6,A,3
1925,2639.21,34875,219.54,6.3,44.12,3.16,44,5,B,12
1926,5190.38,70713,189.62,8.96,43.07,2.78,12,7,B,4
1927,25642.33,114533,136.47,4.42,45.48,3.57,4,23,B,11
1928,6959.79,93188,130.76,6.24,71.14,3.68,32,17,B,6
1929,17602.33,123737,132.15,8.19,47.13,3.11,92,15,B,5
1930,4357.11,205863,129.04,5.95,80.05,3.64,44,4,A,6
1931,4421.0,200898,182.67,8.72,40.93,3.05,35,14,A,12
1932,35716.78,204184,140.46,7.91,59.62,3.76,10,27,A,10
1933,6070.31,119557,142.22,7.75,74.92,3.84,71,22,B,8
1934,12757.01,206302,130.35,12.19,50.58,3.7,55,28,A,2
1935,9152.63,34875,216.37,6.49,66.27,3.91,72,5,B,5
1936,6251.76,120653,138.65,8.54,60.23,4.06,71,18,B,9
1937,5335.01,205863,129.98,5.14,35.92,3.1,85,4,A,12
1938,34.41,202505,217.05,6.86,80.83,3.79,45,6,A,5
1939,20443.89,219622,130.84,5.76,77.37,3.58,34,13,A,8
1940,29740.04,103681,142.08,8.88,58.97,3.89,14,35,B,5
1941,286.24,184109,214.42,8.18,87.93,3.55,28,39,A,8
1942,6382.0,155083,131.59,5.89,20.84,2.77,34,40,A,2
1943,2058.09,123737,136.7,7.94,30.24,3.58,35,15,B,1
1944,693.52,39690,126.79,9.0,60.51,3.09,16,42,C,12
1945,9206.17,57197,197.83,6.06,70.49,3.65,22,16,B,7
1946,2354.11,125833,219.36,6.38,70.49,3.91,42,9,B,5
1947,6.0,155083,134.44,4.78,52.68,3.99,51,40,A,4
1948,2531.83,206302,130.55,12.19,53.13,3.95,35,28,A,2
1949,8518.1,205863,130.72,4.08,80.37,3.19,21,4,A,7
1950,3907.25,155078,216.31,6.26,28.26,3.02,44,8,A,2
1951,41834.4,196321,192.85,6.93,61.1,3.74,7,41,A,6
1952,4306.32,202307,215.69,7.85,78.85,3.53,20,2,A,9
1953,93677.66,205863,126.1,7.37,76.8,2.58,2,4,A,9
1954,1003.0,70713,190.57,9.02,47.55,2.79,36,7,B,9
1955,14162.36,112238,130.74,12.19,54.54,4.25,22,12,B,3
1956,25283.52,114533,137.58,4.26,41.19,3.87,87,23,B,3
1957,2440.32,70713,194.38,8.62,57.6,3.48,21,7,B,8
1958,20628.37,41062,211.41,9.65,43.68,3.26,97,43,C,1
1959,29324.04,140167,211.01,8.32,48.61,2.62,23,21,B,3
1960,18517.99,206302,129.43,13.5,76.36,3.92,80,28,A,9
1961,79214.72,152513,132.76,8.15,39.93,2.88,92,26,A,10
1962,43774.03,219622,130.07,6.39,31.53,3.12,79,13,A,12
1963,7836.15,41062,203.48,10.4,43.45,2.98,82,43,C,1
1964,24181.58,184109,214.11,8.18,85.96,3.58,82,39,A,7
1965,85516.83,202505,212.9,7.26,58.82,2.67,95,6,A,3
1966,33553.78,207499,225.47,6.33,86.21,3.49,23,11,A,8
1967,41690.3,126512,130.76,7.17,90.78,3.81,7,10,B,8
1968,9939.49,203742,214.55,7.14,73.67,3.74,21,20,A,6
1969,149907.12,203007,191.14,9.14,30.72,2.78,7,32,A,12
1970,9576.15,152513,137.51,7.47,29.03,3.88,46,26,A,3
1971,4219.08,123737,131.82,8.35,44.69,2.96,20,15,B,3
1972,3561.91,70713,190.47,9.02,48.56,2.8,67,7,B,9
1973,18592.07,140167,211.22,8.1,86.2,2.62,7,21,B,8
1974,9300.25,200898,182.55,8.72,30.54,3.11,71,14,A,12
1975,278.76,204184,140.43,7.91,44.46,3.74,59,27,A,11
1976,10579.48,93188,130.55,6.4,30.01,3.14,7,17,B,2
1977,2590.79,203819,133.96,7.77,33.26,3.79,18,19,A,3
1978,23184.9,202307,210.95,8.32,39.69,2.51,82,2,A,2
1979,40.76,202307,219.72,7.06,50.5,3.29,54,2,A,1
1980,18192.44,155083,132.02,5.44,45.85,2.9,16,40,A,4
1981,17949.14,202505,211.89,7.09,68.91,2.78,97,6,A,4
1982,1340.76,151315,214.36,7.74,62.76,3.49,27,1,A,3
1983,149.92,203742,206.92,7.34,37.33,3.43,54,20,A,3
1984,39350.62,39910,127.86,7.22,30.83,3.03,92,44,C,2
1985,10451.35,203007,192.12,8.82,45.25,3.41,3,32,A,3
1986,15201.94,155078,225.52,5.4,83.74,3.49,5,8,A,8
1987,9999.88,155078,225.5,5.4,81.71,3.41,74,8,A,7
1988,60293.7,41062,207.41,10.58,71.34,3.81,90,43,C,4
1989,3728.58,128107,215.09,7.28,68.55,3.87,55,25,B,8
1990,15313.9,39910,221.46,6.62,75.98,3.71,93,36,A,9
1991,3290.03,205863,126.55,8.62,41.36,2.59,19,4,A,2
1992,2086.97,203819,133.61,8.25,31.36,3.6,35,24,A,3
1993,5728.38,123737,133.74,7.77,34.27,3.75,55,15,B,3
1994,13526.37,203750,211.26,8.1,80.79,2.62,7,31,A,9
1995,6621.03,37392,216.58,7.55,61.58,3.04,46,3,B,2
1996,3555.92,206302,131.03,11.63,83.84,4.29,30,28,A,5
1997,96.8,39690,129.82,8.01,58.75,3.68,60,33,A,11
1998,157.74,155083,136.86,4.26,14.02,3.54,28,40,A,1
1999,35.39,39910,210.38,8.48,54.44,2.71,52,37,C,12
2000,12167.48,184109,216.72,7.72,63.11,3.3,80,39,A,11
2001,13924.04,196321,197.55,6.55,50.22,3.87,87,41,A,5
2002,394.59,203742,205.39,7.34,23.21,3.24,56,20,A,1
2003,29254.32,158114,129.18,10.64,76.71,3.66,72,34,A,8
2004,5186.27,125833,225.55,5.54,81.05,3.35,34,9,B,6
2005,2646.67,34875,212.16,6.77,51.31,2.71,26,5,B,12
2006,5500.0,200898,187.48,8.52,55.82,3.58,58,14,A,10
2007,10168.62,140167,218.61,7.44,41.44,3.16,74,21,B,12
2008,14706.09,37392,223.92,6.83,52.39,3.51,10,3,B,2
2009,20.0,39910,126.1,7.8,65.71,2.87,20,44,C,9
2010,1188.0,151315,212.57,7.74,42.27,2.99,60,1,A,2
2011,2570.23,152513,132.84,8.15,28.11,3.07,16,26,A,11
2012,16754.0,196321,189.74,7.54,33.4,2.68,9,41,A,3
2013,26534.36,204184,140.48,7.91,64.78,3.74,80,27,A,10
2014,1184.13,152513,137.17,7.47,23.89,3.66,36,26,A,2
2015,35155.68,42988,215.44,7.93,61.87,3.91,90,30,C,5
2016,78323.2,103681,141.55,8.74,49.6,3.86,72,35,B,3
2017,53.12,39690,131.19,10.2,65.95,4.3,23,38,C,10
2018,9868.18,203750,211.86,8.03,44.04,3.01,3,31,A,1
2019,6979.19,120653,132.76,9.34,64.82,2.72,67,18,B,9
2020,22214.34,203819,133.61,7.77,29.28,3.6,46,19,A,3
2021,45907.41,112238,126.15,14.18,97.18,3.09,38,12,B,7
2022,13030.86,70713,197.23,8.26,35.06,3.66,8,7,B,3
2023,27043.18,126512,126.29,9.52,71.06,3.13,17,10,B,5
2024,1683.24,119557,136.74,8.57,57.73,2.94,52,22,B,10
2025,9001.43,202505,223.23,5.96,71.5,3.81,98,6,A,4
2026,962.26,125833,215.2,6.44,86.85,2.69,56,9,B,8
2027,7181.72,204184,142.59,8.24,68.72,4.09,33,27,A,9
2028,15827.99,202505,217.29,6.86,72.01,3.91,82,6,A,5
2029,17656.25,128107,214.75,7.28,71.93,3.72,16,25,B,8
2030,11499.98,204184,137.63,7.83,43.64,3.75,49,27,A,3
2031,29853.77,203819,132.75,8.27,54.82,2.9,23,24,A,10
2032,20991.09,119557,136.46,8.43,76.35,2.79,7,22,B,7
2033,992.09,205863,126.44,7.13,56.94,2.72,59,4,A,10
2034,49393.44,112238,129.06,13.74,76.67,4.09,72,12,B,5
2035,107033.94,203819,132.87,8.07,56.11,3.06,92,19,A,10
2036,6712.35,203819,132.69,8.12,67.0,2.88,29,24,A,8
2037,15561.9,203750,213.19,8.03,61.27,3.06,82,31,A,2
2038,4961.5,158114,131.01,9.28,66.08,3.72,25,34,A,9
2039,14168.31,206302,126.08,14.18,92.81,3.04,74,28,A,8
2040,7481.03,206302,129.81,12.89,59.77,3.83,3,28,A,11
2041,4008.0,203819,132.61,8.12,74.54,2.94,58,24,A,8
2042,10316.69,126512,129.17,8.26,86.75,3.69,12,10,B,7
2043,3178.35,42988,221.2,6.89,66.97,3.88,98,30,C,4
2044,91945.02,207499,225.39,6.33,83.44,3.23,95,11,A,7
2045,4288.19,125833,215.44,6.56,49.96,2.77,17,9,B,11
2046,2160.14,118221,189.19,8.42,35.88,3.42,16,45,B,1
2047,770.98,93188,129.18,6.74,65.71,3.6,80,17,B,8
2048,18076.54,203742,204.82,7.53,75.34,2.78,17,20,A,8
2049,3368.0,204184,135.67,8.24,49.04,2.96,36,27,A,3
2050,57336.53,203007,189.58,8.96,47.51,2.77,40,32,A,4
2051,4787.47,39690,131.08,6.9,85.18,4.13,8,33,A,10
2052,24518.62,203819,132.75,8.27,54.82,2.9,87,24,A,10
2053,18464.41,205863,129.09,5.95,70.65,3.87,80,4,A,5
2054,45414.94,203819,135.45,7.81,67.64,3.92,9,19,A,7
2055,357.97,39910,220.05,7.24,70.48,3.89,7,36,A,3
2056,55493.53,114533,136.18,4.58,67.09,3.82,95,23,B,8
2057,2601.98,93188,127.72,6.87,11.29,2.97,6,17,B,2
2058,27937.77,114533,137.8,4.12,37.43,3.96,34,23,B,4
2059,74.68,203819,138.11,8.98,63.1,4.03,54,24,A,5
2060,505.38,140167,215.14,7.85,91.56,3.68,28,21,B,7
2061,4038.31,207499,220.91,7.2,70.91,3.35,52,11,A,10
2062,19117.6,152513,133.74,7.91,28.13,3.6,80,26,A,3
2063,701.54,34875,223.97,5.42,66.24,3.6,30,5,B,10
2064,31793.27,203819,138.11,8.98,65.79,3.98,10,24,A,5
2065,9386.02,184109,210.08,8.55,49.79,2.56,17,39,A,2
2066,25008.77,184109,214.3,8.18,87.73,3.68,11,39,A,8
2067,105.6,39690,129.11,8.44,96.44,3.79,60,33,A,7
2068,3970.69,202307,210.77,8.1,82.59,2.64,85,2,A,7
2069,1058.76,184109,220.05,7.24,69.11,3.84,85,39,A,3
2070,4579.91,57197,197.74,6.17,70.41,3.74,67,16,B,6
2071,1968.53,93638,136.47,9.36,50.62,3.57,44,29,B,11
2072,5340.67,203819,138.14,8.95,75.53,3.86,6,24,A,8
2073,3549.4,128107,208.76,7.29,56.56,4.06,29,25,B,5
2074,12527.22,93188,130.74,5.94,72.94,3.51,91,17,B,8
2075,25938.45,128107,209.19,7.27,62.05,3.74,13,25,B,9
2076,3981.39,37392,214.56,7.35,83.32,2.61,14,3,B,7
2077,69576.28,205863,127.44,6.51,38.34,3.02,13,4,A,1
2078,9.0,158114,127.58,10.4,34.68,3.02,19,34,A,1
2079,3777.13,37392,213.91,7.34,68.0,2.77,42,3,B,4
2080,17028.66,206302,129.85,12.89,52.5,3.7,82,28,A,12
2081,22824.12,158114,127.09,10.21,34.11,2.96,13,34,A,12
2082,12197.85,123737,131.86,8.35,39.53,2.96,14,15,B,3
2083,573.48,202307,213.48,8.03,57.77,3.29,59,2,A,3
2084,15757.52,70713,197.62,8.09,55.06,3.76,46,7,B,6
2085,16.44,119557,135.87,8.35,51.04,2.9,51,22,B,4
2086,2310.0,203819,136.59,8.45,36.93,3.59,58,24,A,12
2087,2323.38,155078,225.61,5.4,81.21,3.57,71,8,A,8
2088,13302.15,103681,142.02,8.88,53.68,3.95,11,35,B,5
2089,13237.77,200898,186.67,8.62,71.48,3.74,20,14,A,9
2090,18051.93,123737,133.11,7.77,19.61,3.4,8,15,B,1
2091,4173.88,203819,134.44,8.21,60.48,4.12,12,24,A,4
2092,1882.3,41062,213.18,9.58,87.75,3.39,14,43,C,6
2093,84516.07,205863,127.58,6.51,40.6,3.02,2,4,A,1
2094,36082.81,203750,210.76,8.1,85.61,2.62,4,31,A,7
2095,18259.76,155078,224.91,5.82,66.69,3.84,56,8,A,3
2096,19436.99,203007,196.55,8.26,36.75,3.1,10,32,A,1
2097,34422.01,203819,138.23,8.19,76.17,3.73,9,19,A,7
2098,15.5,126512,128.4,8.74,64.22,3.63,98,10,B,3
2099,7144.7,37392,215.33,7.56,62.79,2.73,4,3,B,11
2100,6781.3,114533,132.68,5.29,20.12,3.13,30,23,B,12
2101,1139.6,203819,138.74,8.95,58.86,4.16,36,24,A,9
2102,1492.0,155083,132.82,5.29,19.29,3.18,35,40,A,12
2103,15174.78,93188,128.0,6.87,26.86,3.06,9,17,B,2
2104,31318.06,202307,219.9,7.06,46.98,3.41,7,2,A,2
2105,861.77,41062,209.37,10.15,66.82,3.37,67,43,C,10
2106,12053.67,125833,225.49,5.54,78.91,3.45,79,9,B,6
2107,9627.62,70713,192.01,8.82,21.84,3.23,82,7,B,3
2108,5749.31,37392,214.89,7.35,86.15,2.62,16,3,B,8
2109,357.74,184109,213.84,8.3,84.06,3.59,28,39,A,6
2110,30800.56,93188,126.49,6.88,42.54,2.83,5,17,B,11
2111,1390.5,202505,224.4,5.67,70.81,3.72,27,6,A,9
2112,21740.3,126512,128.26,8.74,56.96,3.67,32,10,B,3
2113,460.0,203007,198.82,7.56,55.34,3.78,99,32,A,10
2114,0.1,203007,193.51,8.62,76.0,3.54,18,32,A,7
2115,9676.96,204184,137.25,7.83,39.32,3.42,83,27,A,2
2116,3168.21,125833,215.51,6.56,58.69,2.69,96,9,B,11
2117,8359.27,112238,129.86,12.89,42.17,3.64,36,12,B,12
2118,118739.16,219622,128.91,7.19,41.72,3.62,90,13,A,4
2119,9653.77,200898,187.26,8.62,70.66,3.64,55,14,A,9
2120,32691.45,219622,126.98,7.8,34.9,2.85,74,13,A,12
2121,9469.63,39910,129.37,6.56,70.19,3.62,2,44,C,9
2122,3164.25,39690,131.13,7.38,80.11,4.09,83,42,C,4
2123,26788.69,114533,134.51,4.78,50.07,4.08,91,23,B,5
2124,1361.75,152513,137.73,7.47,33.33,3.92,85,26,A,3
2125,906.26,203750,211.03,8.1,83.59,2.64,27,31,A,7
2126,257.84,123737,138.03,8.15,51.04,4.12,94,15,B,5
2127,5225.91,34875,210.99,6.46,65.13,2.8,96,5,B,4
2128,17006.98,206302,126.1,14.18,83.12,3.09,33,28,A,9
2129,9385.51,202307,219.9,7.06,46.98,3.41,42,2,A,2
2130,5928.66,39910,128.26,7.22,34.23,3.23,97,44,C,3
2131,8.0,120653,138.74,8.54,58.24,4.02,54,18,B,9
2132,27309.28,119557,142.19,7.67,70.99,3.58,11,22,B,6
2133,4887.84,200898,191.17,8.68,77.2,3.65,12,14,A,7
2134,25356.98,114533,135.08,4.78,61.06,3.87,17,23,B,6
2135,4632.5,70713,199.15,7.56,43.01,3.75,12,7,B,10
2136,5394.31,39690,129.52,8.26,82.51,3.79,46,42,C,9
2137,10730.58,140167,211.52,8.16,70.72,2.72,49,21,B,10
2138,38387.63,203750,219.36,7.06,48.1,3.16,4,31,A,1
2139,68187.34,158114,131.11,9.58,59.12,3.88,92,34,A,4
2140,2061.79,41062,210.09,10.15,55.7,3.24,21,43,C,11
2141,54427.18,119557,138.06,8.25,44.42,3.72,92,22,B,4
2142,1392.26,41062,204.87,10.4,40.65,3.02,21,43,C,2
2143,9869.54,34875,216.2,6.49,74.75,3.81,10,5,B,4
2144,4641.77,93188,130.89,6.24,60.51,3.78,93,17,B,6
2145,2898.3,152513,136.48,7.6,31.07,3.54,49,26,A,11
2146,42733.74,203007,191.03,9.14,36.07,2.78,1,32,A,12
2147,10865.64,114533,134.07,4.78,29.44,3.64,25,23,B,4
2148,12168.83,126512,126.79,9.0,60.51,3.09,21,10,B,12
2149,41659.74,70713,192.12,8.82,27.69,3.41,40,7,B,3
2150,3274.12,203007,198.08,7.87,75.93,3.51,83,32,A,8
2151,38638.6,151315,211.18,7.81,80.69,2.7,72,1,A,6
2152,12866.44,93638,136.48,9.36,42.81,3.59,87,29,B,11
2153,1604.16,203742,204.7,7.34,20.39,3.2,18,20,A,1
2154,6713.17,114533,132.6,5.33,69.71,2.79,85,23,B,7
2155,207.22,39910,210.21,8.46,84.37,2.64,56,37,C,6
2156,4907.92,158114,129.83,10.15,46.0,3.29,26,34,A,11
2157,9304.88,202307,210.83,8.2,81.81,2.7,12,2,A,6
2158,15903.96,184109,214.3,8.18,87.73,3.68,34,39,A,8
2159,8348.5,155078,215.02,6.32,80.11,2.69,12,8,A,8
2160,29908.04,203742,204.38,8.19,47.32,2.84,46,20,A,3
2161,2174.49,203007,198.1,7.87,76.12,3.56,96,32,A,8
2162,15136.91,205863,126.14,7.37,73.66,2.67,22,4,A,7
2163,12913.77,202505,219.07,6.55,68.53,3.35,81,6,A,10
2164,11606.76,37392,213.67,7.34,70.24,2.78,16,3,B,4
2165,36817.44,112238,130.7,10.93,85.53,3.73,23,12,B,7
2166,70676.6,114533,136.47,4.42,49.0,3.63,2,23,B,10
2167,8770.32,128107,214.09,6.96,62.7,3.9,17,25,B,3
2168,8669.85,70713,191.37,8.82,10.09,2.88,32,7,B,1
2169,7460.73,118221,185.18,8.52,37.27,3.64,22,45,B,4
2170,10290.05,125833,213.95,6.38,61.26,2.8,92,9,B,4
2171,5237.4,203742,204.43,8.19,25.43,2.74,12,20,A,2
2172,25.41,219622,126.53,8.32,35.7,2.65,45,13,A,2
2173,2440.01,57197,197.6,6.17,48.93,3.85,20,16,B,4
2174,4049.14,120653,132.92,9.33,42.05,2.94,12,18,B,11
2175,5982.99,158114,130.89,9.58,75.35,3.43,17,34,A,6
2176,20334.81,39910,214.62,8.18,77.94,3.55,96,37,C,9
2177,3801.65,152513,132.11,8.51,54.72,2.98,44,26,A,5
2178,50680.4,206302,126.14,14.1,81.39,2.94,72,28,A,6
2179,8082.1,203819,136.46,8.45,46.78,3.72,3,24,A,11
2180,8929.44,39690,129.04,8.69,77.92,4.19,81,33,A,5
2181,400.0,203750,213.48,8.03,59.52,3.29,58,31,A,3
2182,387.5,34875,211.91,6.57,48.89,2.62,71,5,B,3
2183,853.14,39910,220.61,6.62,81.76,3.31,74,37,C,7
2184,3961.94,93188,128.62,6.87,36.71,3.44,24,17,B,3
2185,74.24,202307,218.82,7.44,50.13,3.16,54,2,A,12
2186,66210.46,155078,219.24,6.3,58.92,3.91,95,8,A,5
2187,6878.29,219622,126.61,7.8,42.0,2.84,71,13,A,11
2188,1434.66,140167,211.55,8.16,51.71,2.77,28,21,B,11
2189,11909.38,114533,138.83,4.14,47.89,4.0,24,23,B,10
2190,3921.55,34875,211.88,6.57,46.7,2.56,7,5,B,2
2191,14004.68,203007,189.52,9.02,67.55,2.71,14,32,A,7
2192,22478.42,203750,215.32,7.85,90.11,3.55,23,31,A,8
2193,18904.6,152513,136.27,7.77,60.98,3.81,9,26,A,9
2194,35371.27,204184,135.67,8.24,49.04,2.96,7,27,A,3
2195,27.92,39910,128.91,6.91,41.72,3.62,85,44,C,4
2196,3199.52,207499,226.52,6.33,77.67,3.67,35,11,A,9
2197,15145.3,120653,132.68,9.33,25.64,3.13,24,18,B,12
2198,466.42,39690,129.04,13.74,68.4,4.19,3,38,C,5
2199,2528.15,152513,138.28,7.4,62.08,3.87,71,26,A,8
2200,13107.0,206302,126.61,13.98,60.06,3.08,49,28,A,3
2201,14700.74,203819,132.87,8.27,57.29,3.06,97,24,A,10
2202,33786.06,112238,131.1,11.63,84.51,4.11,7,12,B,5
2203,56.22,39910,210.44,8.48,74.66,2.6,31,37,C,10
2204,15988.42,196321,193.31,6.9,68.18,3.53,14,41,A,7
2205,2.0,39910,220.72,6.62,85.89,3.57,25,36,A,8
2206,9624.73,202307,211.26,8.1,81.79,2.62,55,2,A,9
2207,8543.22,39910,210.18,8.48,52.88,2.94,80,37,C,12
2208,15457.57,184109,213.93,8.18,84.93,3.52,10,39,A,7
2209,1814.94,119557,142.1,7.67,61.9,3.9,27,22,B,5
2210,5225.29,203819,132.92,8.07,44.22,3.14,12,19,A,11
2211,90.9,203819,138.74,8.95,58.86,4.16,59,24,A,9
2212,40.5,39910,126.11,7.97,65.24,2.84,32,44,C,6
2213,28144.72,93638,132.5,10.16,74.37,2.81,2,29,B,6
2214,10.0,114533,137.06,4.26,29.71,3.63,54,23,B,2
2215,3605.23,42988,215.11,7.93,70.79,3.81,98,30,C,4
2216,2185.0,196321,189.94,7.34,70.07,2.69,35,41,A,7
2217,5126.65,206302,130.9,12.19,56.26,4.04,20,28,A,3
2218,53.27,39910,218.23,7.72,48.26,3.13,9,37,C,12
2219,94.92,42988,221.07,6.89,69.02,3.89,12,30,C,4
2220,1770.67,203819,136.5,7.87,40.18,3.63,59,19,A,12
2221,1928.93,203007,198.82,7.56,55.34,3.78,36,32,A,10
2222,23483.5,120653,131.64,9.2,30.91,2.75,14,18,B,2
2223,5911.66,219622,126.14,7.95,78.82,2.81,30,13,A,7
2224,5674.08,203007,196.96,8.26,39.9,3.29,26,32,A,3
2225,41898.21,39690,130.24,7.54,51.0,3.48,93,42,C,1
2226,4417.7,112238,126.16,14.1,67.84,3.06,21,12,B,5
2227,35190.32,200898,190.81,8.57,63.13,4.03,46,14,A,4
2228,14976.59,203742,204.46,8.19,32.32,2.75,21,20,A,2
2229,20041.53,202505,222.03,6.13,49.03,3.51,97,6,A,2
2230,249.84,112238,126.21,14.1,68.44,3.14,83,12,B,5
2231,30123.07,120653,136.05,8.89,74.58,3.9,8,18,B,8
2232,46.54,39690,130.76,7.17,90.78,3.81,22,42,C,8
2233,97234.31,207499,222.64,7.2,59.69,3.16,92,11,A,12
2234,129.86,39690,129.04,13.74,68.4,4.19,9,38,C,5
2235,1395.98,118221,190.87,8.57,53.2,4.0,85,45,B,4
2236,5169.35,151315,215.42,7.96,85.77,3.65,67,1,A,7
2237,37940.57,39910,126.44,8.12,31.53,2.67,92,44,C,2
2238,5302.87,203819,138.11,8.15,58.81,4.03,29,19,A,5
2239,12273.1,203742,214.75,7.28,75.4,3.72,21,20,A,8
2240,3610.84,37392,226.92,6.03,70.31,3.6,22,3,B,10
2241,780.48,93188,130.38,6.4,23.63,3.12,80,17,B,2
2242,13569.62,57197,189.45,6.84,62.37,2.72,10,16,B,6
2243,207.0,202505,222.45,6.13,60.32,3.63,60,6,A,3
2244,5633.92,203819,131.69,8.35,30.33,2.91,83,19,A,2
2245,171.41,41062,202.37,9.59,72.14,2.85,42,43,C,5
2246,19563.95,93188,129.84,6.62,32.81,3.44,23,17,B,11
2247,37025.07,202307,216.7,7.44,69.92,3.28,79,2,A,10
2248,60380.97,112238,128.51,14.02,64.21,3.69,72,12,B,3
2249,2296.0,155078,213.67,6.29,62.68,2.84,35,8,A,5
2250,3964.77,118221,186.56,8.62,72.55,3.7,71,45,B,8
2251,3557.7,203742,213.87,6.96,41.14,3.85,85,20,A,3
2252,30490.07,203819,138.09,8.15,55.33,4.05,4,19,A,5
2253,82.0,152513,131.86,8.49,35.26,2.83,47,26,A,3
2254,12.0,39690,126.88,9.27,61.12,3.12,20,33,A,12
2255,1992.91,155078,219.44,6.42,69.09,3.53,52,8,A,9
2256,5484.62,203750,211.06,8.16,47.19,2.94,32,31,A,12
2257,55356.74,203742,210.69,7.08,49.36,3.57,94,20,A,10
2258,1512.6,39690,126.09,9.2,86.13,3.12,14,42,C,8
2259,2598.9,37392,219.21,7.57,81.72,3.55,26,3,B,9
2260,964.92,39690,127.58,8.74,53.03,3.23,87,42,C,1
2261,7926.56,207499,216.27,7.55,44.61,3.02,25,11,A,2
2262,6886.53,200898,188.93,8.52,42.27,3.39,49,14,A,12
2263,5429.67,158114,130.31,9.65,39.81,3.29,87,34,A,1
2264,25839.06,203750,210.98,8.32,45.31,2.56,46,31,A,2
2265,69155.26,219622,127.72,7.47,23.35,2.97,94,13,A,2
2266,4380.86,123737,134.44,7.66,55.46,4.12,81,15,B,4
2267,1958.51,158114,129.0,10.58,57.73,3.78,85,34,A,4
2268,62505.04,205863,129.83,5.14,50.44,3.29,7,4,A,11
2269,78276.17,112238,126.58,13.98,53.77,2.99,2,12,B,3
2270,1854.98,41062,203.4,10.21,56.51,2.87,67,43,C,12
2271,2456.4,125833,218.45,6.38,56.12,3.52,96,9,B,4
2272,15659.63,204184,138.77,7.72,74.17,4.07,17,27,A,6
2273,9624.28,202307,214.49,7.93,55.43,3.52,21,2,A,4
2274,6999.15,206302,126.56,14.1,64.95,3.11,20,28,A,4
2275,6699.9,206302,129.24,13.5,91.74,3.74,16,28,A,8
2276,17016.51,203007,191.48,8.82,21.69,2.91,82,32,A,1
2277,12477.84,118221,189.84,8.42,36.85,3.7,17,45,B,2
2278,6678.31,203750,211.55,8.16,51.71,2.77,3,31,A,11
2279,990.0,112238,126.98,14.31,52.02,3.24,56,12,B,12
2280,1254.13,126512,127.44,8.74,56.75,3.34,93,10,B,1
2281,175.0,39910,209.67,8.46,80.87,2.76,25,37,C,5
